symbol;block_date;category;contract_size;days_to_maturity;due_date;exchange_id;isin;market_maker;maturity_type;name;strike;updated_at;close;created_at;financial_volume;high;low;open;variation;volume;cnpj;ask;bid;quotationForm;security_category;spot_price;trades;bid_volume;ask_volume;time;type;last_trade_at;strike_eod;warning;lastUpdatedDividendsAt
BRKMS270;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRKM5S0GR4;False;EUROPEAN;BRASKEM PNA, R$ 27.00, 19-07-2024;27.0;2024-06-22T10:18:38.919Z;0.0;2024-06-22T10:18:38.919Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1688582413000;27.0;;
BRKMG275;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRKM5G0GA4;False;AMERICAN;BRASKEM PNA, R$ 27.50, 19-07-2024;27.5;2024-06-22T10:18:38.371Z;0.04;2024-06-22T10:18:38.371Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.03;0.0;;7;17.95;0;0;100;1719244080000;CALL;1718299040000;27.5;;
BRKMS275;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRKM5S0GA0;False;EUROPEAN;BRASKEM PNA, R$ 27.50, 19-07-2024;27.5;2024-06-22T10:18:38.919Z;0.0;2024-06-22T10:18:38.919Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1688582413000;27.5;;
BRKMG280;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRKM5G0GP2;False;AMERICAN;BRASKEM PNA, R$ 28.00, 19-07-2024;28.0;2024-06-22T10:18:38.371Z;0.0;2024-06-22T10:18:38.371Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;1688582413000;28.0;;
BRKMS280;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRKM5S0GS2;False;EUROPEAN;BRASKEM PNA, R$ 28.00, 19-07-2024;28.0;2024-06-22T10:18:38.919Z;10.3;2024-06-22T10:18:38.919Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1718732276000;28.0;;
BRKMG285;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRKM5G0GB2;False;AMERICAN;BRASKEM PNA, R$ 28.50, 19-07-2024;28.5;2024-06-22T10:18:38.371Z;0.5;2024-06-22T10:18:38.371Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719244201000;CALL;1714150385000;28.5;;
BRKMS285;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRKM5S0GB8;False;EUROPEAN;BRASKEM PNA, R$ 28.50, 19-07-2024;28.5;2024-06-22T10:18:38.919Z;0.0;2024-06-22T10:18:38.919Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1688582413000;28.5;;
BRKMG295;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRKM5G0GK3;False;AMERICAN;BRASKEM PNA, R$ 29.50, 19-07-2024;29.5;2024-06-22T10:18:38.372Z;0.03;2024-06-22T10:18:38.372Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.03;0.0;;7;17.95;0;0;300;1719244079000;CALL;1717521301000;29.5;;
BRKMS295;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRKM5S0GI3;False;EUROPEAN;BRASKEM PNA, R$ 29.50, 19-07-2024;29.5;2024-06-22T10:18:38.919Z;11.73;2024-06-22T10:18:38.919Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1718808502000;29.5;;
BRKMG305;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRKM5G0GG1;False;AMERICAN;BRASKEM PNA, R$ 30.50, 19-07-2024;30.5;2024-06-22T10:18:38.365Z;0.07;2024-06-22T10:18:38.365Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.3;0.0;;7;17.95;0;0;200;1719244079000;CALL;1715346637000;30.5;;
BRKMS305;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRKM5S0GF9;False;EUROPEAN;BRASKEM PNA, R$ 30.50, 19-07-2024;30.5;2024-06-22T10:18:38.918Z;12.59;2024-06-22T10:18:38.918Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1718816225000;30.5;;
BRKMG315;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRKM5G0G58;False;AMERICAN;BRASKEM PNA, R$ 31.50, 19-07-2024;31.5;2024-06-22T10:18:38.365Z;0.0;2024-06-22T10:18:38.365Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;1688582413000;31.5;;
BRKMS315;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRKM5S0GD4;False;EUROPEAN;BRASKEM PNA, R$ 31.50, 19-07-2024;31.5;2024-06-22T10:18:38.918Z;0.0;2024-06-22T10:18:38.918Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1688582413000;31.5;;
BRKMG320;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRKM5G0GU2;False;AMERICAN;BRASKEM PNA, R$ 32.00, 19-07-2024;32.0;2024-06-22T10:18:38.365Z;0.0;2024-06-22T10:18:38.365Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;-62167294412000;32.0;;
BRKMS320;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRKM5S0GU8;False;EUROPEAN;BRASKEM PNA, R$ 32.00, 19-07-2024;32.0;2024-06-22T10:18:38.918Z;11.5;2024-06-22T10:18:38.918Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1715185994000;32.0;;
BRKMG325;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRKM5G0GL1;False;AMERICAN;BRASKEM PNA, R$ 32.50, 19-07-2024;32.5;2024-06-22T10:18:38.366Z;0.0;2024-06-22T10:18:38.366Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;1688582413000;32.5;;
BRKMS325;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRKM5S0GG7;False;EUROPEAN;BRASKEM PNA, R$ 32.50, 19-07-2024;32.5;2024-06-22T10:18:38.918Z;0.0;2024-06-22T10:18:38.918Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1688582413000;32.5;;
BRKMG330;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRKM5G0G90;False;AMERICAN;BRASKEM PNA, R$ 33.00, 19-07-2024;33.0;2024-06-22T10:18:38.366Z;0.0;2024-06-22T10:18:38.366Z;0;0.0;0.0;0.0;0.0;0;42150391000170;1.0;0.0;;7;17.95;0;0;100;1719244079000;CALL;1688582413000;33.0;;
BRKMS330;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRKM5S0G95;False;EUROPEAN;BRASKEM PNA, R$ 33.00, 19-07-2024;33.0;2024-06-22T10:18:38.918Z;0.0;2024-06-22T10:18:38.918Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1688582413000;33.0;;
BRKMG37;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRKM5G0GX6;False;AMERICAN;BRASKEM PNA, R$ 37.00, 19-07-2024;37.0;2024-06-22T10:18:38.921Z;0.0;2024-06-22T10:18:38.921Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;-62167294412000;37.0;;
BRKMS37;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRKM5S0GX2;False;EUROPEAN;BRASKEM PNA, R$ 37.00, 19-07-2024;37.0;2024-06-22T10:18:39.001Z;19.0;2024-06-22T10:18:39.001Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1718735149000;37.0;;
BRKMH110;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0E25;False;AMERICAN;BRASKEM PNA, R$ 11.00, 16-08-2024;11.0;2024-06-22T10:18:38.596Z;0.0;2024-06-22T10:18:38.596Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;1688582413000;11.0;UPGRADE REQUIRED!!!;
BRKMT110;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0DR0;False;EUROPEAN;BRASKEM PNA, R$ 11.00, 16-08-2024;11.0;2024-06-22T10:18:38.411Z;0.0;2024-06-22T10:18:38.411Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719244079000;PUT;1717601827000;11.0;UPGRADE REQUIRED!!!;
BRKMH120;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0DU8;False;AMERICAN;BRASKEM PNA, R$ 12.00, 16-08-2024;12.0;2024-06-22T10:18:38.596Z;0.0;2024-06-22T10:18:38.596Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;1688582413000;12.0;UPGRADE REQUIRED!!!;
BRKMT120;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0E87;False;EUROPEAN;BRASKEM PNA, R$ 12.00, 16-08-2024;12.0;2024-06-22T10:18:38.405Z;0.0;2024-06-22T10:18:38.405Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719244676000;PUT;1688582413000;12.0;UPGRADE REQUIRED!!!;
BRKMH130;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0DT0;False;AMERICAN;BRASKEM PNA, R$ 13.00, 16-08-2024;13.0;2024-06-22T10:18:38.596Z;0.0;2024-06-22T10:18:38.596Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;1688582413000;13.0;UPGRADE REQUIRED!!!;
BRKMT130;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0E46;False;EUROPEAN;BRASKEM PNA, R$ 13.00, 16-08-2024;13.0;2024-06-22T10:18:38.405Z;0.0;2024-06-22T10:18:38.405Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719244676000;PUT;1718031225000;13.0;UPGRADE REQUIRED!!!;
BRKMH140;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0DR4;False;AMERICAN;BRASKEM PNA, R$ 14.00, 16-08-2024;14.0;2024-06-22T10:18:38.597Z;0.0;2024-06-22T10:18:38.597Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;1688582413000;14.0;UPGRADE REQUIRED!!!;
BRKMT140;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0E61;False;EUROPEAN;BRASKEM PNA, R$ 14.00, 16-08-2024;14.0;2024-06-22T10:18:38.406Z;0.0;2024-06-22T10:18:38.406Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719244676000;PUT;1719216326000;14.0;UPGRADE REQUIRED!!!;
BRKMH150;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0DX2;False;AMERICAN;BRASKEM PNA, R$ 15.00, 16-08-2024;15.0;2024-06-22T10:18:38.597Z;0.0;2024-06-22T10:18:38.597Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;1688582413000;15.0;UPGRADE REQUIRED!!!;
BRKMT150;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0DQ2;False;EUROPEAN;BRASKEM PNA, R$ 15.00, 16-08-2024;15.0;2024-06-22T10:18:38.406Z;0.0;2024-06-22T10:18:38.406Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719244080000;PUT;1719216327000;15.0;UPGRADE REQUIRED!!!;
BRKMH155;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0EA8;False;AMERICAN;BRASKEM PNA, R$ 15.50, 16-08-2024;15.5;2024-06-22T10:18:38.597Z;0.0;2024-06-22T10:18:38.597Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;-62167294412000;15.5;UPGRADE REQUIRED!!!;
BRKMT155;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0EI7;False;EUROPEAN;BRASKEM PNA, R$ 15.50, 16-08-2024;15.5;2024-06-22T10:18:38.406Z;0.0;2024-06-22T10:18:38.406Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719244682000;PUT;1719216332000;15.5;UPGRADE REQUIRED!!!;
BRKMH160;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0E33;False;AMERICAN;BRASKEM PNA, R$ 16.00, 16-08-2024;16.0;2024-06-22T10:18:38.591Z;0.0;2024-06-22T10:18:38.591Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;1688582413000;16.0;UPGRADE REQUIRED!!!;
BRKMT160;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0E20;False;EUROPEAN;BRASKEM PNA, R$ 16.00, 16-08-2024;16.0;2024-06-22T10:18:38.406Z;0.0;2024-06-22T10:18:38.406Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719245038000;PUT;1719216326000;16.0;UPGRADE REQUIRED!!!;
BRKMH165;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0EF7;False;AMERICAN;BRASKEM PNA, R$ 16.50, 16-08-2024;16.5;2024-06-22T10:18:38.591Z;0.0;2024-06-22T10:18:38.591Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;CALL;-62167294412000;16.5;UPGRADE REQUIRED!!!;
BRKMT165;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0EE6;False;EUROPEAN;BRASKEM PNA, R$ 16.50, 16-08-2024;16.5;2024-06-22T10:18:38.406Z;0.0;2024-06-22T10:18:38.406Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.86;0;0;0;1719244658000;PUT;1719240633000;16.5;UPGRADE REQUIRED!!!;
BRKMH170;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0E17;False;AMERICAN;BRASKEM PNA, R$ 17.00, 16-08-2024;17.0;2024-06-22T10:18:38.591Z;0.0;2024-06-22T10:18:38.591Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719244079000;CALL;1718896279000;17.0;UPGRADE REQUIRED!!!;
BRKMT170;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0DS8;True;EUROPEAN;BRASKEM PNA, R$ 17.00, 16-08-2024;17.0;2024-06-22T10:18:38.406Z;0.0;2024-06-22T10:18:38.406Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719245169000;PUT;1719242577000;17.0;UPGRADE REQUIRED!!!;
BRKMH175;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0EB6;True;AMERICAN;BRASKEM PNA, R$ 17.50, 16-08-2024;17.5;2024-06-22T10:18:38.591Z;0.0;2024-06-22T10:18:38.591Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719245310000;CALL;1719216332000;17.5;UPGRADE REQUIRED!!!;
BRKMT175;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0EA4;True;EUROPEAN;BRASKEM PNA, R$ 17.50, 16-08-2024;17.5;2024-06-22T10:18:38.406Z;0.0;2024-06-22T10:18:38.406Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719245055000;PUT;1719216332000;17.5;UPGRADE REQUIRED!!!;
BRKMH180;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0DZ7;True;AMERICAN;BRASKEM PNA, R$ 18.00, 16-08-2024;18.0;2024-06-22T10:18:38.591Z;0.0;2024-06-22T10:18:38.591Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719245009000;CALL;1719216327000;18.0;UPGRADE REQUIRED!!!;
BRKMT180;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0DU4;True;EUROPEAN;BRASKEM PNA, R$ 18.00, 16-08-2024;18.0;2024-06-22T10:18:38.406Z;0.0;2024-06-22T10:18:38.406Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719245016000;PUT;1719238404000;18.0;UPGRADE REQUIRED!!!;
BRKMH185;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0EH3;True;AMERICAN;BRASKEM PNA, R$ 18.50, 16-08-2024;18.5;2024-06-22T10:18:38.592Z;0.0;2024-06-22T10:18:38.592Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719245157000;CALL;1719235658000;18.5;UPGRADE REQUIRED!!!;
BRKMT185;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0ED8;False;EUROPEAN;BRASKEM PNA, R$ 18.50, 16-08-2024;18.5;2024-06-22T10:18:38.406Z;0.0;2024-06-22T10:18:38.406Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719245113000;PUT;-62167294412000;18.5;UPGRADE REQUIRED!!!;
BRKMH190;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0DW4;True;AMERICAN;BRASKEM PNA, R$ 19.00, 16-08-2024;19.0;2024-06-22T10:18:38.591Z;0.0;2024-06-22T10:18:38.591Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719245200000;CALL;1719241654000;19.0;UPGRADE REQUIRED!!!;
BRKMT190;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0DP4;False;EUROPEAN;BRASKEM PNA, R$ 19.00, 16-08-2024;19.0;2024-06-22T10:18:38.406Z;0.0;2024-06-22T10:18:38.406Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719245238000;PUT;1719241912000;19.0;UPGRADE REQUIRED!!!;
BRKMH195;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0E90;False;AMERICAN;BRASKEM PNA, R$ 19.50, 16-08-2024;19.5;2024-06-22T10:18:38.591Z;0.0;2024-06-22T10:18:38.591Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719245090000;CALL;1719237755000;19.5;UPGRADE REQUIRED!!!;
BRKMT195;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0E95;False;EUROPEAN;BRASKEM PNA, R$ 19.50, 16-08-2024;19.5;2024-06-22T10:18:38.406Z;0.0;2024-06-22T10:18:38.406Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719244087000;PUT;1718821110000;19.5;UPGRADE REQUIRED!!!;
BRKMH200;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0DQ6;False;AMERICAN;BRASKEM PNA, R$ 20.00, 16-08-2024;20.0;2024-06-22T10:18:38.589Z;0.0;2024-06-22T10:18:38.589Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719244168000;CALL;1688582413000;20.0;UPGRADE REQUIRED!!!;
BRKMT200;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0DV2;False;EUROPEAN;BRASKEM PNA, R$ 20.00, 16-08-2024;20.0;2024-06-22T10:18:38.405Z;0.0;2024-06-22T10:18:38.405Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719244079000;PUT;1718895625000;20.0;UPGRADE REQUIRED!!!;
BRKMH205;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0EE0;False;AMERICAN;BRASKEM PNA, R$ 20.50, 16-08-2024;20.5;2024-06-22T10:18:38.588Z;0.0;2024-06-22T10:18:38.588Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.97;0;0;0;1719244087000;CALL;1719241820000;20.5;UPGRADE REQUIRED!!!;
BRKMT205;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0EG1;False;EUROPEAN;BRASKEM PNA, R$ 20.50, 16-08-2024;20.5;2024-06-22T10:18:38.405Z;0.0;2024-06-22T10:18:38.405Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;-62167294412000;20.5;UPGRADE REQUIRED!!!;
BRKMH207;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0EL5;False;EUROPEAN;BRASKEM PNA, R$ 20.75, 16-08-2024;20.75;2024-06-22T10:18:38.588Z;0.0;2024-06-22T10:18:38.588Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719244093000;CALL;1692214573000;20.75;UPGRADE REQUIRED!!!;
BRKMT207;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0EL1;False;EUROPEAN;BRASKEM PNA, R$ 20.75, 16-08-2024;20.75;2024-06-22T10:18:38.405Z;0.0;2024-06-22T10:18:38.405Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1692303300000;20.75;UPGRADE REQUIRED!!!;
BRKMH210;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0E66;False;AMERICAN;BRASKEM PNA, R$ 21.00, 16-08-2024;21.0;2024-06-22T10:18:38.589Z;0.0;2024-06-22T10:18:38.589Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719244888000;CALL;1688582413000;21.0;UPGRADE REQUIRED!!!;
BRKMT210;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0E79;False;EUROPEAN;BRASKEM PNA, R$ 21.00, 16-08-2024;21.0;2024-06-22T10:18:38.404Z;0.0;2024-06-22T10:18:38.404Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1718119375000;21.0;UPGRADE REQUIRED!!!;
BRKMH215;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0EI1;False;AMERICAN;BRASKEM PNA, R$ 21.50, 16-08-2024;21.5;2024-06-22T10:18:38.589Z;0.0;2024-06-22T10:18:38.589Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719244087000;CALL;1719216332000;21.5;UPGRADE REQUIRED!!!;
BRKMT215;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0EF3;False;EUROPEAN;BRASKEM PNA, R$ 21.50, 16-08-2024;21.5;2024-06-22T10:18:38.404Z;0.0;2024-06-22T10:18:38.404Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1719216332000;21.5;UPGRADE REQUIRED!!!;
BRKMH220;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0E58;False;AMERICAN;BRASKEM PNA, R$ 22.00, 16-08-2024;22.0;2024-06-22T10:18:38.590Z;0.0;2024-06-22T10:18:38.590Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.85;0;0;0;1719244079000;CALL;1719243972000;22.0;UPGRADE REQUIRED!!!;
BRKMT220;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0E04;False;EUROPEAN;BRASKEM PNA, R$ 22.00, 16-08-2024;22.0;2024-06-22T10:18:38.405Z;0.0;2024-06-22T10:18:38.405Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;1688582413000;22.0;UPGRADE REQUIRED!!!;
BRKMH225;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0ED2;False;AMERICAN;BRASKEM PNA, R$ 22.50, 16-08-2024;22.5;2024-06-22T10:18:38.590Z;0.0;2024-06-22T10:18:38.589Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719244087000;CALL;1718651978000;22.5;UPGRADE REQUIRED!!!;
BRKMT225;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0EC0;False;EUROPEAN;BRASKEM PNA, R$ 22.50, 16-08-2024;22.5;2024-06-22T10:18:38.405Z;0.0;2024-06-22T10:18:38.405Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;-62167294412000;22.5;UPGRADE REQUIRED!!!;
BRKMH230;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0E09;False;AMERICAN;BRASKEM PNA, R$ 23.00, 16-08-2024;23.0;2024-06-22T10:18:38.589Z;0.0;2024-06-22T10:18:38.589Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719244079000;CALL;1688582413000;23.0;UPGRADE REQUIRED!!!;
BRKMT230;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0E12;False;EUROPEAN;BRASKEM PNA, R$ 23.00, 16-08-2024;23.0;2024-06-22T10:18:38.405Z;0.0;2024-06-22T10:18:38.405Z;0;0.0;0.0;0.0;0.0;0;42150391000170;0.0;0.0;;7;17.95;0;0;0;1719244942000;PUT;1718740292000;23.0;UPGRADE REQUIRED!!!;
BRKMH235;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRKM5H0EG5;False;AMERICAN;BRASKEM PNA, R$ 23.50, 16-08-2024;23.5;2024-06-22T10:18:38.589Z;0.0;2024-06-22T10:18:38.589Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719244087000;CALL;1718028059000;23.5;UPGRADE REQUIRED!!!;
BRKMT235;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRKM5T0EH9;False;EUROPEAN;BRASKEM PNA, R$ 23.50, 16-08-2024;23.5;2024-06-22T10:18:38.405Z;0.0;2024-06-22T10:18:38.405Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;17.95;0;0;0;1719234000000;PUT;-62167294412000;23.5;UPGRADE REQUIRED!!!;
