symbol;name;open;high;low;close;volume;financial_volume;trades;bid;ask;category;due_date;maturity_type;strike;contract_size;exchange_id;created_at;updated_at;variation;spot_price;isin;security_category;market_maker;block_date;days_to_maturity;quotationForm;bid_volume;ask_volume;time;type;last_trade_at;strike_eod;cnpj;warning;quotation_form
BBASS814;BRASIL ON, R$ 40.14, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;40.14;100;BOVESPA;2024-06-22T10:18:38.647Z;2024-06-22T10:18:38.647Z;0.0;26.61;BRBBAS3S0WF0;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1710342557000;40.14;;;
BBASG824;BRASIL ON, R$ 40.64, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;AMERICAN;40.64;100;BOVESPA;2024-06-22T10:18:38.421Z;2024-06-22T10:18:38.421Z;0.0;26.61;BRBBAS3G0WA5;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1710866620000;40.64;;;
BBASS824;BRASIL ON, R$ 40.64, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;40.64;100;BOVESPA;2024-06-22T10:18:38.647Z;2024-06-22T10:18:38.647Z;0.0;26.61;BRBBAS3S0W86;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1710342557000;40.64;;;
BBASG834;BRASIL ON, R$ 41.14, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;41.14;100;BOVESPA;2024-06-22T10:18:38.421Z;2024-06-22T10:18:38.421Z;0.0;26.61;BRBBAS3G0W40;7;False;2024-07-18;19;;0;1200;1719244075000;CALL;1716487542000;41.14;;;
BBASS834;BRASIL ON, R$ 41.14, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;41.14;100;BOVESPA;2024-06-22T10:18:38.648Z;2024-06-22T10:18:38.648Z;0.0;26.61;BRBBAS3S0W52;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1710342557000;41.14;;;
BBASG431;BRASIL ON, R$ 43.14, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;AMERICAN;43.14;100;BOVESPA;2024-06-22T10:18:38.443Z;2024-06-22T10:18:38.443Z;0.0;26.61;BRBBAS3G0ZZ5;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1689957385000;43.14;;;
BBASS431;BRASIL ON, R$ 43.14, 19-07-2024;0.0;0.0;0.0;16.4;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;43.14;100;BOVESPA;2024-06-22T10:18:38.768Z;2024-06-22T10:18:38.768Z;0.0;26.61;BRBBAS3S1023;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1718900278000;43.14;;;
BBASG160W4;BRASIL ON, R$ 15.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;15.42;100;BOVESPA;2024-06-22T10:18:38.858Z;2024-06-22T10:18:38.858Z;0.0;26.61;BRBBAS3G0ZY8;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;15.42;;;
BBASS160W4;BRASIL ON, R$ 15.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;15.42;100;BOVESPA;2024-06-22T10:18:38.766Z;2024-06-22T10:18:38.766Z;0.0;26.61;BRBBAS3S0ZG1;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;15.42;;;
BBASG165W4;BRASIL ON, R$ 15.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;15.92;100;BOVESPA;2024-06-22T10:18:38.838Z;2024-06-22T10:18:38.838Z;0.0;26.61;BRBBAS3G0ZX0;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;15.92;;;
BBASS165W4;BRASIL ON, R$ 15.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;15.92;100;BOVESPA;2024-06-22T10:18:38.780Z;2024-06-22T10:18:38.780Z;0.0;26.61;BRBBAS3S0ZN7;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;15.92;;;
BBASG170W4;BRASIL ON, R$ 16.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;16.42;100;BOVESPA;2024-06-22T10:18:38.869Z;2024-06-22T10:18:38.869Z;0.0;26.61;BRBBAS3G0YY1;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;16.42;;;
BBASS170W4;BRASIL ON, R$ 16.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;16.42;100;BOVESPA;2024-06-22T10:18:38.892Z;2024-06-22T10:18:38.892Z;0.0;26.61;BRBBAS3S0ZJ5;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;16.42;;;
BBASG175W4;BRASIL ON, R$ 16.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;16.92;100;BOVESPA;2024-06-22T10:18:39.008Z;2024-06-22T10:18:39.008Z;0.0;26.61;BRBBAS3G0ZH3;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;16.92;;;
BBASS175W4;BRASIL ON, R$ 16.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;16.92;100;BOVESPA;2024-06-22T10:18:38.932Z;2024-06-22T10:18:38.932Z;0.0;26.61;BRBBAS3S0YX9;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;16.92;;;
BBASG180W4;BRASIL ON, R$ 17.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;17.42;100;BOVESPA;2024-06-22T10:18:38.362Z;2024-06-22T10:18:38.362Z;0.0;26.61;BRBBAS3G0Z21;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;17.42;;;
BBASS180W4;BRASIL ON, R$ 17.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;17.42;100;BOVESPA;2024-06-22T10:18:38.357Z;2024-06-22T10:18:38.357Z;0.0;26.61;BRBBAS3S0Z34;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;17.42;;;
BBASG185W4;BRASIL ON, R$ 17.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;17.92;100;BOVESPA;2024-06-22T10:18:38.324Z;2024-06-22T10:18:38.324Z;0.0;26.61;BRBBAS3G0YZ8;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;17.92;;;
BBASS185W4;BRASIL ON, R$ 17.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;17.92;100;BOVESPA;2024-06-22T10:18:38.386Z;2024-06-22T10:18:38.386Z;0.0;26.61;BRBBAS3S0Z26;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;17.92;;;
BBASG190W4;BRASIL ON, R$ 18.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;18.42;100;BOVESPA;2024-06-22T10:18:38.580Z;2024-06-22T10:18:38.580Z;0.0;26.61;BRBBAS3G0Z96;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;18.42;;;
BBASS190W4;BRASIL ON, R$ 18.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;18.42;100;BOVESPA;2024-06-22T10:18:38.529Z;2024-06-22T10:18:38.529Z;0.0;26.61;BRBBAS3S0Z59;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;18.42;;;
BBASG195W4;BRASIL ON, R$ 18.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;18.92;100;BOVESPA;2024-06-22T10:18:38.517Z;2024-06-22T10:18:38.517Z;0.0;26.61;BRBBAS3G0ZJ9;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;18.92;;;
BBASS195W4;BRASIL ON, R$ 18.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;18.92;100;BOVESPA;2024-06-22T10:18:38.538Z;2024-06-22T10:18:38.538Z;0.0;26.61;BRBBAS3S0Z42;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;18.92;;;
BBASG200W4;BRASIL ON, R$ 19.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;19.42;100;BOVESPA;2024-06-22T10:18:38.580Z;2024-06-22T10:18:38.580Z;0.0;26.61;BRBBAS3G0Z13;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;19.42;;;
BBASS200W4;BRASIL ON, R$ 19.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;19.42;100;BOVESPA;2024-06-22T10:18:38.529Z;2024-06-22T10:18:38.529Z;0.0;26.61;BRBBAS3S0ZD8;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;19.42;;;
BBASG205W4;BRASIL ON, R$ 19.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;19.92;100;BOVESPA;2024-06-22T10:18:38.517Z;2024-06-22T10:18:38.517Z;0.0;26.61;BRBBAS3G0ZT8;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;19.92;;;
BBASS205W4;BRASIL ON, R$ 19.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;19.92;100;BOVESPA;2024-06-22T10:18:38.538Z;2024-06-22T10:18:38.538Z;0.0;26.61;BRBBAS3S0ZV0;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;19.92;;;
BBASG210W4;BRASIL ON, R$ 20.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;20.42;100;BOVESPA;2024-06-22T10:18:38.768Z;2024-06-22T10:18:38.768Z;0.0;26.61;BRBBAS3G0ZC4;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;20.42;;;
BBASS210W4;BRASIL ON, R$ 20.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;20.42;100;BOVESPA;2024-06-22T10:18:38.853Z;2024-06-22T10:18:38.853Z;0.0;26.61;BRBBAS3S0ZQ0;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;20.42;;;
BBASG220W4;BRASIL ON, R$ 21.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;21.42;100;BOVESPA;2024-06-22T10:18:38.923Z;2024-06-22T10:18:38.923Z;0.0;26.61;BRBBAS3G0YU9;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;21.42;;;
BBASS220W4;BRASIL ON, R$ 21.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;21.42;100;BOVESPA;2024-06-22T10:18:38.983Z;2024-06-22T10:18:38.983Z;0.0;26.61;BRBBAS3S0ZL1;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;21.42;;;
BBASG225W4;BRASIL ON, R$ 21.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;21.92;100;BOVESPA;2024-06-22T10:18:38.920Z;2024-06-22T10:18:38.920Z;0.0;26.61;BRBBAS3G0YW5;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;21.92;;;
BBASS225W4;BRASIL ON, R$ 21.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;21.92;100;BOVESPA;2024-06-22T10:18:38.879Z;2024-06-22T10:18:38.879Z;0.0;26.61;BRBBAS3S0ZY4;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;21.92;;;
BBASG230W4;BRASIL ON, R$ 22.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;22.42;100;BOVESPA;2024-06-22T10:18:38.964Z;2024-06-22T10:18:38.964Z;0.0;26.61;BRBBAS3G0YX3;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;22.42;;;
BBASS230W4;BRASIL ON, R$ 22.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;22.42;100;BOVESPA;2024-06-22T10:18:38.478Z;2024-06-22T10:18:38.478Z;0.0;26.61;BRBBAS3S0ZP2;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;22.42;;;
BBASG235W4;BRASIL ON, R$ 22.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;22.92;100;BOVESPA;2024-06-22T10:18:38.401Z;2024-06-22T10:18:38.401Z;0.0;26.61;BRBBAS3G0ZI1;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;22.92;;;
BBASS235W4;BRASIL ON, R$ 22.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;22.92;100;BOVESPA;2024-06-22T10:18:38.506Z;2024-06-22T10:18:38.506Z;0.0;26.61;BRBBAS3S0ZB2;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;22.92;;;
BBASG240W4;BRASIL ON, R$ 23.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;23.42;100;BOVESPA;2024-06-22T10:18:38.418Z;2024-06-22T10:18:38.418Z;0.0;26.61;BRBBAS3G0ZA8;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;23.42;;;
BBASS240W4;BRASIL ON, R$ 23.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;23.42;100;BOVESPA;2024-06-22T10:18:38.656Z;2024-06-22T10:18:38.656Z;0.0;26.61;BRBBAS3S0ZW8;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;23.42;;;
BBASG245W4;BRASIL ON, R$ 23.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;23.92;100;BOVESPA;2024-06-22T10:18:38.597Z;2024-06-22T10:18:38.597Z;0.0;26.61;BRBBAS3G0Z88;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;23.92;;;
BBASS245W4;BRASIL ON, R$ 23.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;23.92;100;BOVESPA;2024-06-22T10:18:38.665Z;2024-06-22T10:18:38.665Z;0.0;26.61;BRBBAS3S0Z18;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;23.92;;;
BBASG250W4;BRASIL ON, R$ 24.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;24.42;100;BOVESPA;2024-06-22T10:18:38.643Z;2024-06-22T10:18:38.643Z;0.0;26.61;BRBBAS3G0ZE0;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;24.42;;;
BBASS250W4;BRASIL ON, R$ 24.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;24.42;100;BOVESPA;2024-06-22T10:18:38.807Z;2024-06-22T10:18:38.807Z;0.0;26.61;BRBBAS3S0ZU2;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;24.42;;;
BBASG255W4;BRASIL ON, R$ 24.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;24.92;100;BOVESPA;2024-06-22T10:18:38.615Z;2024-06-22T10:18:38.615Z;0.0;26.61;BRBBAS3G0YT1;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;24.92;;;
BBASS255W4;BRASIL ON, R$ 24.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;24.92;100;BOVESPA;2024-06-22T10:18:38.822Z;2024-06-22T10:18:38.822Z;0.0;26.61;BRBBAS3S0ZO5;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;24.92;;;
BBASG260W4;BRASIL ON, R$ 25.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;25.42;100;BOVESPA;2024-06-22T10:18:38.850Z;2024-06-22T10:18:38.850Z;0.0;26.61;BRBBAS3G0YV7;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;25.42;;;
BBASS260W4;BRASIL ON, R$ 25.42, 26-07-2024;0.0;0.0;0.0;0.14;0;0;0;0.0;0.52;PUT;2024-07-26;EUROPEAN;25.42;100;BOVESPA;2024-06-22T10:18:38.964Z;2024-06-22T10:18:38.964Z;0.0;26.61;BRBBAS3S0YZ4;7;False;2024-07-25;24;;0;100;1719244080000;PUT;1719216337000;25.42;;;
BBASG265W4;BRASIL ON, R$ 25.92, 26-07-2024;0.0;0.0;0.0;0.87;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;25.92;100;BOVESPA;2024-06-22T10:18:38.830Z;2024-06-22T10:18:38.830Z;0.0;26.61;BRBBAS3G0Z54;7;False;2024-07-25;24;;0;0;1719234000000;CALL;1718804712000;25.92;;;
BBASS265W4;BRASIL ON, R$ 25.92, 26-07-2024;0.0;0.0;0.0;0.41;0;0;0;0.0;0.41;PUT;2024-07-26;EUROPEAN;25.92;100;BOVESPA;2024-06-22T10:18:38.974Z;2024-06-22T10:18:38.974Z;0.0;26.61;BRBBAS3S0ZF3;7;False;2024-07-25;24;;0;500;1719244081000;PUT;1718740322000;25.92;;;
BBASG270W4;BRASIL ON, R$ 26.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;26.42;100;BOVESPA;2024-06-22T10:18:39.004Z;2024-06-22T10:18:39.004Z;0.0;26.61;BRBBAS3G0ZQ4;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;26.42;;;
BBASS270W4;BRASIL ON, R$ 26.42, 26-07-2024;0.0;0.0;0.0;0.56;0;0;0;0.0;0.56;PUT;2024-07-26;EUROPEAN;26.42;100;BOVESPA;2024-06-22T10:18:38.935Z;2024-06-22T10:18:38.935Z;0.0;26.61;BRBBAS3S0ZS6;7;False;2024-07-25;24;;0;2000;1719244081000;PUT;1718386013000;26.42;;;
BBASG275W4;BRASIL ON, R$ 26.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;26.92;100;BOVESPA;2024-06-22T10:18:38.973Z;2024-06-22T10:18:38.973Z;0.0;26.61;BRBBAS3G0ZL5;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;26.92;;;
BBASS275W4;BRASIL ON, R$ 26.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.05;0.0;PUT;2024-07-26;EUROPEAN;26.92;100;BOVESPA;2024-06-22T10:18:38.425Z;2024-06-22T10:18:38.425Z;0.0;26.61;BRBBAS3S1007;7;False;2024-07-25;24;;2000;0;1719244773000;PUT;-62167294412000;26.92;;;
BBASG280W4;BRASIL ON, R$ 27.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.8;CALL;2024-07-26;AMERICAN;27.42;100;BOVESPA;2024-06-22T10:18:38.496Z;2024-06-22T10:18:38.496Z;0.0;26.61;BRBBAS3G0ZU6;7;False;2024-07-25;24;;0;3000;1719244081000;CALL;-62167294412000;27.42;;;
BBASS280W4;BRASIL ON, R$ 27.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;27.42;100;BOVESPA;2024-06-22T10:18:38.370Z;2024-06-22T10:18:38.370Z;0.0;26.61;BRBBAS3S0ZR8;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;27.42;;;
BBASG285W4;BRASIL ON, R$ 27.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;27.92;100;BOVESPA;2024-06-22T10:18:38.470Z;2024-06-22T10:18:38.470Z;0.0;26.61;BRBBAS3G0ZK7;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;27.92;;;
BBASS285W4;BRASIL ON, R$ 27.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;27.92;100;BOVESPA;2024-06-22T10:18:38.398Z;2024-06-22T10:18:38.398Z;0.0;26.61;BRBBAS3S0ZK3;7;False;2024-07-25;24;;0;0;1719238462000;PUT;-62167294412000;27.92;;;
BBASG290W4;BRASIL ON, R$ 28.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.14;CALL;2024-07-26;AMERICAN;28.42;100;BOVESPA;2024-06-22T10:18:38.510Z;2024-06-22T10:18:38.510Z;0.0;26.61;BRBBAS3G0ZV4;7;False;2024-07-25;24;;0;100;1719244081000;CALL;-62167294412000;28.42;;;
BBASS290W4;BRASIL ON, R$ 28.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;28.42;100;BOVESPA;2024-06-22T10:18:38.544Z;2024-06-22T10:18:38.544Z;0.0;26.61;BRBBAS3S0Z75;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;28.42;;;
BBASG295W4;BRASIL ON, R$ 28.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.07;CALL;2024-07-26;AMERICAN;28.92;100;BOVESPA;2024-06-22T10:18:38.708Z;2024-06-22T10:18:38.708Z;0.0;26.61;BRBBAS3G0Z47;7;False;2024-07-25;24;;0;100;1719245227000;CALL;-62167294412000;28.92;;;
BBASS295W4;BRASIL ON, R$ 28.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;28.92;100;BOVESPA;2024-06-22T10:18:38.607Z;2024-06-22T10:18:38.607Z;0.0;26.61;BRBBAS3S0Z00;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;28.92;;;
BBASG300W4;BRASIL ON, R$ 29.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.03;CALL;2024-07-26;AMERICAN;29.42;100;BOVESPA;2024-06-22T10:18:38.509Z;2024-06-22T10:18:38.509Z;0.0;26.61;BRBBAS3G0ZB6;7;False;2024-07-25;24;;0;100;1719244081000;CALL;-62167294412000;29.42;;;
BBASS300W4;BRASIL ON, R$ 29.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;29.42;100;BOVESPA;2024-06-22T10:18:38.544Z;2024-06-22T10:18:38.544Z;0.0;26.61;BRBBAS3S0ZX6;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;29.42;;;
BBASG305W4;BRASIL ON, R$ 29.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;29.92;100;BOVESPA;2024-06-22T10:18:38.708Z;2024-06-22T10:18:38.708Z;0.0;26.61;BRBBAS3G0ZR2;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;29.92;;;
BBASS305W4;BRASIL ON, R$ 29.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;29.92;100;BOVESPA;2024-06-22T10:18:38.607Z;2024-06-22T10:18:38.607Z;0.0;26.61;BRBBAS3S0Z83;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;29.92;;;
BBASG310W4;BRASIL ON, R$ 30.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;30.42;100;BOVESPA;2024-06-22T10:18:38.760Z;2024-06-22T10:18:38.760Z;0.0;26.61;BRBBAS3G0ZM3;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;30.42;;;
BBASS310W4;BRASIL ON, R$ 30.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;30.42;100;BOVESPA;2024-06-22T10:18:38.742Z;2024-06-22T10:18:38.742Z;0.0;26.61;BRBBAS3S0ZM9;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;30.42;;;
BBASG315W4;BRASIL ON, R$ 30.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;30.92;100;BOVESPA;2024-06-22T10:18:38.723Z;2024-06-22T10:18:38.723Z;0.0;26.61;BRBBAS3G0Z05;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;30.92;;;
BBASS315W4;BRASIL ON, R$ 30.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;30.92;100;BOVESPA;2024-06-22T10:18:38.779Z;2024-06-22T10:18:38.779Z;0.0;26.61;BRBBAS3S0ZZ1;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;30.92;;;
BBASG320W4;BRASIL ON, R$ 31.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;31.42;100;BOVESPA;2024-06-22T10:18:38.915Z;2024-06-22T10:18:38.915Z;0.0;26.61;BRBBAS3G0ZW2;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;31.42;;;
BBASS320W4;BRASIL ON, R$ 31.42, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;31.42;100;BOVESPA;2024-06-22T10:18:38.882Z;2024-06-22T10:18:38.882Z;0.0;26.61;BRBBAS3S0ZE6;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;31.42;;;
BBASG325W4;BRASIL ON, R$ 31.92, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;31.92;100;BOVESPA;2024-06-22T10:18:38.874Z;2024-06-22T10:18:38.874Z;0.0;26.61;BRBBAS3G0ZP6;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;31.92;;;
