symbol;block_date;category;contract_size;days_to_maturity;due_date;exchange_id;isin;market_maker;maturity_type;name;strike;updated_at;close;created_at;financial_volume;high;low;open;variation;volume;ask;bid;quotationForm;security_category;spot_price;trades;cnpj;lastUpdatedDividendsAt;bid_volume;ask_volume;time;type;last_trade_at;strike_eod;warning;has_options
CPLEG170;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRCPLE6G0BJ2;False;AMERICAN;COPEL PNB, R$ 16.95, 19-07-2024;16.95;2024-06-22T10:18:38.641Z;0.0;2024-06-22T10:18:38.641Z;0;0.0;0.0;0.0;0.0;0;0.01;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;1200;1719244081000;CALL;1688582413000;16.95;;
CPLES170;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRCPLE6S0B80;False;EUROPEAN;COPEL PNB, R$ 16.95, 19-07-2024;16.95;2024-06-22T10:18:38.460Z;0.0;2024-06-22T10:18:38.460Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;PUT;1688582413000;16.95;;
CPLEG180;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRCPLE6G0B85;False;AMERICAN;COPEL PNB, R$ 17.95, 19-07-2024;17.95;2024-06-22T10:18:38.641Z;0.0;2024-06-22T10:18:38.641Z;0;0.0;0.0;0.0;0.0;0;0.01;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;1200;1719244080000;CALL;1688582413000;17.95;;
CPLES180;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRCPLE6S0BI0;False;EUROPEAN;COPEL PNB, R$ 17.95, 19-07-2024;17.95;2024-06-22T10:18:38.460Z;0.0;2024-06-22T10:18:38.460Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;PUT;1688582413000;17.95;;
CPLEG190;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRCPLE6G0BM6;False;AMERICAN;COPEL PNB, R$ 18.95, 19-07-2024;18.95;2024-06-22T10:18:38.639Z;0.0;2024-06-22T10:18:38.639Z;0;0.0;0.0;0.0;0.0;0;0.01;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;1200;1719244080000;CALL;1688582413000;18.95;;
CPLES190;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRCPLE6S0BL4;False;EUROPEAN;COPEL PNB, R$ 18.95, 19-07-2024;18.95;2024-06-22T10:18:38.460Z;0.0;2024-06-22T10:18:38.460Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;PUT;1688582413000;18.95;;
CPLEG200;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRCPLE6G0BF0;False;AMERICAN;COPEL PNB, R$ 19.95, 19-07-2024;19.95;2024-06-22T10:18:38.642Z;0.0;2024-06-22T10:18:38.642Z;0;0.0;0.0;0.0;0.0;0;0.01;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;1200;1719244081000;CALL;1688582413000;19.95;;
CPLES200;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRCPLE6S0BJ8;False;EUROPEAN;COPEL PNB, R$ 19.95, 19-07-2024;19.95;2024-06-22T10:18:38.444Z;0.0;2024-06-22T10:18:38.444Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;PUT;1688582413000;19.95;;
CPLEH682;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AF1;False;AMERICAN;COPEL PNB, R$ 6.77, 16-08-2024;6.77;2024-06-22T10:18:38.809Z;0.0;2024-06-22T10:18:38.809Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;CALL;1716476930000;6.77;UPGRADE REQUIRED!!!;
CPLET682;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0A89;False;EUROPEAN;COPEL PNB, R$ 6.77, 16-08-2024;6.77;2024-06-22T10:18:38.646Z;0.0;2024-06-22T10:18:38.646Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;PUT;1688582413000;6.77;UPGRADE REQUIRED!!!;
CPLEH702;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AE4;False;AMERICAN;COPEL PNB, R$ 6.97, 16-08-2024;6.97;2024-06-22T10:18:38.812Z;0.0;2024-06-22T10:18:38.812Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;CALL;1688582413000;6.97;UPGRADE REQUIRED!!!;
CPLET702;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0A97;False;EUROPEAN;COPEL PNB, R$ 6.97, 16-08-2024;6.97;2024-06-22T10:18:38.649Z;0.0;2024-06-22T10:18:38.649Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;PUT;1688582413000;6.97;UPGRADE REQUIRED!!!;
CPLEH722;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H09Z0;False;AMERICAN;COPEL PNB, R$ 7.17, 16-08-2024;7.17;2024-06-22T10:18:38.810Z;0.0;2024-06-22T10:18:38.810Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;CALL;1688582413000;7.17;UPGRADE REQUIRED!!!;
CPLET722;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0A30;False;EUROPEAN;COPEL PNB, R$ 7.17, 16-08-2024;7.17;2024-06-22T10:18:38.648Z;0.0;2024-06-22T10:18:38.648Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;PUT;1688582413000;7.17;UPGRADE REQUIRED!!!;
CPLEH737;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AN5;False;AMERICAN;COPEL PNB, R$ 7.37, 16-08-2024;7.37;2024-06-22T10:18:38.810Z;0.0;2024-06-22T10:18:38.810Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;CALL;1718891070000;7.37;UPGRADE REQUIRED!!!;
CPLET737;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AR2;False;EUROPEAN;COPEL PNB, R$ 7.37, 16-08-2024;7.37;2024-06-22T10:18:38.648Z;0.0;2024-06-22T10:18:38.648Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;PUT;-62167294412000;7.37;UPGRADE REQUIRED!!!;
CPLEH762;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H09W7;False;AMERICAN;COPEL PNB, R$ 7.57, 16-08-2024;7.57;2024-06-22T10:18:38.811Z;0.0;2024-06-22T10:18:38.811Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;CALL;1718805907000;7.57;UPGRADE REQUIRED!!!;
CPLET762;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0A55;False;EUROPEAN;COPEL PNB, R$ 7.57, 16-08-2024;7.57;2024-06-22T10:18:38.640Z;0.0;2024-06-22T10:18:38.640Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719244081000;PUT;1718912094000;7.57;UPGRADE REQUIRED!!!;
CPLEH777;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AM7;False;AMERICAN;COPEL PNB, R$ 7.77, 16-08-2024;7.77;2024-06-22T10:18:38.811Z;0.0;2024-06-22T10:18:38.811Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;CALL;1718649271000;7.77;UPGRADE REQUIRED!!!;
CPLET777;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AN1;False;EUROPEAN;COPEL PNB, R$ 7.77, 16-08-2024;7.77;2024-06-22T10:18:38.641Z;0.0;2024-06-22T10:18:38.641Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;PUT;-62167294412000;7.77;UPGRADE REQUIRED!!!;
CPLEH802;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0A43;False;AMERICAN;COPEL PNB, R$ 7.97, 16-08-2024;7.97;2024-06-22T10:18:38.807Z;0.0;2024-06-22T10:18:38.807Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;CALL;1688582413000;7.97;UPGRADE REQUIRED!!!;
CPLET802;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0A06;False;EUROPEAN;COPEL PNB, R$ 7.97, 16-08-2024;7.97;2024-06-22T10:18:38.642Z;0.0;2024-06-22T10:18:38.642Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719245011000;PUT;1688582413000;7.97;UPGRADE REQUIRED!!!;
CPLEH817;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AH7;False;AMERICAN;COPEL PNB, R$ 8.17, 16-08-2024;8.17;2024-06-22T10:18:38.807Z;0.0;2024-06-22T10:18:38.807Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;CALL;1715264764000;8.17;UPGRADE REQUIRED!!!;
CPLET817;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AJ9;False;EUROPEAN;COPEL PNB, R$ 8.17, 16-08-2024;8.17;2024-06-22T10:18:38.642Z;0.0;2024-06-22T10:18:38.642Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719244084000;PUT;1688582413000;8.17;UPGRADE REQUIRED!!!;
CPLEH842;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0A50;False;AMERICAN;COPEL PNB, R$ 8.37, 16-08-2024;8.37;2024-06-22T10:18:38.806Z;0.0;2024-06-22T10:18:38.806Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;CALL;1718649364000;8.37;UPGRADE REQUIRED!!!;
CPLET842;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0A22;False;EUROPEAN;COPEL PNB, R$ 8.37, 16-08-2024;8.37;2024-06-22T10:18:38.641Z;0.0;2024-06-22T10:18:38.641Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719244081000;PUT;1718824128000;8.37;UPGRADE REQUIRED!!!;
CPLEH857;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AP0;False;AMERICAN;COPEL PNB, R$ 8.57, 16-08-2024;8.57;2024-06-22T10:18:38.806Z;0.0;2024-06-22T10:18:38.806Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;CALL;1717003022000;8.57;UPGRADE REQUIRED!!!;
CPLET857;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AK7;False;EUROPEAN;COPEL PNB, R$ 8.57, 16-08-2024;8.57;2024-06-22T10:18:38.641Z;0.0;2024-06-22T10:18:38.641Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719244088000;PUT;1718908369000;8.57;UPGRADE REQUIRED!!!;
CPLEH90;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0921;False;EUROPEAN;COPEL PNB, R$ 8.67, 16-08-2024;8.67;2024-06-22T10:18:38.625Z;0.0;2024-06-22T10:18:38.625Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719244076000;CALL;1719216324000;8.67;UPGRADE REQUIRED!!!;
CPLET90;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0927;False;EUROPEAN;COPEL PNB, R$ 8.67, 16-08-2024;8.67;2024-06-22T10:18:38.583Z;0.0;2024-06-22T10:18:38.583Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719244863000;PUT;1719216324000;8.67;UPGRADE REQUIRED!!!;
CPLEH882;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AC8;False;AMERICAN;COPEL PNB, R$ 8.77, 16-08-2024;8.77;2024-06-22T10:18:38.806Z;0.0;2024-06-22T10:18:38.806Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;CALL;1715003958000;8.77;UPGRADE REQUIRED!!!;
CPLET882;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AB6;True;EUROPEAN;COPEL PNB, R$ 8.77, 16-08-2024;8.77;2024-06-22T10:18:38.635Z;0.0;2024-06-22T10:18:38.635Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719244852000;PUT;1719241329000;8.77;UPGRADE REQUIRED!!!;
CPLEH897;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AJ3;True;AMERICAN;COPEL PNB, R$ 8.97, 16-08-2024;8.97;2024-06-22T10:18:38.806Z;0.0;2024-06-22T10:18:38.806Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;CALL;1719216330000;8.97;UPGRADE REQUIRED!!!;
CPLET897;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AG5;True;EUROPEAN;COPEL PNB, R$ 8.97, 16-08-2024;8.97;2024-06-22T10:18:38.636Z;0.0;2024-06-22T10:18:38.636Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719245296000;PUT;1719236169000;8.97;UPGRADE REQUIRED!!!;
CPLEH922;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0A92;True;AMERICAN;COPEL PNB, R$ 9.17, 16-08-2024;9.17;2024-06-22T10:18:38.804Z;0.0;2024-06-22T10:18:38.804Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719245031000;CALL;1719241329000;9.17;UPGRADE REQUIRED!!!;
CPLET922;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0A71;True;EUROPEAN;COPEL PNB, R$ 9.17, 16-08-2024;9.17;2024-06-22T10:18:38.637Z;0.0;2024-06-22T10:18:38.637Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719245031000;PUT;1719216327000;9.17;UPGRADE REQUIRED!!!;
CPLEH937;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AI5;True;AMERICAN;COPEL PNB, R$ 9.37, 16-08-2024;9.37;2024-06-22T10:18:38.804Z;0.0;2024-06-22T10:18:38.804Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719245184000;CALL;1719241329000;9.37;UPGRADE REQUIRED!!!;
CPLET937;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AI1;True;EUROPEAN;COPEL PNB, R$ 9.37, 16-08-2024;9.37;2024-06-22T10:18:38.637Z;0.0;2024-06-22T10:18:38.637Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719245031000;PUT;1719241329000;9.37;UPGRADE REQUIRED!!!;
CPLEH962;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0A35;True;AMERICAN;COPEL PNB, R$ 9.57, 16-08-2024;9.57;2024-06-22T10:18:38.803Z;0.0;2024-06-22T10:18:38.803Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.27;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719245031000;CALL;1719241417000;9.57;UPGRADE REQUIRED!!!;
CPLET962;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T09X0;False;EUROPEAN;COPEL PNB, R$ 9.57, 16-08-2024;9.57;2024-06-22T10:18:38.636Z;0.0;2024-06-22T10:18:38.636Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719245310000;PUT;1718394142000;9.57;UPGRADE REQUIRED!!!;
CPLEH977;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AG9;True;AMERICAN;COPEL PNB, R$ 9.77, 16-08-2024;9.77;2024-06-22T10:18:38.803Z;0.0;2024-06-22T10:18:38.803Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.29;0;;;0;0;1719245312000;CALL;1719244446000;9.77;UPGRADE REQUIRED!!!;
CPLET977;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AH3;False;EUROPEAN;COPEL PNB, R$ 9.77, 16-08-2024;9.77;2024-06-22T10:18:38.636Z;0.0;2024-06-22T10:18:38.636Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719244084000;PUT;1717010597000;9.77;UPGRADE REQUIRED!!!;
CPLEH100;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0A84;False;AMERICAN;COPEL PNB, R$ 9.97, 16-08-2024;9.97;2024-06-22T10:18:38.830Z;0.0;2024-06-22T10:18:38.830Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.3;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719244681000;CALL;1719244562000;9.97;UPGRADE REQUIRED!!!;
CPLET100;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AF7;False;EUROPEAN;COPEL PNB, R$ 9.97, 16-08-2024;9.97;2024-06-22T10:18:38.675Z;0.0;2024-06-22T10:18:38.675Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;PUT;1717769123000;9.97;UPGRADE REQUIRED!!!;
CPLEH104;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AL9;False;AMERICAN;COPEL PNB, R$ 10.47, 16-08-2024;10.47;2024-06-22T10:18:38.830Z;0.0;2024-06-22T10:18:38.830Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719244089000;CALL;-62167294412000;10.47;UPGRADE REQUIRED!!!;
CPLET104;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AP6;False;EUROPEAN;COPEL PNB, R$ 10.47, 16-08-2024;10.47;2024-06-22T10:18:38.675Z;0.0;2024-06-22T10:18:38.675Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;PUT;-62167294412000;10.47;UPGRADE REQUIRED!!!;
CPLEH110;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AB0;False;AMERICAN;COPEL PNB, R$ 10.97, 16-08-2024;10.97;2024-06-22T10:18:38.830Z;0.0;2024-06-22T10:18:38.830Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719245198000;CALL;1718734452000;10.97;UPGRADE REQUIRED!!!;
CPLET110;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0A48;False;EUROPEAN;COPEL PNB, R$ 10.97, 16-08-2024;10.97;2024-06-22T10:18:38.675Z;0.0;2024-06-22T10:18:38.675Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;PUT;1715869702000;10.97;UPGRADE REQUIRED!!!;
CPLEH114;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AO3;False;AMERICAN;COPEL PNB, R$ 11.47, 16-08-2024;11.47;2024-06-22T10:18:38.830Z;0.0;2024-06-22T10:18:38.830Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719245151000;CALL;-62167294412000;11.47;UPGRADE REQUIRED!!!;
CPLET114;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AT8;False;EUROPEAN;COPEL PNB, R$ 11.47, 16-08-2024;11.47;2024-06-22T10:18:38.675Z;0.0;2024-06-22T10:18:38.675Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;PUT;-62167294412000;11.47;UPGRADE REQUIRED!!!;
CPLEH120;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H09Y3;False;AMERICAN;COPEL PNB, R$ 11.97, 16-08-2024;11.97;2024-06-22T10:18:38.831Z;0.0;2024-06-22T10:18:38.831Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;CALL;1688582413000;11.97;UPGRADE REQUIRED!!!;
CPLET120;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0A63;False;EUROPEAN;COPEL PNB, R$ 11.97, 16-08-2024;11.97;2024-06-22T10:18:38.674Z;0.0;2024-06-22T10:18:38.674Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;PUT;1715364330000;11.97;UPGRADE REQUIRED!!!;
CPLEH124;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AK1;False;AMERICAN;COPEL PNB, R$ 12.47, 16-08-2024;12.47;2024-06-22T10:18:38.831Z;0.0;2024-06-22T10:18:38.831Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;CALL;-62167294412000;12.47;UPGRADE REQUIRED!!!;
CPLET124;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AL5;False;EUROPEAN;COPEL PNB, R$ 12.47, 16-08-2024;12.47;2024-06-22T10:18:38.674Z;0.0;2024-06-22T10:18:38.674Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;PUT;-62167294412000;12.47;UPGRADE REQUIRED!!!;
CPLEH130;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0A01;False;AMERICAN;COPEL PNB, R$ 12.97, 16-08-2024;12.97;2024-06-22T10:18:38.831Z;0.0;2024-06-22T10:18:38.831Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;CALL;1688582413000;12.97;UPGRADE REQUIRED!!!;
CPLET130;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T09W2;False;EUROPEAN;COPEL PNB, R$ 12.97, 16-08-2024;12.97;2024-06-22T10:18:38.674Z;0.0;2024-06-22T10:18:38.674Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719244080000;PUT;1688582413000;12.97;UPGRADE REQUIRED!!!;
CPLEH134;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AQ8;False;AMERICAN;COPEL PNB, R$ 13.47, 16-08-2024;13.47;2024-06-22T10:18:38.831Z;0.0;2024-06-22T10:18:38.831Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;CALL;-62167294412000;13.47;UPGRADE REQUIRED!!!;
CPLET134;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AO9;False;EUROPEAN;COPEL PNB, R$ 13.47, 16-08-2024;13.47;2024-06-22T10:18:38.674Z;0.0;2024-06-22T10:18:38.674Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;PUT;-62167294412000;13.47;UPGRADE REQUIRED!!!;
CPLEH140;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H09X5;False;AMERICAN;COPEL PNB, R$ 13.97, 16-08-2024;13.97;2024-06-22T10:18:38.831Z;0.0;2024-06-22T10:18:38.831Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;CALL;1688582413000;13.97;UPGRADE REQUIRED!!!;
CPLET140;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AA8;False;EUROPEAN;COPEL PNB, R$ 13.97, 16-08-2024;13.97;2024-06-22T10:18:38.674Z;0.0;2024-06-22T10:18:38.674Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;PUT;1688582413000;13.97;UPGRADE REQUIRED!!!;
CPLEH144;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0AR6;False;AMERICAN;COPEL PNB, R$ 14.47, 16-08-2024;14.47;2024-06-22T10:18:38.830Z;0.0;2024-06-22T10:18:38.830Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;CALL;-62167294412000;14.47;UPGRADE REQUIRED!!!;
CPLET144;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AQ4;False;EUROPEAN;COPEL PNB, R$ 14.47, 16-08-2024;14.47;2024-06-22T10:18:38.674Z;0.0;2024-06-22T10:18:38.674Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;;;0;0;1719234000000;PUT;-62167294412000;14.47;UPGRADE REQUIRED!!!;
CPLEH150;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRCPLE6H0A19;False;AMERICAN;COPEL PNB, R$ 14.97, 16-08-2024;14.97;2024-06-22T10:18:38.830Z;0.0;2024-06-22T10:18:38.830Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;CALL;1688582413000;14.97;UPGRADE REQUIRED!!!;
CPLET150;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRCPLE6T0AD2;False;EUROPEAN;COPEL PNB, R$ 14.97, 16-08-2024;14.97;2024-06-22T10:18:38.674Z;0.0;2024-06-22T10:18:38.674Z;0;0.0;0.0;0.0;0.0;0;0.0;0.0;;7;9.21;0;76483817000120;2024-04-24T01:30:42.060Z;0;0;1719234000000;PUT;1688582413000;14.97;UPGRADE REQUIRED!!!;
