symbol;name;open;high;low;close;volume;financial_volume;trades;bid;ask;category;due_date;maturity_type;strike;contract_size;exchange_id;created_at;updated_at;variation;spot_price;isin;security_category;market_maker;block_date;days_to_maturity;quotationForm;bid_volume;ask_volume;time;type;last_trade_at;strike_eod;warning;cnpj
HAPVG400W1;HAPVIDA ON, R$ 4.00, 05-07-2024;0.06;0.07;0.06;0.07;200;13;0;0.04;0.08;CALL;2024-07-05;AMERICAN;4.0;100;BOVESPA;2024-06-22T10:18:38.809Z;2024-06-22T10:18:38.809Z;0.0;3.85;BRHAPV3G05A7;7;True;2024-07-04;9;;124700;100;1719244332000;CALL;1719240920000;4.0;;
HAPVS400W1;HAPVIDA ON, R$ 4.00, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;4.0;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;3.67;BRHAPV3S05D6;7;False;2024-07-04;9;;0;0;1719234000000;PUT;-62167294412000;4.0;;
HAPVG420W1;HAPVIDA ON, R$ 4.20, 05-07-2024;0.0;0.0;0.0;0.04;0;0;0;0.01;0.03;CALL;2024-07-05;AMERICAN;4.2;100;BOVESPA;2024-06-22T10:18:38.432Z;2024-06-22T10:18:38.432Z;0.0;3.67;BRHAPV3G05G4;7;False;2024-07-04;9;;100;100;1719244079000;CALL;1718719457000;4.2;;
HAPVS420W1;HAPVIDA ON, R$ 4.20, 05-07-2024;0.0;0.0;0.0;0.3;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;4.2;100;BOVESPA;2024-06-22T10:18:38.430Z;2024-06-22T10:18:38.430Z;0.0;3.67;BRHAPV3S05T2;7;False;2024-07-04;9;;0;0;1719234000000;PUT;1717690505000;4.2;;
HAPVG440W1;HAPVIDA ON, R$ 4.40, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.04;CALL;2024-07-05;AMERICAN;4.4;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;3.67;BRHAPV3G05N0;7;False;2024-07-04;9;;0;124700;1719244079000;CALL;-62167294412000;4.4;;
HAPVS440W1;HAPVIDA ON, R$ 4.40, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;4.4;100;BOVESPA;2024-06-22T10:18:38.858Z;2024-06-22T10:18:38.858Z;0.0;3.67;BRHAPV3S05H7;7;False;2024-07-04;9;;0;0;1719234000000;PUT;-62167294412000;4.4;;
HAPVG460W1;HAPVIDA ON, R$ 4.60, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.03;CALL;2024-07-05;AMERICAN;4.6;100;BOVESPA;2024-06-22T10:18:38.293Z;2024-06-22T10:18:38.293Z;0.0;3.67;BRHAPV3G05R1;7;False;2024-07-04;9;;0;124700;1719244079000;CALL;-62167294412000;4.6;;
HAPVS460W1;HAPVIDA ON, R$ 4.60, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;4.6;100;BOVESPA;2024-06-22T10:18:38.361Z;2024-06-22T10:18:38.361Z;0.0;3.67;BRHAPV3S05K1;7;False;2024-07-04;9;;0;0;1719234000000;PUT;-62167294412000;4.6;;
HAPVG480W1;HAPVIDA ON, R$ 4.80, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-05;AMERICAN;4.8;100;BOVESPA;2024-06-22T10:18:38.678Z;2024-06-22T10:18:38.678Z;0.0;3.67;BRHAPV3G05C3;7;False;2024-07-04;9;;0;0;1719234000000;CALL;-62167294412000;4.8;;
HAPVS480W1;HAPVIDA ON, R$ 4.80, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;4.8;100;BOVESPA;2024-06-22T10:18:38.715Z;2024-06-22T10:18:38.715Z;0.0;3.67;BRHAPV3S05U0;7;False;2024-07-04;9;;0;0;1719234000000;PUT;-62167294412000;4.8;;
HAPVG500W1;HAPVIDA ON, R$ 5.00, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-05;AMERICAN;5.0;100;BOVESPA;2024-06-22T10:18:38.836Z;2024-06-22T10:18:38.836Z;0.0;3.67;BRHAPV3G05E9;7;False;2024-07-04;9;;0;0;1719234000000;CALL;-62167294412000;5.0;;
HAPVS500W1;HAPVIDA ON, R$ 5.00, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;5.0;100;BOVESPA;2024-06-22T10:18:38.923Z;2024-06-22T10:18:38.923Z;0.0;3.67;BRHAPV3S05Z9;7;False;2024-07-04;9;;0;0;1719234000000;PUT;-62167294412000;5.0;;
HAPVG520W1;HAPVIDA ON, R$ 5.20, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-05;AMERICAN;5.2;100;BOVESPA;2024-06-22T10:18:38.420Z;2024-06-22T10:18:38.420Z;0.0;3.67;BRHAPV3G05W1;7;False;2024-07-04;9;;0;0;1719234000000;CALL;-62167294412000;5.2;;
HAPVS520W1;HAPVIDA ON, R$ 5.20, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;5.2;100;BOVESPA;2024-06-22T10:18:38.575Z;2024-06-22T10:18:38.575Z;0.0;3.67;BRHAPV3S05P0;7;False;2024-07-04;9;;0;0;1719234000000;PUT;-62167294412000;5.2;;
HAPVG540W1;HAPVIDA ON, R$ 5.40, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-05;AMERICAN;5.4;100;BOVESPA;2024-06-22T10:18:38.816Z;2024-06-22T10:18:38.816Z;0.0;3.67;BRHAPV3G05S9;7;False;2024-07-04;9;;0;0;1719234000000;CALL;-62167294412000;5.4;;
HAPVS540W1;HAPVIDA ON, R$ 5.40, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;5.4;100;BOVESPA;2024-06-22T10:18:38.815Z;2024-06-22T10:18:38.815Z;0.0;3.67;BRHAPV3S05J3;7;False;2024-07-04;9;;0;0;1719234000000;PUT;-62167294412000;5.4;;
HAPVG560W1;HAPVIDA ON, R$ 5.60, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-05;AMERICAN;5.6;100;BOVESPA;2024-06-22T10:18:38.404Z;2024-06-22T10:18:38.404Z;0.0;3.67;BRHAPV3G05L4;7;False;2024-07-04;9;;0;0;1719234000000;CALL;-62167294412000;5.6;;
HAPVS560W1;HAPVIDA ON, R$ 5.60, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;5.6;100;BOVESPA;2024-06-22T10:18:38.498Z;2024-06-22T10:18:38.498Z;0.0;3.67;BRHAPV3S05C8;7;False;2024-07-04;9;;0;0;1719234000000;PUT;-62167294412000;5.6;;
HAPVG580W1;HAPVIDA ON, R$ 5.80, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.01;CALL;2024-07-05;AMERICAN;5.8;100;BOVESPA;2024-06-22T10:18:38.713Z;2024-06-22T10:18:38.713Z;0.0;3.67;BRHAPV3G05F6;7;False;2024-07-04;9;;0;100;1719244079000;CALL;-62167294412000;5.8;;
HAPVS580W1;HAPVIDA ON, R$ 5.80, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;5.8;100;BOVESPA;2024-06-22T10:18:38.759Z;2024-06-22T10:18:38.759Z;0.0;3.67;BRHAPV3S05Y2;7;False;2024-07-04;9;;0;0;1719234000000;PUT;-62167294412000;5.8;;
HAPVG600W1;HAPVIDA ON, R$ 6.00, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.01;CALL;2024-07-05;AMERICAN;6.0;100;BOVESPA;2024-06-22T10:18:38.892Z;2024-06-22T10:18:38.892Z;0.0;3.67;BRHAPV3G05J8;7;False;2024-07-04;9;;0;100;1719244079000;CALL;-62167294412000;6.0;;
HAPVS600W1;HAPVIDA ON, R$ 6.00, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;6.0;100;BOVESPA;2024-06-22T10:18:38.877Z;2024-06-22T10:18:38.877Z;0.0;3.67;BRHAPV3S05A2;7;False;2024-07-04;9;;0;0;1719234000000;PUT;-62167294412000;6.0;;
HAPVG620W1;HAPVIDA ON, R$ 6.20, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.01;CALL;2024-07-05;AMERICAN;6.2;100;BOVESPA;2024-06-22T10:18:38.466Z;2024-06-22T10:18:38.466Z;0.0;3.67;BRHAPV3G05V3;7;False;2024-07-04;9;;0;100;1719244079000;CALL;-62167294412000;6.2;;
HAPVS620W1;HAPVIDA ON, R$ 6.20, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;6.2;100;BOVESPA;2024-06-22T10:18:38.593Z;2024-06-22T10:18:38.593Z;0.0;3.67;BRHAPV3S05V8;7;False;2024-07-04;9;;0;0;1719234000000;PUT;-62167294412000;6.2;;
HAPVG640W1;HAPVIDA ON, R$ 6.40, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.01;CALL;2024-07-05;AMERICAN;6.4;100;BOVESPA;2024-06-22T10:18:38.808Z;2024-06-22T10:18:38.808Z;0.0;3.67;BRHAPV3G05U5;7;False;2024-07-04;9;;0;100;1719244079000;CALL;-62167294412000;6.4;;
HAPVS640W1;HAPVIDA ON, R$ 6.40, 05-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-05;EUROPEAN;6.4;100;BOVESPA;2024-06-22T10:18:38.913Z;2024-06-22T10:18:38.913Z;0.0;3.67;BRHAPV3S05X4;7;False;2024-07-04;9;;0;0;1719234000000;PUT;-62167294412000;6.4;;
HAPVG180W2;HAPVIDA ON, R$ 1.80, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;1.8;100;BOVESPA;2024-06-22T10:18:38.574Z;2024-06-22T10:18:38.574Z;0.0;3.67;BRHAPV3G0707;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;1.8;;
HAPVS180W2;HAPVIDA ON, R$ 1.80, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;1.8;100;BOVESPA;2024-06-22T10:18:38.702Z;2024-06-22T10:18:38.702Z;0.0;3.67;BRHAPV3S06Y0;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;1.8;;
HAPVG200W2;HAPVIDA ON, R$ 2.00, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;2.0;100;BOVESPA;2024-06-22T10:18:38.791Z;2024-06-22T10:18:38.791Z;0.0;3.67;BRHAPV3G0749;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;2.0;;
HAPVS200W2;HAPVIDA ON, R$ 2.00, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;2.0;100;BOVESPA;2024-06-22T10:18:38.857Z;2024-06-22T10:18:38.857Z;0.0;3.67;BRHAPV3S06K9;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;2.0;;
HAPVG220W2;HAPVIDA ON, R$ 2.20, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;2.2;100;BOVESPA;2024-06-22T10:18:38.298Z;2024-06-22T10:18:38.298Z;0.0;3.67;BRHAPV3G06P3;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;2.2;;
HAPVS220W2;HAPVIDA ON, R$ 2.20, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;2.2;100;BOVESPA;2024-06-22T10:18:38.367Z;2024-06-22T10:18:38.367Z;0.0;3.67;BRHAPV3S0711;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;2.2;;
HAPVG240W2;HAPVIDA ON, R$ 2.40, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;2.4;100;BOVESPA;2024-06-22T10:18:38.678Z;2024-06-22T10:18:38.678Z;0.0;3.67;BRHAPV3G07E5;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;2.4;;
HAPVS240W2;HAPVIDA ON, R$ 2.40, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.01;PUT;2024-07-12;EUROPEAN;2.4;100;BOVESPA;2024-06-22T10:18:38.715Z;2024-06-22T10:18:38.715Z;0.0;3.67;BRHAPV3S06Q6;7;False;2024-07-11;14;;0;100;1719244080000;PUT;-62167294412000;2.4;;
HAPVG260W2;HAPVIDA ON, R$ 2.60, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;2.6;100;BOVESPA;2024-06-22T10:18:38.996Z;2024-06-22T10:18:38.996Z;0.0;3.67;BRHAPV3G0715;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;2.6;;
HAPVS260W2;HAPVIDA ON, R$ 2.60, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.01;PUT;2024-07-12;EUROPEAN;2.6;100;BOVESPA;2024-06-22T10:18:38.381Z;2024-06-22T10:18:38.381Z;0.0;3.67;BRHAPV3S06R4;7;False;2024-07-11;14;;0;100;1719244080000;PUT;-62167294412000;2.6;;
HAPVG280W2;HAPVIDA ON, R$ 2.80, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;2.8;100;BOVESPA;2024-06-22T10:18:38.659Z;2024-06-22T10:18:38.659Z;0.0;3.67;BRHAPV3G06C1;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;2.8;;
HAPVS280W2;HAPVIDA ON, R$ 2.80, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;2.8;100;BOVESPA;2024-06-22T10:18:38.648Z;2024-06-22T10:18:38.648Z;0.0;3.67;BRHAPV3S06T0;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;2.8;;
HAPVG300W2;HAPVIDA ON, R$ 3.00, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;3.0;100;BOVESPA;2024-06-22T10:18:38.817Z;2024-06-22T10:18:38.817Z;0.0;3.67;BRHAPV3G0731;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;3.0;;
HAPVS300W2;HAPVIDA ON, R$ 3.00, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;3.0;100;BOVESPA;2024-06-22T10:18:38.814Z;2024-06-22T10:18:38.814Z;0.0;3.67;BRHAPV3S06E2;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;3.0;;
HAPVG310W2;HAPVIDA ON, R$ 3.10, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;3.1;100;BOVESPA;2024-06-22T10:18:38.911Z;2024-06-22T10:18:38.911Z;0.0;3.67;BRHAPV3G06B3;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;3.1;;
HAPVS310W2;HAPVIDA ON, R$ 3.10, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.01;PUT;2024-07-12;EUROPEAN;3.1;100;BOVESPA;2024-06-22T10:18:39.003Z;2024-06-22T10:18:39.003Z;0.0;3.67;BRHAPV3S07B6;7;False;2024-07-11;14;;0;100;1719244080000;PUT;-62167294412000;3.1;;
HAPVG320W2;HAPVIDA ON, R$ 3.20, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;3.2;100;BOVESPA;2024-06-22T10:18:38.398Z;2024-06-22T10:18:38.398Z;0.0;3.67;BRHAPV3G0640;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;3.2;;
HAPVS320W2;HAPVIDA ON, R$ 3.20, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;3.2;100;BOVESPA;2024-06-22T10:18:38.497Z;2024-06-22T10:18:38.497Z;0.0;3.67;BRHAPV3S0729;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;3.2;;
HAPVG340W2;HAPVIDA ON, R$ 3.40, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;3.4;100;BOVESPA;2024-06-22T10:18:38.714Z;2024-06-22T10:18:38.714Z;0.0;3.67;BRHAPV3G07B1;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;3.4;;
HAPVS340W2;HAPVIDA ON, R$ 3.40, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;3.4;100;BOVESPA;2024-06-22T10:18:38.763Z;2024-06-22T10:18:38.763Z;0.0;3.67;BRHAPV3S0786;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;3.4;;
HAPVG350W2;HAPVIDA ON, R$ 3.50, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;3.5;100;BOVESPA;2024-06-22T10:18:38.893Z;2024-06-22T10:18:38.893Z;0.0;3.67;BRHAPV3G06I8;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;3.5;;
HAPVS350W2;HAPVIDA ON, R$ 3.50, 12-07-2024;0.02;0.04;0.02;0.04;500;18;0;0.0;0.05;PUT;2024-07-12;EUROPEAN;3.5;100;BOVESPA;2024-06-22T10:18:38.876Z;2024-06-22T10:18:38.876Z;0.0;3.67;BRHAPV3S0679;7;False;2024-07-11;14;;0;100;1719244419000;PUT;1719244419000;3.5;;
HAPVG360W2;HAPVIDA ON, R$ 3.60, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;3.6;100;BOVESPA;2024-06-22T10:18:38.989Z;2024-06-22T10:18:38.989Z;0.0;3.67;BRHAPV3G06M0;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;3.6;;
HAPVS360W2;HAPVIDA ON, R$ 3.60, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;3.6;100;BOVESPA;2024-06-22T10:18:38.303Z;2024-06-22T10:18:38.303Z;0.0;3.67;BRHAPV3S0620;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;3.6;;
HAPVG370W2;HAPVIDA ON, R$ 3.70, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;3.7;100;BOVESPA;2024-06-22T10:18:38.506Z;2024-06-22T10:18:38.506Z;0.0;3.67;BRHAPV3G06Y5;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;3.7;;
HAPVS370W2;HAPVIDA ON, R$ 3.70, 12-07-2024;0.0;0.0;0.0;0.1;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;3.7;100;BOVESPA;2024-06-22T10:18:38.592Z;2024-06-22T10:18:38.592Z;0.0;3.67;BRHAPV3S06O1;7;False;2024-07-11;14;;0;0;1719234000000;PUT;1717782779000;3.7;;
HAPVG380W2;HAPVIDA ON, R$ 3.80, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;3.8;100;BOVESPA;2024-06-22T10:18:38.691Z;2024-06-22T10:18:38.691Z;0.0;3.67;BRHAPV3G06N8;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;3.8;;
HAPVS380W2;HAPVIDA ON, R$ 3.80, 12-07-2024;0.0;0.0;0.0;0.14;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;3.8;100;BOVESPA;2024-06-22T10:18:38.776Z;2024-06-22T10:18:38.776Z;0.0;3.67;BRHAPV3S06H5;7;False;2024-07-11;14;;0;0;1719234000000;PUT;1717782599000;3.8;;
HAPVG390W2;HAPVIDA ON, R$ 3.90, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;3.9;100;BOVESPA;2024-06-22T10:18:38.809Z;2024-06-22T10:18:38.809Z;0.0;3.67;BRHAPV3G06V1;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;3.9;;
HAPVS390W2;HAPVIDA ON, R$ 3.90, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;3.9;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;3.67;BRHAPV3S0778;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;3.9;;
HAPVG400W2;HAPVIDA ON, R$ 4.00, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;4.0;100;BOVESPA;2024-06-22T10:18:38.809Z;2024-06-22T10:18:38.809Z;0.0;3.67;BRHAPV3G06W9;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;4.0;;
HAPVS400W2;HAPVIDA ON, R$ 4.00, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;4.0;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;3.67;BRHAPV3S06L7;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;4.0;;
HAPVG420W2;HAPVIDA ON, R$ 4.20, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;4.2;100;BOVESPA;2024-06-22T10:18:38.432Z;2024-06-22T10:18:38.432Z;0.0;3.67;BRHAPV3G0756;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;4.2;;
HAPVS420W2;HAPVIDA ON, R$ 4.20, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;4.2;100;BOVESPA;2024-06-22T10:18:38.430Z;2024-06-22T10:18:38.430Z;0.0;3.67;BRHAPV3S07E0;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;4.2;;
HAPVG440W2;HAPVIDA ON, R$ 4.40, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;4.4;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;3.67;BRHAPV3G06K4;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;4.4;;
HAPVS440W2;HAPVIDA ON, R$ 4.40, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;4.4;100;BOVESPA;2024-06-22T10:18:38.858Z;2024-06-22T10:18:38.858Z;0.0;3.67;BRHAPV3S06W4;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;4.4;;
HAPVG460W2;HAPVIDA ON, R$ 4.60, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;4.6;100;BOVESPA;2024-06-22T10:18:38.293Z;2024-06-22T10:18:38.293Z;0.0;3.67;BRHAPV3G06E7;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;4.6;;
HAPVS460W2;HAPVIDA ON, R$ 4.60, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;4.6;100;BOVESPA;2024-06-22T10:18:38.361Z;2024-06-22T10:18:38.361Z;0.0;3.67;BRHAPV3S06V6;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;4.6;;
HAPVG480W2;HAPVIDA ON, R$ 4.80, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;4.8;100;BOVESPA;2024-06-22T10:18:38.678Z;2024-06-22T10:18:38.678Z;0.0;3.67;BRHAPV3G0764;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;4.8;;
HAPVS480W2;HAPVIDA ON, R$ 4.80, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;4.8;100;BOVESPA;2024-06-22T10:18:38.715Z;2024-06-22T10:18:38.715Z;0.0;3.67;BRHAPV3S06P8;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;4.8;;
HAPVG500W2;HAPVIDA ON, R$ 5.00, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;5.0;100;BOVESPA;2024-06-22T10:18:38.836Z;2024-06-22T10:18:38.836Z;0.0;3.67;BRHAPV3G06H0;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;5.0;;
HAPVS500W2;HAPVIDA ON, R$ 5.00, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;5.0;100;BOVESPA;2024-06-22T10:18:38.923Z;2024-06-22T10:18:38.923Z;0.0;3.67;BRHAPV3S07D2;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;5.0;;
HAPVG520W2;HAPVIDA ON, R$ 5.20, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;5.2;100;BOVESPA;2024-06-22T10:18:38.420Z;2024-06-22T10:18:38.420Z;0.0;3.67;BRHAPV3G0632;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;5.2;;
HAPVS520W2;HAPVIDA ON, R$ 5.20, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;5.2;100;BOVESPA;2024-06-22T10:18:38.575Z;2024-06-22T10:18:38.575Z;0.0;3.67;BRHAPV3S06N3;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;5.2;;
HAPVG540W2;HAPVIDA ON, R$ 5.40, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-12;AMERICAN;5.4;100;BOVESPA;2024-06-22T10:18:38.816Z;2024-06-22T10:18:38.816Z;0.0;3.67;BRHAPV3G07C9;7;False;2024-07-11;14;;0;0;1719234000000;CALL;-62167294412000;5.4;;
HAPVS540W2;HAPVIDA ON, R$ 5.40, 12-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-12;EUROPEAN;5.4;100;BOVESPA;2024-06-22T10:18:38.815Z;2024-06-22T10:18:38.815Z;0.0;3.67;BRHAPV3S0794;7;False;2024-07-11;14;;0;0;1719234000000;PUT;-62167294412000;5.4;;
