symbol;name;open;high;low;close;volume;financial_volume;trades;bid;ask;category;due_date;maturity_type;strike;contract_size;exchange_id;created_at;updated_at;variation;spot_price;isin;security_category;market_maker;block_date;days_to_maturity;quotationForm;bid_volume;ask_volume;time;type;last_trade_at;strike_eod;cnpj;lastUpdatedDividendsAt;quotation_form;has_options;warning
VALES81;VALE ON, R$ 78.83, 19-07-2024;0.0;0.0;0.0;16.5;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;78.83;100;BOVESPA;2024-06-22T10:18:38.417Z;2024-06-22T10:18:38.417Z;0.0;60.83;BRVALE3S0KQ9;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1718912816000;78.83;33592510000154;2024-03-13T01:30:33.032Z;;;
VALEG793;VALE ON, R$ 79.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;79.33;100;BOVESPA;2024-06-22T10:18:38.718Z;2024-06-22T10:18:38.718Z;0.0;60.83;BRVALE3G0LK4;7;False;2024-07-18;19;;0;300;1719244078000;CALL;1718908664000;79.33;;;;;
VALES793;VALE ON, R$ 79.33, 19-07-2024;0.0;0.0;0.0;17.69;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;79.33;100;BOVESPA;2024-06-22T10:18:38.879Z;2024-06-22T10:18:38.879Z;0.0;60.83;BRVALE3S0LL8;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1719216318000;79.33;;;;;
VALEG825;VALE ON, R$ 79.83, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;EUROPEAN;79.83;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;60.83;BRVALE3G0JM4;7;False;2024-07-18;19;;0;400;1719244074000;CALL;1718908117000;79.83;33592510000154;2024-03-13T01:30:33.032Z;;;
VALES825;VALE ON, R$ 79.83, 19-07-2024;0.0;0.0;0.0;17.9;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;79.83;100;BOVESPA;2024-06-22T10:18:38.884Z;2024-06-22T10:18:38.884Z;0.0;60.83;BRVALE3S0JN8;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1718904635000;79.83;33592510000154;2024-03-13T01:30:33.032Z;;;
VALEG803;VALE ON, R$ 80.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;80.33;100;BOVESPA;2024-06-22T10:18:38.791Z;2024-06-22T10:18:38.791Z;0.0;60.83;BRVALE3G0L92;7;False;2024-07-18;19;;0;1500;1719244078000;CALL;1718908659000;80.33;;;;;
VALES803;VALE ON, R$ 80.33, 19-07-2024;0.0;0.0;0.0;18.67;0;0;0;17.77;0.0;PUT;2024-07-19;EUROPEAN;80.33;100;BOVESPA;2024-06-22T10:18:38.885Z;2024-06-22T10:18:38.885Z;0.0;60.83;BRVALE3S0LA1;7;False;2024-07-18;19;;50000;0;1719244078000;PUT;1719216318000;80.33;;;;;
VALEG813;VALE ON, R$ 81.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;81.33;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;60.83;BRVALE3G0L50;7;False;2024-07-18;19;;0;2700;1719244078000;CALL;1718217922000;81.33;;;;;
VALES813;VALE ON, R$ 81.33, 19-07-2024;0.0;0.0;0.0;19.7;0;0;0;0.0;20.4;PUT;2024-07-19;EUROPEAN;81.33;100;BOVESPA;2024-06-22T10:18:38.884Z;2024-06-22T10:18:38.884Z;0.0;60.83;BRVALE3S0L71;7;False;2024-07-18;19;;0;100;1719244078000;PUT;1719216318000;81.33;;;;;
VALEG823;VALE ON, R$ 82.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;82.33;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;60.83;BRVALE3G0LF4;7;False;2024-07-18;19;;0;5100;1719244690000;CALL;1717769895000;82.33;;;;;
VALES823;VALE ON, R$ 82.33, 19-07-2024;0.0;0.0;0.0;20.67;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;82.33;100;BOVESPA;2024-06-22T10:18:38.884Z;2024-06-22T10:18:38.884Z;0.0;60.83;BRVALE3S0LB9;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1719216318000;82.33;;;;;
VALEG833;VALE ON, R$ 83.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;83.33;100;BOVESPA;2024-06-22T10:18:38.796Z;2024-06-22T10:18:38.796Z;0.0;60.83;BRVALE3G0L43;7;False;2024-07-18;19;;0;30000;1719244078000;CALL;1718890059000;83.33;;;;;
VALES833;VALE ON, R$ 83.33, 19-07-2024;0.0;0.0;0.0;21.7;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;83.33;100;BOVESPA;2024-06-22T10:18:38.885Z;2024-06-22T10:18:38.885Z;0.0;60.83;BRVALE3S0L48;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1719216318000;83.33;;;;;
VALEG843;VALE ON, R$ 84.33, 19-07-2024;0.0;0.0;0.0;0.02;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;84.33;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;60.83;BRVALE3G0KT7;7;False;2024-07-18;19;;0;30000;1719244077000;CALL;1717772418000;84.33;33592510000154;;;;
VALES843;VALE ON, R$ 84.33, 19-07-2024;0.0;0.0;0.0;22.11;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;84.33;100;BOVESPA;2024-06-22T10:18:38.884Z;2024-06-22T10:18:38.884Z;0.0;60.83;BRVALE3S0KU1;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1718910859000;84.33;33592510000154;;;;
VALEG848;VALE ON, R$ 84.83, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;EUROPEAN;84.83;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;60.83;BRVALE3G0KV3;7;False;2024-07-18;19;;0;10000;1719244077000;CALL;1718292308000;84.83;33592510000154;;;;
VALES848;VALE ON, R$ 84.83, 19-07-2024;0.0;0.0;0.0;23.25;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;84.83;100;BOVESPA;2024-06-22T10:18:38.884Z;2024-06-22T10:18:38.884Z;0.0;60.83;BRVALE3S0KW7;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1719216318000;84.83;33592510000154;;;;
VALEG853;VALE ON, R$ 85.33, 19-07-2024;0.0;0.0;0.0;0.04;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;85.33;100;BOVESPA;2024-06-22T10:18:38.794Z;2024-06-22T10:18:38.794Z;0.0;60.83;BRVALE3G0L84;7;False;2024-07-18;19;;0;10000;1719244078000;CALL;1716572715000;85.33;;;;;
VALES853;VALE ON, R$ 85.33, 19-07-2024;0.0;0.0;0.0;23.78;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;85.33;100;BOVESPA;2024-06-22T10:18:38.884Z;2024-06-22T10:18:38.884Z;0.0;60.83;BRVALE3S0L22;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1719216318000;85.33;;;;;
VALEG863;VALE ON, R$ 86.33, 19-07-2024;0.0;0.0;0.0;0.04;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;86.33;100;BOVESPA;2024-06-22T10:18:38.794Z;2024-06-22T10:18:38.794Z;0.0;60.83;BRVALE3G0LE7;7;False;2024-07-18;19;;0;10000;1719244078000;CALL;1716317040000;86.33;;;;;
VALES863;VALE ON, R$ 86.33, 19-07-2024;0.0;0.0;0.0;24.5;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;86.33;100;BOVESPA;2024-06-22T10:18:38.884Z;2024-06-22T10:18:38.884Z;0.0;60.83;BRVALE3S0LJ2;7;False;2024-07-18;19;;0;0;1719243775000;PUT;1719216318000;86.33;;;;;
VALEG873;VALE ON, R$ 87.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;87.33;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;60.83;BRVALE3G0LD9;7;False;2024-07-18;19;;0;5000;1719244078000;CALL;1718127288000;87.33;;;;;
VALES873;VALE ON, R$ 87.33, 19-07-2024;0.0;0.0;0.0;25.61;0;0;0;24.71;0.0;PUT;2024-07-19;EUROPEAN;87.33;100;BOVESPA;2024-06-22T10:18:38.884Z;2024-06-22T10:18:38.884Z;0.0;60.83;BRVALE3S0LG8;7;False;2024-07-18;19;;49800;0;1719244078000;PUT;1718824903000;87.33;;;;;
VALEG883;VALE ON, R$ 88.33, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.02;CALL;2024-07-19;AMERICAN;88.33;100;BOVESPA;2024-06-22T10:18:38.794Z;2024-06-22T10:18:38.794Z;0.0;60.83;BRVALE3G0LJ6;7;False;2024-07-18;19;;0;30000;1719244078000;CALL;-62167294412000;88.33;;;;;
VALES883;VALE ON, R$ 88.33, 19-07-2024;0.0;0.0;0.0;26.2;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;88.33;100;BOVESPA;2024-06-22T10:18:38.884Z;2024-06-22T10:18:38.884Z;0.0;60.83;BRVALE3S0LF0;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1718903513000;88.33;;;;;
VALEG945;VALE ON, R$ 91.83, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;EUROPEAN;91.83;100;BOVESPA;2024-06-22T10:18:38.800Z;2024-06-22T10:18:38.800Z;0.0;60.83;BRVALE3G0JU7;7;False;2024-07-18;19;;0;1000;1719245291000;CALL;1718734579000;91.83;33592510000154;2024-03-13T01:30:33.032Z;;;
VALES945;VALE ON, R$ 91.83, 19-07-2024;0.0;0.0;0.0;29.92;0;0;0;0.0;30.99;PUT;2024-07-19;EUROPEAN;91.83;100;BOVESPA;2024-06-22T10:18:38.870Z;2024-06-22T10:18:38.870Z;0.0;60.83;BRVALE3S0JV1;7;False;2024-07-18;19;;0;48100;1719244075000;PUT;1719216318000;91.83;33592510000154;2024-03-13T01:30:33.032Z;;;
VALEG950;VALE ON, R$ 92.33, 19-07-2024;0.0;0.0;0.0;0.1;0;0;0;0.0;0.02;CALL;2024-07-19;AMERICAN;92.33;100;BOVESPA;2024-06-22T10:18:38.800Z;2024-06-22T10:18:38.800Z;0.0;60.83;BRVALE3G0JV5;7;False;2024-07-18;19;;0;30000;1719244075000;CALL;1710423310000;92.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALES950;VALE ON, R$ 92.33, 19-07-2024;0.0;0.0;0.0;24.8;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;92.33;100;BOVESPA;2024-06-22T10:18:38.871Z;2024-06-22T10:18:38.871Z;0.0;60.83;BRVALE3S0JW9;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1716232542000;92.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALEG933;VALE ON, R$ 93.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;93.33;100;BOVESPA;2024-06-22T10:18:38.800Z;2024-06-22T10:18:38.800Z;0.0;60.83;BRVALE3G0KZ4;7;False;2024-07-18;19;;0;100;1719244078000;CALL;1716298363000;93.33;;;;;
VALES933;VALE ON, R$ 93.33, 19-07-2024;0.0;0.0;0.0;26.8;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;93.33;100;BOVESPA;2024-06-22T10:18:38.871Z;2024-06-22T10:18:38.871Z;0.0;60.83;BRVALE3S0L06;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1715868285000;93.33;;;;;
VALEG943;VALE ON, R$ 94.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.02;CALL;2024-07-19;AMERICAN;94.33;100;BOVESPA;2024-06-22T10:18:38.800Z;2024-06-22T10:18:38.800Z;0.0;60.83;BRVALE3G0L01;7;False;2024-07-18;19;;0;30000;1719244078000;CALL;1716298361000;94.33;;;;;
VALES943;VALE ON, R$ 94.33, 19-07-2024;0.0;0.0;0.0;32.36;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;94.33;100;BOVESPA;2024-06-22T10:18:38.870Z;2024-06-22T10:18:38.870Z;0.0;60.83;BRVALE3S0L14;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1719216318000;94.33;;;;;
VALEG110;VALE ON, R$ 107.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;107.33;100;BOVESPA;2024-06-22T10:18:38.762Z;2024-06-22T10:18:38.762Z;0.0;60.83;BRVALE3G0JW3;7;False;2024-07-18;19;;0;1100;1719244075000;CALL;1716572202000;107.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALES110;VALE ON, R$ 107.33, 19-07-2024;0.0;0.0;0.0;45.55;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;107.33;100;BOVESPA;2024-06-22T10:18:38.984Z;2024-06-22T10:18:38.984Z;0.0;60.83;BRVALE3S0JX7;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1719216318000;107.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALEG118;VALE ON, R$ 109.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;109.33;100;BOVESPA;2024-06-22T10:18:38.761Z;2024-06-22T10:18:38.761Z;0.0;60.83;BRVALE3G0G40;7;False;2024-07-18;19;;0;1200;1719244072000;CALL;1715611826000;109.33;33592510000154;2024-03-13T01:30:33.032Z;100.0;;
VALES118;VALE ON, R$ 109.33, 19-07-2024;0.0;0.0;0.0;47.4;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;109.33;100;BOVESPA;2024-06-22T10:18:38.984Z;2024-06-22T10:18:38.984Z;0.0;60.83;BRVALE3S0G45;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1719216318000;109.33;33592510000154;2024-03-13T01:30:33.032Z;100.0;;
VALEG114;VALE ON, R$ 114.33, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.02;CALL;2024-07-19;EUROPEAN;114.33;100;BOVESPA;2024-06-22T10:18:38.761Z;2024-06-22T10:18:38.761Z;0.0;60.83;BRVALE3G0NY1;7;False;2024-07-18;19;;0;30000;1719244082000;CALL;1683050534000;114.33;;;;;
VALES114;VALE ON, R$ 114.33, 19-07-2024;0.0;0.0;0.0;51.95;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;114.33;100;BOVESPA;2024-06-22T10:18:38.984Z;2024-06-22T10:18:38.984Z;0.0;60.83;BRVALE3S0NZ4;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1718903575000;114.33;;;;;
VALEG128;VALE ON, R$ 119.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.02;CALL;2024-07-19;AMERICAN;119.33;100;BOVESPA;2024-06-22T10:18:38.761Z;2024-06-22T10:18:38.761Z;0.0;60.83;BRVALE3G0G73;7;False;2024-07-18;19;;0;30000;1719244072000;CALL;1714671977000;119.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALES128;VALE ON, R$ 119.33, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;119.33;100;BOVESPA;2024-06-22T10:18:38.984Z;2024-06-22T10:18:38.984Z;0.0;60.83;BRVALE3S0G86;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1686684137000;119.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALEG120;VALE ON, R$ 120.33, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.02;CALL;2024-07-19;EUROPEAN;120.33;100;BOVESPA;2024-06-22T10:18:38.761Z;2024-06-22T10:18:38.761Z;0.0;60.83;BRVALE3G0NX3;7;False;2024-07-18;19;;0;30000;1719244082000;CALL;-62167294412000;120.33;;;;;
VALES120;VALE ON, R$ 120.33, 19-07-2024;0.0;0.0;0.0;58.5;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;120.33;100;BOVESPA;2024-06-22T10:18:38.984Z;2024-06-22T10:18:38.984Z;0.0;60.83;BRVALE3S0NY7;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1719216319000;120.33;;;;;
VALEG133;VALE ON, R$ 124.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;EUROPEAN;124.33;100;BOVESPA;2024-06-22T10:18:38.731Z;2024-06-22T10:18:38.731Z;0.0;60.83;BRVALE3G0FZ4;7;False;2024-07-18;19;;0;1000;1719244072000;CALL;1714663485000;124.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALES133;VALE ON, R$ 124.33, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;124.33;100;BOVESPA;2024-06-22T10:18:38.983Z;2024-06-22T10:18:38.983Z;0.0;60.83;BRVALE3S0G52;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1686684137000;124.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALEG140;VALE ON, R$ 131.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.02;CALL;2024-07-19;AMERICAN;131.33;100;BOVESPA;2024-06-22T10:18:38.731Z;2024-06-22T10:18:38.731Z;0.0;60.83;BRVALE3G0G16;7;False;2024-07-18;19;;0;100;1719244072000;CALL;1714663530000;131.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALES140;VALE ON, R$ 131.33, 19-07-2024;69.7;69.7;69.7;69.7;100;6970;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;131.33;100;BOVESPA;2024-06-22T10:18:38.983Z;2024-06-22T10:18:38.983Z;0.288;60.83;BRVALE3S0G11;7;False;2024-07-18;19;;0;0;1719236492000;PUT;1719236411000;131.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALEG162;VALE ON, R$ 153.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.02;CALL;2024-07-19;AMERICAN;153.33;100;BOVESPA;2024-06-22T10:18:38.731Z;2024-06-22T10:18:38.731Z;0.0;60.83;BRVALE3G0G08;7;False;2024-07-18;19;;0;30000;1719244072000;CALL;1716923404000;153.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALES162;VALE ON, R$ 153.33, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;153.33;100;BOVESPA;2024-06-22T10:18:38.983Z;2024-06-22T10:18:38.983Z;0.0;60.83;BRVALE3S0G03;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1669321843000;153.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALEG166;VALE ON, R$ 157.33, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;157.33;100;BOVESPA;2024-06-22T10:18:38.731Z;2024-06-22T10:18:38.731Z;0.0;60.83;BRVALE3G0G81;7;False;2024-07-18;19;;0;10700;1719244072000;CALL;1714414005000;157.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALES166;VALE ON, R$ 157.33, 19-07-2024;0.0;0.0;0.0;89.84;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;157.33;100;BOVESPA;2024-06-22T10:18:38.983Z;2024-06-22T10:18:38.983Z;0.0;60.83;BRVALE3S0G94;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1715869396000;157.33;33592510000154;2024-03-13T01:30:33.032Z;;;
VALEG290;VALE ON, R$ 290.07, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;290.07;100;BOVESPA;2024-06-22T10:18:38.735Z;2024-06-22T10:18:38.735Z;0.0;60.83;BRVALE3G0KX9;7;False;2024-07-18;19;;0;30000;1719244077000;CALL;1686684137000;290.07;33592510000154;;;;
VALES290;VALE ON, R$ 290.07, 19-07-2024;0.0;0.0;0.0;226.82;0;0;0;211.1;0.0;PUT;2024-07-19;EUROPEAN;290.07;100;BOVESPA;2024-06-22T10:18:38.895Z;2024-06-22T10:18:38.895Z;0.0;60.83;BRVALE3S0KX5;7;False;2024-07-18;19;;100;0;1719244077000;PUT;1718807308000;290.07;33592510000154;;;;
VALEG295;VALE ON, R$ 295.07, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.01;CALL;2024-07-19;EUROPEAN;295.07;100;BOVESPA;2024-06-22T10:18:38.735Z;2024-06-22T10:18:38.735Z;0.0;60.83;BRVALE3G0KY7;7;False;2024-07-18;19;;0;30000;1719244077000;CALL;1686684137000;295.07;33592510000154;;;;
VALES295;VALE ON, R$ 295.07, 19-07-2024;0.0;0.0;0.0;226.0;0;0;0;216.01;0.0;PUT;2024-07-19;EUROPEAN;295.07;100;BOVESPA;2024-06-22T10:18:38.895Z;2024-06-22T10:18:38.895Z;0.0;60.83;BRVALE3S0KY3;7;False;2024-07-18;19;;100;0;1719244077000;PUT;1711469819000;295.07;33592510000154;;;;
VALEG300;VALE ON, R$ 300.07, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;300.07;100;BOVESPA;2024-06-22T10:18:38.737Z;2024-06-22T10:18:38.737Z;0.0;60.83;BRVALE3G0KW1;7;False;2024-07-18;19;;0;20000;1719244077000;CALL;1686684137000;300.07;33592510000154;;;;
VALES300;VALE ON, R$ 300.07, 19-07-2024;0.0;0.0;0.0;235.91;0;0;0;220.74;0.0;PUT;2024-07-19;EUROPEAN;300.07;100;BOVESPA;2024-06-22T10:18:38.896Z;2024-06-22T10:18:38.896Z;0.0;60.83;BRVALE3S0KZ0;7;False;2024-07-18;19;;100;0;1719244077000;PUT;1718912621000;300.07;33592510000154;;;;
VALEG485W4;VALE ON, R$ 48.50, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;48.5;100;BOVESPA;2024-06-22T10:18:38.639Z;2024-06-22T10:18:38.639Z;0.0;60.83;BRVALE3G0NV7;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;48.5;;;;;
VALES485W4;VALE ON, R$ 48.50, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;48.5;100;BOVESPA;2024-06-22T10:18:38.556Z;2024-06-22T10:18:38.556Z;0.0;60.83;BRVALE3S0NH2;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;48.5;;;;;
VALEG490W4;VALE ON, R$ 49.00, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;49.0;100;BOVESPA;2024-06-22T10:18:38.603Z;2024-06-22T10:18:38.603Z;0.0;60.83;BRVALE3G0NG8;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;49.0;;;;;
VALES490W4;VALE ON, R$ 49.00, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;49.0;100;BOVESPA;2024-06-22T10:18:38.863Z;2024-06-22T10:18:38.863Z;0.0;60.83;BRVALE3S0NF6;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;49.0;;;;;
VALEG500W4;VALE ON, R$ 50.00, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;50.0;100;BOVESPA;2024-06-22T10:18:38.603Z;2024-06-22T10:18:38.603Z;0.0;60.83;BRVALE3G0NQ7;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;50.0;;;;;
VALES500W4;VALE ON, R$ 50.00, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.9;PUT;2024-07-26;EUROPEAN;50.0;100;BOVESPA;2024-06-22T10:18:38.863Z;2024-06-22T10:18:38.863Z;0.0;60.83;BRVALE3S0ND1;7;False;2024-07-25;24;;0;100;1719244082000;PUT;-62167294412000;50.0;;;;;
VALEG510W4;VALE ON, R$ 51.00, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;51.0;100;BOVESPA;2024-06-22T10:18:38.793Z;2024-06-22T10:18:38.793Z;0.0;60.83;BRVALE3G0ND5;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;51.0;;;;;
VALES510W4;VALE ON, R$ 51.00, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;51.0;100;BOVESPA;2024-06-22T10:18:38.961Z;2024-06-22T10:18:38.961Z;0.0;60.83;BRVALE3S0NC3;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;51.0;;;;;
VALEG520W4;VALE ON, R$ 52.00, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;52.0;100;BOVESPA;2024-06-22T10:18:38.921Z;2024-06-22T10:18:38.921Z;0.0;60.83;BRVALE3G0NP9;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;52.0;;;;;
VALES520W4;VALE ON, R$ 52.00, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;52.0;100;BOVESPA;2024-06-22T10:18:38.435Z;2024-06-22T10:18:38.435Z;0.0;60.83;BRVALE3S0NB5;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;52.0;;;;;
VALEG530W4;VALE ON, R$ 53.00, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;53.0;100;BOVESPA;2024-06-22T10:18:38.338Z;2024-06-22T10:18:38.338Z;0.0;60.83;BRVALE3G0NA1;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;53.0;;;;;
VALES530W4;VALE ON, R$ 53.00, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;53.0;100;BOVESPA;2024-06-22T10:18:38.660Z;2024-06-22T10:18:38.660Z;0.0;60.83;BRVALE3S0NV3;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;53.0;;;;;
VALEG540W4;VALE ON, R$ 54.00, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-26;AMERICAN;54.0;100;BOVESPA;2024-06-22T10:18:38.515Z;2024-06-22T10:18:38.515Z;0.0;60.83;BRVALE3G0NJ2;7;False;2024-07-25;24;;0;0;1719234000000;CALL;-62167294412000;54.0;;;;;
VALES540W4;VALE ON, R$ 54.00, 26-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-26;EUROPEAN;54.0;100;BOVESPA;2024-06-22T10:18:38.581Z;2024-06-22T10:18:38.581Z;0.0;60.83;BRVALE3S0NJ8;7;False;2024-07-25;24;;0;0;1719234000000;PUT;-62167294412000;54.0;;;;;
