symbol;name;open;high;low;close;volume;financial_volume;trades;bid;ask;category;due_date;maturity_type;strike;contract_size;exchange_id;created_at;updated_at;variation;spot_price;isin;security_category;market_maker;block_date;days_to_maturity;quotationForm;bid_volume;ask_volume;time;type;last_trade_at;strike_eod;cnpj;lastUpdatedDividendsAt;warning;quotation_form
RENTS690;LOCALIZA ON, R$ 68.67, 19-07-2024;0.0;0.0;0.0;26.89;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;68.67;100;BOVESPA;2024-06-22T10:18:38.521Z;2024-06-22T10:18:38.521Z;0.0;41.7;BRRENT3S0FU5;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1718221314000;68.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG695;LOCALIZA ON, R$ 69.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;EUROPEAN;69.17;100;BOVESPA;2024-06-22T10:18:38.786Z;2024-06-22T10:18:38.786Z;0.0;41.7;BRRENT3G0FB9;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;69.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS695;LOCALIZA ON, R$ 69.17, 19-07-2024;0.0;0.0;0.0;27.38;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;69.17;100;BOVESPA;2024-06-22T10:18:38.521Z;2024-06-22T10:18:38.521Z;0.0;41.7;BRRENT3S0FI0;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1718221698000;69.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG700;LOCALIZA ON, R$ 69.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;AMERICAN;69.67;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;41.7;BRRENT3G0DU4;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;69.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS700;LOCALIZA ON, R$ 69.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;69.67;100;BOVESPA;2024-06-22T10:18:38.533Z;2024-06-22T10:18:38.533Z;0.0;41.7;BRRENT3S0DP0;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1688582413000;69.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG705;LOCALIZA ON, R$ 70.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;EUROPEAN;70.17;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;41.7;BRRENT3G0FL8;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;70.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS705;LOCALIZA ON, R$ 70.17, 19-07-2024;0.0;0.0;0.0;30.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;70.17;100;BOVESPA;2024-06-22T10:18:38.526Z;2024-06-22T10:18:38.526Z;0.0;41.7;BRRENT3S0FS9;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1718896994000;70.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG710;LOCALIZA ON, R$ 70.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;AMERICAN;70.67;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;41.7;BRRENT3G0FG8;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;70.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS710;LOCALIZA ON, R$ 70.67, 19-07-2024;0.0;0.0;0.0;26.1;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;70.67;100;BOVESPA;2024-06-22T10:18:38.526Z;2024-06-22T10:18:38.526Z;0.0;41.7;BRRENT3S0FC3;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1717601491000;70.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG715;LOCALIZA ON, R$ 71.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;EUROPEAN;71.17;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;41.7;BRRENT3G0FT1;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;71.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS715;LOCALIZA ON, R$ 71.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;71.17;100;BOVESPA;2024-06-22T10:18:38.526Z;2024-06-22T10:18:38.526Z;0.0;41.7;BRRENT3S0FX9;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1688582413000;71.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG720;LOCALIZA ON, R$ 71.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;AMERICAN;71.67;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;41.7;BRRENT3G0FV7;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;71.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS720;LOCALIZA ON, R$ 71.67, 19-07-2024;0.0;0.0;0.0;31.9;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;71.67;100;BOVESPA;2024-06-22T10:18:38.527Z;2024-06-22T10:18:38.527Z;0.0;41.7;BRRENT3S0FJ8;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1718653202000;71.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG725;LOCALIZA ON, R$ 72.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;EUROPEAN;72.17;100;BOVESPA;2024-06-22T10:18:38.795Z;2024-06-22T10:18:38.795Z;0.0;41.7;BRRENT3G0FR5;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;72.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS725;LOCALIZA ON, R$ 72.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;72.17;100;BOVESPA;2024-06-22T10:18:38.527Z;2024-06-22T10:18:38.527Z;0.0;41.7;BRRENT3S0FP5;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1709043039000;72.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG730;LOCALIZA ON, R$ 72.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;AMERICAN;72.67;100;BOVESPA;2024-06-22T10:18:38.796Z;2024-06-22T10:18:38.796Z;0.0;41.7;BRRENT3G0FH6;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;72.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS730;LOCALIZA ON, R$ 72.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;72.67;100;BOVESPA;2024-06-22T10:18:38.527Z;2024-06-22T10:18:38.527Z;0.0;41.7;BRRENT3S0FE9;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1709043039000;72.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG735;LOCALIZA ON, R$ 73.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;EUROPEAN;73.17;100;BOVESPA;2024-06-22T10:18:38.796Z;2024-06-22T10:18:38.796Z;0.0;41.7;BRRENT3G0FD5;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;73.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS735;LOCALIZA ON, R$ 73.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;73.17;100;BOVESPA;2024-06-22T10:18:38.527Z;2024-06-22T10:18:38.527Z;0.0;41.7;BRRENT3S0FH2;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1709043039000;73.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG740;LOCALIZA ON, R$ 73.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;AMERICAN;73.67;100;BOVESPA;2024-06-22T10:18:38.790Z;2024-06-22T10:18:38.790Z;0.0;41.7;BRRENT3G0FM6;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;73.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS740;LOCALIZA ON, R$ 73.67, 19-07-2024;0.0;0.0;0.0;16.75;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;73.67;100;BOVESPA;2024-06-22T10:18:38.527Z;2024-06-22T10:18:38.527Z;0.0;41.7;BRRENT3S0FQ3;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1709214096000;73.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG745;LOCALIZA ON, R$ 74.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;EUROPEAN;74.17;100;BOVESPA;2024-06-22T10:18:38.790Z;2024-06-22T10:18:38.790Z;0.0;41.7;BRRENT3G0FK0;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;74.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS745;LOCALIZA ON, R$ 74.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;74.17;100;BOVESPA;2024-06-22T10:18:38.527Z;2024-06-22T10:18:38.527Z;0.0;41.7;BRRENT3S0FR1;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1709043039000;74.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG750;LOCALIZA ON, R$ 74.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;AMERICAN;74.67;100;BOVESPA;2024-06-22T10:18:38.791Z;2024-06-22T10:18:38.791Z;0.0;41.7;BRRENT3G0FA1;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;74.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS750;LOCALIZA ON, R$ 74.67, 19-07-2024;0.0;0.0;0.0;21.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;74.67;100;BOVESPA;2024-06-22T10:18:38.527Z;2024-06-22T10:18:38.527Z;0.0;41.7;BRRENT3S0FA7;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1708964367000;74.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG755;LOCALIZA ON, R$ 75.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;EUROPEAN;75.17;100;BOVESPA;2024-06-22T10:18:38.790Z;2024-06-22T10:18:38.790Z;0.0;41.7;BRRENT3G0FN4;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;75.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS755;LOCALIZA ON, R$ 75.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;75.17;100;BOVESPA;2024-06-22T10:18:38.527Z;2024-06-22T10:18:38.527Z;0.0;41.7;BRRENT3S0FG4;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1708964367000;75.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG760;LOCALIZA ON, R$ 75.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;AMERICAN;75.67;100;BOVESPA;2024-06-22T10:18:38.791Z;2024-06-22T10:18:38.791Z;0.0;41.7;BRRENT3G0FC7;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;75.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS760;LOCALIZA ON, R$ 75.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;75.67;100;BOVESPA;2024-06-22T10:18:38.528Z;2024-06-22T10:18:38.528Z;0.0;41.7;BRRENT3S0FD1;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1708964367000;75.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG765;LOCALIZA ON, R$ 76.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-07-19;EUROPEAN;76.17;100;BOVESPA;2024-06-22T10:18:38.791Z;2024-06-22T10:18:38.791Z;0.0;41.7;BRRENT3G0FI4;7;False;2024-07-18;19;;0;0;1719234000000;CALL;1688582413000;76.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS765;LOCALIZA ON, R$ 76.17, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;76.17;100;BOVESPA;2024-06-22T10:18:38.528Z;2024-06-22T10:18:38.528Z;0.0;41.7;BRRENT3S0FO8;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1708964367000;76.17;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG770;LOCALIZA ON, R$ 76.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;76.67;100;BOVESPA;2024-06-22T10:18:38.791Z;2024-06-22T10:18:38.791Z;0.0;41.7;BRRENT3G0FJ2;7;False;2024-07-18;19;;0;4300;1719234000000;CALL;1688582413000;76.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTS770;LOCALIZA ON, R$ 76.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;76.67;100;BOVESPA;2024-06-22T10:18:38.528Z;2024-06-22T10:18:38.528Z;0.0;41.7;BRRENT3S0FW1;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1708964367000;76.67;16670085000155;2024-04-03T01:30:34.768Z;;
RENTG966;LOCALIZA ON, R$ 96.67, 19-07-2024;0.0;0.0;0.0;0.01;0;0;0;0.0;0.01;CALL;2024-07-19;AMERICAN;96.67;100;BOVESPA;2024-06-22T10:18:38.767Z;2024-06-22T10:18:38.767Z;0.0;41.7;BRRENT3G0FY1;7;False;2024-07-18;19;;0;400;1719234000000;CALL;1714755888000;96.67;;;;
RENTS966;LOCALIZA ON, R$ 96.67, 19-07-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-07-19;EUROPEAN;96.67;100;BOVESPA;2024-06-22T10:18:38.597Z;2024-06-22T10:18:38.597Z;0.0;41.7;BRRENT3S0FY7;7;False;2024-07-18;19;;0;0;1719234000000;PUT;1708964367000;96.67;;;;
RENTH361;LOCALIZA ON, R$ 36.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;36.17;100;BOVESPA;2024-06-22T10:18:38.903Z;2024-06-22T10:18:38.903Z;0.0;41.7;BRRENT3H0FH5;7;False;2024-08-15;39;;0;0;1719234000000;CALL;-62167294412000;36.17;;;UPGRADE REQUIRED!!!;
RENTT361;LOCALIZA ON, R$ 36.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;36.17;100;BOVESPA;2024-06-22T10:18:38.737Z;2024-06-22T10:18:38.737Z;0.0;41.7;BRRENT3T0FH1;7;False;2024-08-15;39;;0;0;1719245304000;PUT;1719216335000;36.17;;;UPGRADE REQUIRED!!!;
RENTH376;LOCALIZA ON, R$ 37.67, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;37.67;100;BOVESPA;2024-06-22T10:18:38.903Z;2024-06-22T10:18:38.903Z;0.0;41.7;BRRENT3H0FC6;7;False;2024-08-15;39;;0;0;1719234000000;CALL;-62167294412000;37.67;;;UPGRADE REQUIRED!!!;
RENTT376;LOCALIZA ON, R$ 37.67, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;37.67;100;BOVESPA;2024-06-22T10:18:38.737Z;2024-06-22T10:18:38.737Z;0.0;41.7;BRRENT3T0FB4;7;False;2024-08-15;39;;0;0;1719244038000;PUT;1719243576000;37.67;;;UPGRADE REQUIRED!!!;
RENTH381;LOCALIZA ON, R$ 38.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;38.17;100;BOVESPA;2024-06-22T10:18:38.903Z;2024-06-22T10:18:38.903Z;0.0;41.7;BRRENT3H0FB8;7;False;2024-08-15;39;;0;0;1719234000000;CALL;1717516125000;38.17;;;UPGRADE REQUIRED!!!;
RENTT381;LOCALIZA ON, R$ 38.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;38.17;100;BOVESPA;2024-06-22T10:18:38.737Z;2024-06-22T10:18:38.737Z;0.0;41.7;BRRENT3T0FE8;7;False;2024-08-15;39;;0;0;1719244805000;PUT;1719242074000;38.17;;;UPGRADE REQUIRED!!!;
RENTH386;LOCALIZA ON, R$ 38.67, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;38.67;100;BOVESPA;2024-06-22T10:18:38.903Z;2024-06-22T10:18:38.903Z;0.0;41.7;BRRENT3H0F67;7;False;2024-08-15;39;;0;0;1719234000000;CALL;1718819621000;38.67;;;UPGRADE REQUIRED!!!;
RENTT386;LOCALIZA ON, R$ 38.67, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;38.67;100;BOVESPA;2024-06-22T10:18:38.737Z;2024-06-22T10:18:38.737Z;0.0;41.7;BRRENT3T0F96;7;True;2024-08-15;39;;0;0;1719244893000;PUT;1719216334000;38.67;;;UPGRADE REQUIRED!!!;
RENTH389;LOCALIZA ON, R$ 38.92, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;EUROPEAN;38.92;100;BOVESPA;2024-06-22T10:18:38.903Z;2024-06-22T10:18:38.903Z;0.0;41.7;BRRENT3H0FF9;7;False;2024-08-15;39;;0;0;1719234000000;CALL;-62167294412000;38.92;;;UPGRADE REQUIRED!!!;
RENTT389;LOCALIZA ON, R$ 38.92, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;38.92;100;BOVESPA;2024-06-22T10:18:38.737Z;2024-06-22T10:18:38.737Z;0.0;41.7;BRRENT3T0FF5;7;True;2024-08-15;39;;0;0;1719244947000;PUT;1719216334000;38.92;;;UPGRADE REQUIRED!!!;
RENTH391;LOCALIZA ON, R$ 39.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;39.17;100;BOVESPA;2024-06-22T10:18:38.903Z;2024-06-22T10:18:38.903Z;0.0;41.7;BRRENT3H0F91;7;True;2024-08-15;39;;0;0;1719234000000;CALL;1719216334000;39.17;;;UPGRADE REQUIRED!!!;
RENTT391;LOCALIZA ON, R$ 39.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;39.17;100;BOVESPA;2024-06-22T10:18:38.737Z;2024-06-22T10:18:38.737Z;0.0;41.7;BRRENT3T0F62;7;False;2024-08-15;39;;0;0;1719244915000;PUT;1719216334000;39.17;;;UPGRADE REQUIRED!!!;
RENTH396;LOCALIZA ON, R$ 39.67, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;39.67;100;BOVESPA;2024-06-22T10:18:38.870Z;2024-06-22T10:18:38.870Z;0.0;41.7;BRRENT3H0FE2;7;True;2024-08-15;39;;0;0;1719234000000;CALL;1719216334000;39.67;;;UPGRADE REQUIRED!!!;
RENTT396;LOCALIZA ON, R$ 39.67, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;39.67;100;BOVESPA;2024-06-22T10:18:38.737Z;2024-06-22T10:18:38.737Z;0.0;41.7;BRRENT3T0FA6;7;True;2024-08-15;39;;0;0;1719244915000;PUT;1719216334000;39.67;;;UPGRADE REQUIRED!!!;
RENTH401;LOCALIZA ON, R$ 40.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;40.17;100;BOVESPA;2024-06-22T10:18:38.868Z;2024-06-22T10:18:38.868Z;0.0;41.7;BRRENT3H0FD4;7;True;2024-08-15;39;;0;0;1719238085000;CALL;1719216334000;40.17;;;UPGRADE REQUIRED!!!;
RENTT401;LOCALIZA ON, R$ 40.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;40.17;100;BOVESPA;2024-06-22T10:18:38.735Z;2024-06-22T10:18:38.735Z;0.0;41.7;BRRENT3T0FD0;7;True;2024-08-15;39;;0;0;1719245291000;PUT;1719235535000;40.17;;;UPGRADE REQUIRED!!!;
RENTH406;LOCALIZA ON, R$ 40.67, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;40.67;100;BOVESPA;2024-06-22T10:18:38.868Z;2024-06-22T10:18:38.868Z;0.0;42.21;BRRENT3H0FA0;7;True;2024-08-15;39;;0;0;1719245287000;CALL;1719238172000;40.67;;;UPGRADE REQUIRED!!!;
RENTT406;LOCALIZA ON, R$ 40.67, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;40.67;100;BOVESPA;2024-06-22T10:18:38.735Z;2024-06-22T10:18:38.735Z;0.0;42.21;BRRENT3T0F70;7;False;2024-08-15;39;;0;0;1719245291000;PUT;1719238206000;40.67;;;UPGRADE REQUIRED!!!;
RENTH411;LOCALIZA ON, R$ 41.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;41.17;100;BOVESPA;2024-06-22T10:18:38.868Z;2024-06-22T10:18:38.868Z;0.0;41.7;BRRENT3H0F75;7;False;2024-08-15;39;;0;0;1719238322000;CALL;1719216334000;41.17;;;UPGRADE REQUIRED!!!;
RENTT411;LOCALIZA ON, R$ 41.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;41.17;100;BOVESPA;2024-06-22T10:18:38.735Z;2024-06-22T10:18:38.735Z;0.0;41.7;BRRENT3T0FC2;7;False;2024-08-15;39;;0;0;1719245287000;PUT;1718638270000;41.17;;;UPGRADE REQUIRED!!!;
RENTH416;LOCALIZA ON, R$ 41.67, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;41.67;100;BOVESPA;2024-06-22T10:18:38.868Z;2024-06-22T10:18:38.868Z;0.0;41.7;BRRENT3H0F83;7;False;2024-08-15;39;;0;0;1719245287000;CALL;1718826886000;41.67;;;UPGRADE REQUIRED!!!;
RENTT416;LOCALIZA ON, R$ 41.67, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;41.67;100;BOVESPA;2024-06-22T10:18:38.735Z;2024-06-22T10:18:38.735Z;0.0;42.12;BRRENT3T0F88;7;False;2024-08-15;39;;0;0;1719245287000;PUT;1719238667000;41.67;;;UPGRADE REQUIRED!!!;
RENTH425;LOCALIZA ON, R$ 42.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;42.17;100;BOVESPA;2024-06-22T10:18:38.868Z;2024-06-22T10:18:38.868Z;0.0;41.7;BRRENT3H0F59;7;False;2024-08-15;39;;0;0;1719245286000;CALL;1719235266000;42.17;16670085000155;2024-04-03T01:30:34.768Z;UPGRADE REQUIRED!!!;
RENTT425;LOCALIZA ON, R$ 42.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;42.17;100;BOVESPA;2024-06-22T10:18:38.735Z;2024-06-22T10:18:38.735Z;0.0;41.7;BRRENT3T0EW3;7;False;2024-08-15;39;;0;0;1719245282000;PUT;1719238052000;42.17;16670085000155;2024-04-03T01:30:34.768Z;UPGRADE REQUIRED!!!;
RENTH424;LOCALIZA ON, R$ 42.42, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;EUROPEAN;42.42;100;BOVESPA;2024-06-22T10:18:38.868Z;2024-06-22T10:18:38.869Z;0.0;41.7;BRRENT3H0FG7;7;False;2024-08-15;39;;0;0;1719238378000;CALL;1719216334000;42.42;;;UPGRADE REQUIRED!!!;
RENTT424;LOCALIZA ON, R$ 42.42, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;42.42;100;BOVESPA;2024-06-22T10:18:38.735Z;2024-06-22T10:18:38.735Z;0.0;41.7;BRRENT3T0FG3;7;False;2024-08-15;39;;0;0;1719241384000;PUT;1718824397000;42.42;;;UPGRADE REQUIRED!!!;
RENTH430;LOCALIZA ON, R$ 42.67, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;42.67;100;BOVESPA;2024-06-22T10:18:38.869Z;2024-06-22T10:18:38.869Z;0.0;41.7;BRRENT3H0ET3;7;False;2024-08-15;39;;0;0;1719245287000;CALL;1719235265000;42.67;16670085000155;2024-04-03T01:30:34.768Z;UPGRADE REQUIRED!!!;
RENTT430;LOCALIZA ON, R$ 42.67, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;42.67;100;BOVESPA;2024-06-22T10:18:38.736Z;2024-06-22T10:18:38.736Z;0.0;41.7;BRRENT3T0F54;7;False;2024-08-15;39;;0;0;1719240305000;PUT;1718637604000;42.67;16670085000155;2024-04-03T01:30:34.768Z;UPGRADE REQUIRED!!!;
RENTH432;LOCALIZA ON, R$ 42.92, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;EUROPEAN;42.92;100;BOVESPA;2024-06-22T10:18:38.869Z;2024-06-22T10:18:38.869Z;0.0;41.7;BRRENT3H0DF4;7;False;2024-08-15;39;;0;0;1719238378000;CALL;1719216330000;42.92;16670085000155;2024-04-03T01:30:34.768Z;UPGRADE REQUIRED!!!;
RENTT432;LOCALIZA ON, R$ 42.92, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;42.92;100;BOVESPA;2024-06-22T10:18:38.736Z;2024-06-22T10:18:38.736Z;0.0;41.7;BRRENT3T0DS3;7;False;2024-08-15;39;;0;0;1719238085000;PUT;1717168945000;42.92;16670085000155;2024-04-03T01:30:34.768Z;UPGRADE REQUIRED!!!;
RENTH435;LOCALIZA ON, R$ 43.17, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;43.17;100;BOVESPA;2024-06-22T10:18:38.869Z;2024-06-22T10:18:38.869Z;0.0;41.7;BRRENT3H0E76;7;False;2024-08-15;39;;0;0;1719245287000;CALL;1719239507000;43.17;16670085000155;2024-04-03T01:30:34.768Z;UPGRADE REQUIRED!!!;
