symbol;name;open;high;low;close;volume;financial_volume;trades;bid;ask;category;due_date;maturity_type;strike;contract_size;exchange_id;created_at;updated_at;variation;spot_price;isin;security_category;market_maker;block_date;days_to_maturity;cnpj;quotationForm;lastUpdatedDividendsAt;bid_volume;ask_volume;time;type;last_trade_at;strike_eod;warning
UGPAT177;ULTRAPAR ON, R$ 17.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;17.75;100;BOVESPA;2024-06-22T10:18:38.444Z;2024-06-22T10:18:38.444Z;0.0;21.59;BRUGPA3T0CE9;7;False;2024-08-15;39;;;;0;0;1719238867000;PUT;-62167294412000;17.75;UPGRADE REQUIRED!!!
UGPAH182;ULTRAPAR ON, R$ 18.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;18.25;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BS5;7;False;2024-08-15;39;;;;0;0;1719234000000;CALL;-62167294412000;18.25;UPGRADE REQUIRED!!!
UGPAT182;ULTRAPAR ON, R$ 18.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;18.25;100;BOVESPA;2024-06-22T10:18:38.444Z;2024-06-22T10:18:38.444Z;0.0;21.59;BRUGPA3T0C34;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;18.25;UPGRADE REQUIRED!!!
UGPAH187;ULTRAPAR ON, R$ 18.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;18.75;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0C96;7;False;2024-08-15;39;;;;0;0;1719234000000;CALL;-62167294412000;18.75;UPGRADE REQUIRED!!!
UGPAT187;ULTRAPAR ON, R$ 18.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;18.75;100;BOVESPA;2024-06-22T10:18:38.444Z;2024-06-22T10:18:38.444Z;0.0;21.59;BRUGPA3T0C83;7;False;2024-08-15;39;;;;0;0;1719244459000;PUT;-62167294412000;18.75;UPGRADE REQUIRED!!!
UGPAH192;ULTRAPAR ON, R$ 19.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;19.25;100;BOVESPA;2024-06-22T10:18:38.965Z;2024-06-22T10:18:38.965Z;0.0;21.59;BRUGPA3H0BM8;7;False;2024-08-15;39;;;;0;0;1719234000000;CALL;-62167294412000;19.25;UPGRADE REQUIRED!!!
UGPAT192;ULTRAPAR ON, R$ 19.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;19.25;100;BOVESPA;2024-06-22T10:18:38.444Z;2024-06-22T10:18:38.444Z;0.0;22.01;BRUGPA3T0C42;7;False;2024-08-15;39;;;;0;0;1719242922000;PUT;1719239493000;19.25;UPGRADE REQUIRED!!!
UGPAH197;ULTRAPAR ON, R$ 19.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;19.75;100;BOVESPA;2024-06-22T10:18:38.965Z;2024-06-22T10:18:38.965Z;0.0;21.59;BRUGPA3H0C47;7;False;2024-08-15;39;;;;0;0;1719234000000;CALL;1692196161000;19.75;UPGRADE REQUIRED!!!
UGPAT197;ULTRAPAR ON, R$ 19.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;19.75;100;BOVESPA;2024-06-22T10:18:38.444Z;2024-06-22T10:18:38.444Z;0.0;21.59;BRUGPA3T0C18;7;False;2024-08-15;39;;;;0;0;1719242922000;PUT;1718652689000;19.75;UPGRADE REQUIRED!!!
UGPAH202;ULTRAPAR ON, R$ 20.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;20.25;100;BOVESPA;2024-06-22T10:18:38.967Z;2024-06-22T10:18:38.967Z;0.0;21.59;BRUGPA3H0BT3;7;False;2024-08-15;39;;;;0;0;1719234000000;CALL;-62167294412000;20.25;UPGRADE REQUIRED!!!
UGPAT202;ULTRAPAR ON, R$ 20.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;20.25;100;BOVESPA;2024-06-22T10:18:38.458Z;2024-06-22T10:18:38.458Z;0.0;21.59;BRUGPA3T0C00;7;False;2024-08-15;39;;;;0;0;1719244545000;PUT;1718905953000;20.25;UPGRADE REQUIRED!!!
UGPAH207;ULTRAPAR ON, R$ 20.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;20.75;100;BOVESPA;2024-06-22T10:18:38.967Z;2024-06-22T10:18:38.967Z;0.0;21.59;BRUGPA3H0BX5;7;False;2024-08-15;39;;;;0;0;1719236057000;CALL;-62167294412000;20.75;UPGRADE REQUIRED!!!
UGPAT207;ULTRAPAR ON, R$ 20.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;20.75;100;BOVESPA;2024-06-22T10:18:38.458Z;2024-06-22T10:18:38.458Z;0.0;21.59;BRUGPA3T0BL6;7;True;2024-08-15;39;;;;0;0;1719245267000;PUT;1718911869000;20.75;UPGRADE REQUIRED!!!
UGPAH212;ULTRAPAR ON, R$ 21.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;21.25;100;BOVESPA;2024-06-22T10:18:38.967Z;2024-06-22T10:18:38.967Z;0.0;21.59;BRUGPA3H0C13;7;True;2024-08-15;39;;;;0;0;1719245263000;CALL;1719238480000;21.25;UPGRADE REQUIRED!!!
UGPAT212;ULTRAPAR ON, R$ 21.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;21.25;100;BOVESPA;2024-06-22T10:18:38.457Z;2024-06-22T10:18:38.457Z;0.0;21.59;BRUGPA3T0BZ6;7;True;2024-08-15;39;;;;0;0;1719245240000;PUT;1718895102000;21.25;UPGRADE REQUIRED!!!
UGPAH217;ULTRAPAR ON, R$ 21.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;21.75;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BP1;7;True;2024-08-15;39;;;;0;0;1719245175000;CALL;1718739782000;21.75;UPGRADE REQUIRED!!!
UGPAT217;ULTRAPAR ON, R$ 21.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;21.75;100;BOVESPA;2024-06-22T10:18:38.445Z;2024-06-22T10:18:38.445Z;0.0;21.59;BRUGPA3T0CC3;7;True;2024-08-15;39;;;;0;0;1719245240000;PUT;1718911869000;21.75;UPGRADE REQUIRED!!!
UGPAH222;ULTRAPAR ON, R$ 22.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;22.25;100;BOVESPA;2024-06-22T10:18:38.967Z;2024-06-22T10:18:38.967Z;0.0;21.59;BRUGPA3H0BQ9;7;True;2024-08-15;39;;;;0;0;1719245263000;CALL;1719238478000;22.25;UPGRADE REQUIRED!!!
UGPAT222;ULTRAPAR ON, R$ 22.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;22.25;100;BOVESPA;2024-06-22T10:18:38.458Z;2024-06-22T10:18:38.458Z;0.0;21.59;BRUGPA3T0CB5;7;True;2024-08-15;39;;;;0;0;1719245016000;PUT;1719216332000;22.25;UPGRADE REQUIRED!!!
UGPAH225;ULTRAPAR ON, R$ 22.50, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;EUROPEAN;22.5;100;BOVESPA;2024-06-22T10:18:38.967Z;2024-06-22T10:18:38.967Z;0.0;21.59;BRUGPA3H0BD7;7;False;2024-08-15;39;;;;0;0;1719242892000;CALL;1716395273000;22.5;UPGRADE REQUIRED!!!
UGPAT225;ULTRAPAR ON, R$ 22.50, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;22.5;100;BOVESPA;2024-06-22T10:18:38.458Z;2024-06-22T10:18:38.458Z;0.0;21.59;BRUGPA3T0BD3;7;False;2024-08-15;39;;;;0;0;1719242892000;PUT;1716818879000;22.5;UPGRADE REQUIRED!!!
UGPAH227;ULTRAPAR ON, R$ 22.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;22.75;100;BOVESPA;2024-06-22T10:18:38.967Z;2024-06-22T10:18:38.967Z;0.0;22.09;BRUGPA3H0CB9;7;True;2024-08-15;39;;;;0;0;1719245175000;CALL;1719238478000;22.75;UPGRADE REQUIRED!!!
UGPAT227;ULTRAPAR ON, R$ 22.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;22.75;100;BOVESPA;2024-06-22T10:18:38.458Z;2024-06-22T10:18:38.458Z;0.0;21.59;BRUGPA3T0C91;7;False;2024-08-15;39;;;;0;0;1719242892000;PUT;1718132021000;22.75;UPGRADE REQUIRED!!!
UGPAH232;ULTRAPAR ON, R$ 23.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;23.25;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0C70;7;False;2024-08-15;39;;;;0;0;1719245016000;CALL;-62167294412000;23.25;UPGRADE REQUIRED!!!
UGPAT232;ULTRAPAR ON, R$ 23.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;23.25;100;BOVESPA;2024-06-22T10:18:38.444Z;2024-06-22T10:18:38.444Z;0.0;21.59;BRUGPA3T0BO0;7;False;2024-08-15;39;;;;0;0;1719242892000;PUT;1718031005000;23.25;UPGRADE REQUIRED!!!
UGPAH235;ULTRAPAR ON, R$ 23.50, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;EUROPEAN;23.5;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BK2;7;False;2024-08-15;39;;;;0;0;1719244356000;CALL;1718635203000;23.5;UPGRADE REQUIRED!!!
UGPAT235;ULTRAPAR ON, R$ 23.50, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;23.5;100;BOVESPA;2024-06-22T10:18:38.444Z;2024-06-22T10:18:38.444Z;0.0;21.59;BRUGPA3T0BK8;7;False;2024-08-15;39;;;;0;0;1719242892000;PUT;1716922132000;23.5;UPGRADE REQUIRED!!!
UGPAH237;ULTRAPAR ON, R$ 23.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;23.75;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;22.1;BRUGPA3H0CC7;7;False;2024-08-15;39;;;;0;0;1719244356000;CALL;1719238479000;23.75;UPGRADE REQUIRED!!!
UGPAT237;ULTRAPAR ON, R$ 23.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;23.75;100;BOVESPA;2024-06-22T10:18:38.444Z;2024-06-22T10:18:38.444Z;0.0;21.59;BRUGPA3T0BU7;7;False;2024-08-15;39;;;;0;0;1719242073000;PUT;-62167294412000;23.75;UPGRADE REQUIRED!!!
UGPAH242;ULTRAPAR ON, R$ 24.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;24.25;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BR7;7;False;2024-08-15;39;;;;0;0;1719244459000;CALL;1719238483000;24.25;UPGRADE REQUIRED!!!
UGPAT242;ULTRAPAR ON, R$ 24.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;24.25;100;BOVESPA;2024-06-22T10:18:38.444Z;2024-06-22T10:18:38.444Z;0.0;21.59;BRUGPA3T0BS1;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;24.25;UPGRADE REQUIRED!!!
UGPAH245;ULTRAPAR ON, R$ 24.50, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;EUROPEAN;24.5;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BJ4;7;False;2024-08-15;39;;;;0;0;1719245209000;CALL;1719242408000;24.5;UPGRADE REQUIRED!!!
UGPAT245;ULTRAPAR ON, R$ 24.50, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;24.5;100;BOVESPA;2024-06-22T10:18:38.445Z;2024-06-22T10:18:38.445Z;0.0;21.59;BRUGPA3T0BJ0;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;24.5;UPGRADE REQUIRED!!!
UGPAH247;ULTRAPAR ON, R$ 24.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;24.75;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;22.07;BRUGPA3H0C21;7;False;2024-08-15;39;;;;0;0;1719241524000;CALL;1719238513000;24.75;UPGRADE REQUIRED!!!
UGPAT247;ULTRAPAR ON, R$ 24.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;24.75;100;BOVESPA;2024-06-22T10:18:38.445Z;2024-06-22T10:18:38.445Z;0.0;21.59;BRUGPA3T0C26;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;24.75;UPGRADE REQUIRED!!!
UGPAH252;ULTRAPAR ON, R$ 25.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;25.25;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0C39;7;False;2024-08-15;39;;;;0;0;1719239492000;CALL;1719239492000;25.25;UPGRADE REQUIRED!!!
UGPAT252;ULTRAPAR ON, R$ 25.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;25.25;100;BOVESPA;2024-06-22T10:18:38.444Z;2024-06-22T10:18:38.444Z;0.0;21.59;BRUGPA3T0C75;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;1716996768000;25.25;UPGRADE REQUIRED!!!
UGPAH255;ULTRAPAR ON, R$ 25.50, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;EUROPEAN;25.5;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BG0;7;False;2024-08-15;39;;;;0;0;1719244009000;CALL;1719244009000;25.5;UPGRADE REQUIRED!!!
UGPAT255;ULTRAPAR ON, R$ 25.50, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;25.5;100;BOVESPA;2024-06-22T10:18:38.417Z;2024-06-22T10:18:38.417Z;0.0;21.59;BRUGPA3T0BI2;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;1669826472000;25.5;UPGRADE REQUIRED!!!
UGPAH257;ULTRAPAR ON, R$ 25.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;25.75;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BV9;7;False;2024-08-15;39;;;;0;0;1719245175000;CALL;1719238478000;25.75;UPGRADE REQUIRED!!!
UGPAT257;ULTRAPAR ON, R$ 25.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;25.75;100;BOVESPA;2024-06-22T10:18:38.417Z;2024-06-22T10:18:38.417Z;0.0;21.59;BRUGPA3T0C59;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;25.75;UPGRADE REQUIRED!!!
UGPAH260;ULTRAPAR ON, R$ 26.00, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;EUROPEAN;26.0;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BH8;7;False;2024-08-15;39;;;;0;0;1719234000000;CALL;1718384367000;26.0;UPGRADE REQUIRED!!!
UGPAT260;ULTRAPAR ON, R$ 26.00, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;26.0;100;BOVESPA;2024-06-22T10:18:38.417Z;2024-06-22T10:18:38.417Z;0.0;21.59;BRUGPA3T0BG6;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;26.0;UPGRADE REQUIRED!!!
UGPAH262;ULTRAPAR ON, R$ 26.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;26.25;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0C05;7;False;2024-08-15;39;;;;0;0;1719236268000;CALL;1718132222000;26.25;UPGRADE REQUIRED!!!
UGPAT262;ULTRAPAR ON, R$ 26.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;26.25;100;BOVESPA;2024-06-22T10:18:38.416Z;2024-06-22T10:18:38.416Z;0.0;21.59;BRUGPA3T0BP7;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;26.25;UPGRADE REQUIRED!!!
UGPAH265;ULTRAPAR ON, R$ 26.50, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;EUROPEAN;26.5;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BI6;7;False;2024-08-15;39;;;;0;0;1719245240000;CALL;1689273279000;26.5;UPGRADE REQUIRED!!!
UGPAT265;ULTRAPAR ON, R$ 26.50, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;26.5;100;BOVESPA;2024-06-22T10:18:38.417Z;2024-06-22T10:18:38.417Z;0.0;21.59;BRUGPA3T0BH4;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;1669826472000;26.5;UPGRADE REQUIRED!!!
UGPAH267;ULTRAPAR ON, R$ 26.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;26.75;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BL0;7;False;2024-08-15;39;;;;0;0;1719245240000;CALL;1718132291000;26.75;UPGRADE REQUIRED!!!
UGPAT267;ULTRAPAR ON, R$ 26.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;26.75;100;BOVESPA;2024-06-22T10:18:38.417Z;2024-06-22T10:18:38.417Z;0.0;21.59;BRUGPA3T0CD1;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;26.75;UPGRADE REQUIRED!!!
UGPAH270;ULTRAPAR ON, R$ 27.00, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;EUROPEAN;27.0;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BE5;7;False;2024-08-15;39;;;;0;0;1719245240000;CALL;1716824721000;27.0;UPGRADE REQUIRED!!!
UGPAT270;ULTRAPAR ON, R$ 27.00, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;27.0;100;BOVESPA;2024-06-22T10:18:38.417Z;2024-06-22T10:18:38.417Z;0.0;21.59;BRUGPA3T0BE1;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;27.0;UPGRADE REQUIRED!!!
UGPAH272;ULTRAPAR ON, R$ 27.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;27.25;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0C62;7;False;2024-08-15;39;;;;0;0;1719245240000;CALL;-62167294412000;27.25;UPGRADE REQUIRED!!!
UGPAT272;ULTRAPAR ON, R$ 27.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;27.25;100;BOVESPA;2024-06-22T10:18:38.417Z;2024-06-22T10:18:38.417Z;0.0;21.59;BRUGPA3T0C67;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;27.25;UPGRADE REQUIRED!!!
UGPAH277;ULTRAPAR ON, R$ 27.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;27.75;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BW7;7;False;2024-08-15;39;;;;0;0;1719245240000;CALL;-62167294412000;27.75;UPGRADE REQUIRED!!!
UGPAT277;ULTRAPAR ON, R$ 27.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;27.75;100;BOVESPA;2024-06-22T10:18:38.416Z;2024-06-22T10:18:38.416Z;0.0;21.59;BRUGPA3T0BX1;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;27.75;UPGRADE REQUIRED!!!
UGPAH280;ULTRAPAR ON, R$ 28.00, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;EUROPEAN;28.0;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BB1;7;False;2024-08-15;39;;;;0;0;1719245240000;CALL;1715007328000;28.0;UPGRADE REQUIRED!!!
UGPAT280;ULTRAPAR ON, R$ 28.00, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;28.0;100;BOVESPA;2024-06-22T10:18:38.416Z;2024-06-22T10:18:38.416Z;0.0;21.59;BRUGPA3T0BB7;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;28.0;UPGRADE REQUIRED!!!
UGPAH282;ULTRAPAR ON, R$ 28.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;28.25;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0CD5;7;False;2024-08-15;39;;;;0;0;1719245240000;CALL;-62167294412000;28.25;UPGRADE REQUIRED!!!
UGPAT282;ULTRAPAR ON, R$ 28.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;28.25;100;BOVESPA;2024-06-22T10:18:38.416Z;2024-06-22T10:18:38.416Z;0.0;21.59;BRUGPA3T0BW3;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;28.25;UPGRADE REQUIRED!!!
UGPAH287;ULTRAPAR ON, R$ 28.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;28.75;100;BOVESPA;2024-06-22T10:18:38.966Z;2024-06-22T10:18:38.966Z;0.0;21.59;BRUGPA3H0BY3;7;False;2024-08-15;39;;;;0;0;1719245240000;CALL;-62167294412000;28.75;UPGRADE REQUIRED!!!
UGPAT287;ULTRAPAR ON, R$ 28.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;28.75;100;BOVESPA;2024-06-22T10:18:38.416Z;2024-06-22T10:18:38.416Z;0.0;21.59;BRUGPA3T0BY9;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;28.75;UPGRADE REQUIRED!!!
UGPAH290;ULTRAPAR ON, R$ 29.00, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;EUROPEAN;29.0;100;BOVESPA;2024-06-22T10:18:38.963Z;2024-06-22T10:18:38.963Z;0.0;21.59;BRUGPA3H0BF2;7;False;2024-08-15;39;;;;0;0;1719245240000;CALL;1715193332000;29.0;UPGRADE REQUIRED!!!
UGPAT290;ULTRAPAR ON, R$ 29.00, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;29.0;100;BOVESPA;2024-06-22T10:18:38.416Z;2024-06-22T10:18:38.416Z;0.0;21.59;BRUGPA3T0BF8;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;29.0;UPGRADE REQUIRED!!!
UGPAH292;ULTRAPAR ON, R$ 29.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;29.25;100;BOVESPA;2024-06-22T10:18:38.963Z;2024-06-22T10:18:38.963Z;0.0;21.59;BRUGPA3H0CA1;7;False;2024-08-15;39;;;;0;0;1719245240000;CALL;-62167294412000;29.25;UPGRADE REQUIRED!!!
UGPAT292;ULTRAPAR ON, R$ 29.25, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-08-16;EUROPEAN;29.25;100;BOVESPA;2024-06-22T10:18:38.416Z;2024-06-22T10:18:38.416Z;0.0;21.59;BRUGPA3T0BN2;7;False;2024-08-15;39;;;;0;0;1719234000000;PUT;-62167294412000;29.25;UPGRADE REQUIRED!!!
UGPAH297;ULTRAPAR ON, R$ 29.75, 16-08-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-08-16;AMERICAN;29.75;100;BOVESPA;2024-06-22T10:18:38.963Z;2024-06-22T10:18:38.963Z;0.0;21.59;BRUGPA3H0CE3;7;False;2024-08-15;39;;;;0;0;1719234000000;CALL;-62167294412000;29.75;UPGRADE REQUIRED!!!
