symbol;block_date;category;contract_size;days_to_maturity;due_date;exchange_id;isin;market_maker;maturity_type;name;strike;updated_at;close;created_at;financial_volume;high;low;open;variation;volume;cnpj;ask;bid;quotationForm;security_category;spot_price;trades;bid_volume;ask_volume;time;type;last_trade_at;strike_eod;warning
YDUQI920;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I06G4;False;AMERICAN;YDUQS PART ON, R$ 9.20, 20-09-2024;9.2;2024-06-22T10:18:38.866Z;0.0;2024-06-22T10:18:38.866Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;9.2;UPGRADE REQUIRED!!!
YDUQU920;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U05Z1;False;EUROPEAN;YDUQS PART ON, R$ 9.20, 20-09-2024;9.2;2024-06-22T10:18:38.997Z;0.0;2024-06-22T10:18:38.997Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;9.2;UPGRADE REQUIRED!!!
YDUQI940;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I05Z6;False;AMERICAN;YDUQS PART ON, R$ 9.40, 20-09-2024;9.4;2024-06-22T10:18:38.866Z;0.0;2024-06-22T10:18:38.866Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;9.4;UPGRADE REQUIRED!!!
YDUQU940;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U06I5;False;EUROPEAN;YDUQS PART ON, R$ 9.40, 20-09-2024;9.4;2024-06-22T10:18:38.997Z;0.0;2024-06-22T10:18:38.997Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;9.4;UPGRADE REQUIRED!!!
YDUQI960;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I06E9;False;AMERICAN;YDUQS PART ON, R$ 9.60, 20-09-2024;9.6;2024-06-22T10:18:38.867Z;0.0;2024-06-22T10:18:38.867Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;9.6;UPGRADE REQUIRED!!!
YDUQU960;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U06D6;False;EUROPEAN;YDUQS PART ON, R$ 9.60, 20-09-2024;9.6;2024-06-22T10:18:38.997Z;0.0;2024-06-22T10:18:38.997Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;9.6;UPGRADE REQUIRED!!!
YDUQI980;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I06A7;False;AMERICAN;YDUQS PART ON, R$ 9.80, 20-09-2024;9.8;2024-06-22T10:18:38.867Z;0.0;2024-06-22T10:18:38.867Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;9.8;UPGRADE REQUIRED!!!
YDUQU980;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U0658;False;EUROPEAN;YDUQS PART ON, R$ 9.80, 20-09-2024;9.8;2024-06-22T10:18:38.998Z;0.0;2024-06-22T10:18:38.998Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;9.8;UPGRADE REQUIRED!!!
YDUQI100;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I0696;False;AMERICAN;YDUQS PART ON, R$ 10.00, 20-09-2024;10.0;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;10.0;UPGRADE REQUIRED!!!
YDUQU100;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U0682;False;EUROPEAN;YDUQS PART ON, R$ 10.00, 20-09-2024;10.0;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718371682000;10.0;UPGRADE REQUIRED!!!
YDUQI105;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I06F6;False;AMERICAN;YDUQS PART ON, R$ 10.50, 20-09-2024;10.5;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1718735629000;10.5;UPGRADE REQUIRED!!!
YDUQU105;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U06C8;False;EUROPEAN;YDUQS PART ON, R$ 10.50, 20-09-2024;10.5;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719236297000;PUT;1718735614000;10.5;UPGRADE REQUIRED!!!
YDUQI110;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I06H2;False;AMERICAN;YDUQS PART ON, R$ 11.00, 20-09-2024;11.0;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;11.0;UPGRADE REQUIRED!!!
YDUQU110;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U06J3;False;EUROPEAN;YDUQS PART ON, R$ 11.00, 20-09-2024;11.0;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;11.0;UPGRADE REQUIRED!!!
YDUQI112;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I0613;False;EUROPEAN;YDUQS PART ON, R$ 11.25, 20-09-2024;11.25;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;11.25;UPGRADE REQUIRED!!!
YDUQU112;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U05T4;False;EUROPEAN;YDUQS PART ON, R$ 11.25, 20-09-2024;11.25;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;11.25;UPGRADE REQUIRED!!!
YDUQI115;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I06D1;False;AMERICAN;YDUQS PART ON, R$ 11.50, 20-09-2024;11.5;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;11.5;UPGRADE REQUIRED!!!
YDUQU115;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U06H7;False;EUROPEAN;YDUQS PART ON, R$ 11.50, 20-09-2024;11.5;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;11.5;UPGRADE REQUIRED!!!
YDUQI117;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I05W3;False;EUROPEAN;YDUQS PART ON, R$ 11.75, 20-09-2024;11.75;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;11.75;UPGRADE REQUIRED!!!
YDUQU117;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U0625;False;EUROPEAN;YDUQS PART ON, R$ 11.75, 20-09-2024;11.75;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;11.75;UPGRADE REQUIRED!!!
YDUQI120;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I06J8;False;AMERICAN;YDUQS PART ON, R$ 12.00, 20-09-2024;12.0;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1694714558000;12.0;UPGRADE REQUIRED!!!
YDUQU120;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U0641;False;EUROPEAN;YDUQS PART ON, R$ 12.00, 20-09-2024;12.0;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1692023088000;12.0;UPGRADE REQUIRED!!!
YDUQI122;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I0605;False;EUROPEAN;YDUQS PART ON, R$ 12.25, 20-09-2024;12.25;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1718648286000;12.25;UPGRADE REQUIRED!!!
YDUQU122;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U05V0;False;EUROPEAN;YDUQS PART ON, R$ 12.25, 20-09-2024;12.25;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;12.25;UPGRADE REQUIRED!!!
YDUQI125;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I0621;False;AMERICAN;YDUQS PART ON, R$ 12.50, 20-09-2024;12.5;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;12.5;UPGRADE REQUIRED!!!
YDUQU125;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U05X6;False;EUROPEAN;YDUQS PART ON, R$ 12.50, 20-09-2024;12.5;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;12.5;UPGRADE REQUIRED!!!
YDUQI127;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I06C3;False;EUROPEAN;YDUQS PART ON, R$ 12.75, 20-09-2024;12.75;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;12.75;UPGRADE REQUIRED!!!
YDUQU127;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U05Y4;False;EUROPEAN;YDUQS PART ON, R$ 12.75, 20-09-2024;12.75;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718723490000;12.75;UPGRADE REQUIRED!!!
YDUQI130;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I0647;False;AMERICAN;YDUQS PART ON, R$ 13.00, 20-09-2024;13.0;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1683645768000;13.0;UPGRADE REQUIRED!!!
YDUQU130;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U05U2;False;EUROPEAN;YDUQS PART ON, R$ 13.00, 20-09-2024;13.0;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1686767224000;13.0;UPGRADE REQUIRED!!!
YDUQI132;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I0662;False;EUROPEAN;YDUQS PART ON, R$ 13.25, 20-09-2024;13.25;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;13.25;UPGRADE REQUIRED!!!
YDUQU132;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U06B0;False;EUROPEAN;YDUQS PART ON, R$ 13.25, 20-09-2024;13.25;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;13.25;UPGRADE REQUIRED!!!
YDUQI135;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I0654;False;AMERICAN;YDUQS PART ON, R$ 13.50, 20-09-2024;13.5;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;13.5;UPGRADE REQUIRED!!!
YDUQU135;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U0690;False;EUROPEAN;YDUQS PART ON, R$ 13.50, 20-09-2024;13.5;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;13.5;UPGRADE REQUIRED!!!
YDUQI137;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I05V5;False;EUROPEAN;YDUQS PART ON, R$ 13.75, 20-09-2024;13.75;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;13.75;UPGRADE REQUIRED!!!
YDUQU137;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U06K1;False;EUROPEAN;YDUQS PART ON, R$ 13.75, 20-09-2024;13.75;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;13.75;UPGRADE REQUIRED!!!
YDUQI140;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I05S1;False;AMERICAN;YDUQS PART ON, R$ 14.00, 20-09-2024;14.0;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1694633178000;14.0;UPGRADE REQUIRED!!!
YDUQU140;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U06F1;False;EUROPEAN;YDUQS PART ON, R$ 14.00, 20-09-2024;14.0;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1686767224000;14.0;UPGRADE REQUIRED!!!
YDUQI142;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I06I0;False;EUROPEAN;YDUQS PART ON, R$ 14.25, 20-09-2024;14.25;2024-06-22T10:18:38.835Z;0.0;2024-06-22T10:18:38.835Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;14.25;UPGRADE REQUIRED!!!
YDUQU142;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U06E4;False;EUROPEAN;YDUQS PART ON, R$ 14.25, 20-09-2024;14.25;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;14.25;UPGRADE REQUIRED!!!
YDUQI145;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I05X1;False;AMERICAN;YDUQS PART ON, R$ 14.50, 20-09-2024;14.5;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;14.5;UPGRADE REQUIRED!!!
YDUQU145;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U05W8;False;EUROPEAN;YDUQS PART ON, R$ 14.50, 20-09-2024;14.5;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;-62167294412000;14.5;UPGRADE REQUIRED!!!
YDUQI147;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I0639;False;EUROPEAN;YDUQS PART ON, R$ 14.75, 20-09-2024;14.75;2024-06-22T10:18:38.834Z;0.0;2024-06-22T10:18:38.834Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1683645768000;14.75;UPGRADE REQUIRED!!!
YDUQU147;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U0666;False;EUROPEAN;YDUQS PART ON, R$ 14.75, 20-09-2024;14.75;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1686767224000;14.75;UPGRADE REQUIRED!!!
YDUQI150;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I06K6;False;AMERICAN;YDUQS PART ON, R$ 15.00, 20-09-2024;15.0;2024-06-22T10:18:38.835Z;0.0;2024-06-22T10:18:38.835Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1683645768000;15.0;UPGRADE REQUIRED!!!
YDUQU150;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U0633;False;EUROPEAN;YDUQS PART ON, R$ 15.00, 20-09-2024;15.0;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1692724597000;15.0;UPGRADE REQUIRED!!!
YDUQI152;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I05T9;False;EUROPEAN;YDUQS PART ON, R$ 15.25, 20-09-2024;15.25;2024-06-22T10:18:38.835Z;0.0;2024-06-22T10:18:38.835Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1692369183000;15.25;UPGRADE REQUIRED!!!
YDUQU152;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U06G9;False;EUROPEAN;YDUQS PART ON, R$ 15.25, 20-09-2024;15.25;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1686767224000;15.25;UPGRADE REQUIRED!!!
YDUQI155;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I0688;False;AMERICAN;YDUQS PART ON, R$ 15.50, 20-09-2024;15.5;2024-06-22T10:18:38.835Z;0.0;2024-06-22T10:18:38.835Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;-62167294412000;15.5;UPGRADE REQUIRED!!!
YDUQU155;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U06A2;False;EUROPEAN;YDUQS PART ON, R$ 15.50, 20-09-2024;15.5;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718730840000;15.5;UPGRADE REQUIRED!!!
YDUQI160;2024-09-19;CALL;100;64;2024-09-20;BOVESPA;BRYDUQ3I05U7;False;AMERICAN;YDUQS PART ON, R$ 16.00, 20-09-2024;16.0;2024-06-22T10:18:38.835Z;0.0;2024-06-22T10:18:38.835Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1683645768000;16.0;UPGRADE REQUIRED!!!
YDUQU160;2024-09-19;PUT;100;64;2024-09-20;BOVESPA;BRYDUQ3U05S6;False;EUROPEAN;YDUQS PART ON, R$ 16.00, 20-09-2024;16.0;2024-06-22T10:18:38.971Z;0.0;2024-06-22T10:18:38.971Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718807472000;16.0;UPGRADE REQUIRED!!!
YDUQL110;2024-12-19;CALL;100;128;2024-12-20;BOVESPA;BRYDUQ3L04H1;False;AMERICAN;YDUQS PART ON, R$ 10.46, 20-12-2024;10.46;2024-06-22T10:18:38.407Z;0.0;2024-06-22T10:18:38.407Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1718735652000;10.46;UPGRADE REQUIRED!!!
YDUQX110;2024-12-19;PUT;100;128;2024-12-20;BOVESPA;BRYDUQ3X04H6;False;EUROPEAN;YDUQS PART ON, R$ 10.46, 20-12-2024;10.46;2024-06-22T10:18:38.593Z;0.0;2024-06-22T10:18:38.593Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718735628000;10.46;UPGRADE REQUIRED!!!
YDUQL19;2024-12-19;CALL;100;128;2024-12-20;BOVESPA;BRYDUQ3L04F5;False;AMERICAN;YDUQS PART ON, R$ 18.46, 20-12-2024;18.46;2024-06-22T10:18:38.795Z;0.0;2024-06-22T10:18:38.795Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1718733972000;18.46;UPGRADE REQUIRED!!!
YDUQX19;2024-12-19;PUT;100;128;2024-12-20;BOVESPA;BRYDUQ3X04F0;False;EUROPEAN;YDUQS PART ON, R$ 18.46, 20-12-2024;18.46;2024-06-22T10:18:38.628Z;0.0;2024-06-22T10:18:38.628Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718373400000;18.46;UPGRADE REQUIRED!!!
YDUQL25;2024-12-19;CALL;100;128;2024-12-20;BOVESPA;BRYDUQ3L04G3;False;AMERICAN;YDUQS PART ON, R$ 24.46, 20-12-2024;24.46;2024-06-22T10:18:38.795Z;0.0;2024-06-22T10:18:38.795Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1716988136000;24.46;UPGRADE REQUIRED!!!
YDUQX25;2024-12-19;PUT;100;128;2024-12-20;BOVESPA;BRYDUQ3X04G8;False;EUROPEAN;YDUQS PART ON, R$ 24.46, 20-12-2024;24.46;2024-06-22T10:18:38.628Z;0.0;2024-06-22T10:18:38.628Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718720377000;24.46;UPGRADE REQUIRED!!!
YDUQC900;2025-03-20;CALL;100;189;2025-03-21;BOVESPA;BRYDUQ3C03X9;False;AMERICAN;YDUQS PART ON, R$ 8.46, 21-03-2025;8.46;2024-06-22T10:18:38.958Z;0.0;2024-06-22T10:18:38.958Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1711374966000;8.46;UPGRADE REQUIRED!!!
YDUQO900;2025-03-20;PUT;100;189;2025-03-21;BOVESPA;BRYDUQ3O03X4;False;EUROPEAN;YDUQS PART ON, R$ 8.46, 21-03-2025;8.46;2024-06-22T10:18:38.604Z;0.0;2024-06-22T10:18:38.604Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718735304000;8.46;UPGRADE REQUIRED!!!
YDUQD160;2025-04-16;CALL;100;208;2025-04-17;BOVESPA;BRYDUQ3D05H5;False;AMERICAN;YDUQS PART ON, R$ 15.46, 17-04-2025;15.46;2024-06-22T10:18:38.897Z;0.0;2024-06-22T10:18:38.897Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1719216359000;15.46;UPGRADE REQUIRED!!!
YDUQP160;2025-04-16;PUT;100;208;2025-04-17;BOVESPA;BRYDUQ3P05H9;False;EUROPEAN;YDUQS PART ON, R$ 15.46, 17-04-2025;15.46;2024-06-22T10:18:38.336Z;0.0;2024-06-22T10:18:38.336Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1715011120000;15.46;UPGRADE REQUIRED!!!
YDUQD200;2025-04-16;CALL;100;208;2025-04-17;BOVESPA;BRYDUQ3D05I3;False;AMERICAN;YDUQS PART ON, R$ 19.46, 17-04-2025;19.46;2024-06-22T10:18:38.904Z;0.0;2024-06-22T10:18:38.904Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1719216359000;19.46;UPGRADE REQUIRED!!!
YDUQP200;2025-04-16;PUT;100;208;2025-04-17;BOVESPA;BRYDUQ3P05I7;False;EUROPEAN;YDUQS PART ON, R$ 19.46, 17-04-2025;19.46;2024-06-22T10:18:38.345Z;0.0;2024-06-22T10:18:38.345Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1715013447000;19.46;UPGRADE REQUIRED!!!
YDUQE90;2025-05-15;CALL;100;226;2025-05-16;BOVESPA;BRYDUQ3E05O9;False;EUROPEAN;YDUQS PART ON, R$ 8.46, 16-05-2025;8.46;2024-06-22T10:18:38.730Z;0.0;2024-06-22T10:18:38.730Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1718729811000;8.46;UPGRADE REQUIRED!!!
YDUQQ90;2025-05-15;PUT;100;226;2025-05-16;BOVESPA;BRYDUQ3Q05O3;False;EUROPEAN;YDUQS PART ON, R$ 8.46, 16-05-2025;8.46;2024-06-22T10:18:38.769Z;0.0;2024-06-22T10:18:38.769Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718733640000;8.46;UPGRADE REQUIRED!!!
YDUQF90;2025-06-19;CALL;100;250;2025-06-20;BOVESPA;BRYDUQ3F04R2;False;EUROPEAN;YDUQS PART ON, R$ 8.46, 20-06-2025;8.46;2024-06-22T10:18:38.726Z;0.0;2024-06-22T10:18:38.726Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1718806163000;8.46;UPGRADE REQUIRED!!!
