symbol;block_date;category;contract_size;days_to_maturity;due_date;exchange_id;isin;market_maker;maturity_type;name;strike;updated_at;close;created_at;financial_volume;high;low;open;variation;volume;cnpj;ask;bid;quotationForm;security_category;spot_price;trades;bid_volume;ask_volume;time;type;last_trade_at;strike_eod;warning
YDUQG100;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G05U1;False;AMERICAN;YDUQS PART ON, R$ 9.73, 19-07-2024;9.73;2024-06-22T10:18:38.497Z;4.72;2024-06-22T10:18:38.497Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1715693228000;9.73;
YDUQS100;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S05W2;False;EUROPEAN;YDUQS PART ON, R$ 9.73, 19-07-2024;9.73;2024-06-22T10:18:38.681Z;0.14;2024-06-22T10:18:38.681Z;28;0.14;0.14;0.14;0.0;200;08807432000110;0.16;0.12;;7;10.9;0;900;900;1719244526000;PUT;1719243458000;9.73;
YDUQG102;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G07C5;False;EUROPEAN;YDUQS PART ON, R$ 9.98, 19-07-2024;9.98;2024-06-22T10:18:38.497Z;1.1;2024-06-22T10:18:38.497Z;0;0.0;0.0;0.0;0.0;0;;1.27;0.0;;7;10.84;0;0;300;1719245222000;CALL;1719216368000;9.98;
YDUQS102;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0777;True;EUROPEAN;YDUQS PART ON, R$ 9.98, 19-07-2024;9.98;2024-06-22T10:18:38.681Z;0.23;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;;0.22;0.18;;7;10.84;0;900;900;1719244250000;PUT;1719216368000;9.98;
YDUQG105;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0631;False;AMERICAN;YDUQS PART ON, R$ 10.23, 19-07-2024;10.23;2024-06-22T10:18:38.497Z;0.83;2024-06-22T10:18:38.497Z;0;0.0;0.0;0.0;0.0;0;08807432000110;1.09;0.0;;7;10.84;0;0;300;1719245222000;CALL;1718736616000;10.23;
YDUQS105;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0686;False;EUROPEAN;YDUQS PART ON, R$ 10.23, 19-07-2024;10.23;2024-06-22T10:18:38.681Z;0.28;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.28;0.24;;7;10.84;0;900;900;1719244526000;PUT;1718826820000;10.23;
YDUQG107;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G07D3;False;EUROPEAN;YDUQS PART ON, R$ 10.48, 19-07-2024;10.48;2024-06-22T10:18:38.497Z;0.73;2024-06-22T10:18:38.497Z;0;0.0;0.0;0.0;0.0;0;;0.92;0.46;;7;10.84;0;900;300;1719245222000;CALL;1718735061000;10.48;
YDUQS107;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06T6;True;EUROPEAN;YDUQS PART ON, R$ 10.48, 19-07-2024;10.48;2024-06-22T10:18:38.681Z;0.37;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;;0.36;0.33;;7;10.84;0;900;900;1719245229000;PUT;1719216368000;10.48;
YDUQG110;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06L8;True;AMERICAN;YDUQS PART ON, R$ 10.73, 19-07-2024;10.73;2024-06-22T10:18:38.498Z;0.67;2024-06-22T10:18:38.498Z;13479;0.79;0.67;0.79;-2.899;20100;08807432000110;0.71;0.68;;7;10.84;0;20000;20000;1719245274000;CALL;1719240788000;10.73;
YDUQS110;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0694;False;EUROPEAN;YDUQS PART ON, R$ 10.73, 19-07-2024;10.73;2024-06-22T10:18:38.681Z;0.47;2024-06-22T10:18:38.681Z;2068;0.47;0.47;0.47;-12.963;4400;08807432000110;0.53;0.37;;7;10.84;0;300;700;1719245274000;PUT;1719238321000;10.73;
YDUQG112;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G07G6;False;EUROPEAN;YDUQS PART ON, R$ 10.98, 19-07-2024;10.98;2024-06-22T10:18:38.498Z;0.56;2024-06-22T10:18:38.498Z;56;0.56;0.56;0.56;19.149;100;;0.91;0.27;;7;10.84;0;900;900;1719243557000;CALL;1719240632000;10.98;
YDUQS112;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0793;True;EUROPEAN;YDUQS PART ON, R$ 10.98, 19-07-2024;10.98;2024-06-22T10:18:38.681Z;0.55;2024-06-22T10:18:38.681Z;13175;0.59;0.55;0.59;-8.333;22500;;0.57;0.54;;7;10.91;0;20000;900;1719245245000;PUT;1719243968000;10.98;
YDUQG115;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06C7;True;AMERICAN;YDUQS PART ON, R$ 11.23, 19-07-2024;11.23;2024-06-22T10:18:38.498Z;0.45;2024-06-22T10:18:38.498Z;2184;0.51;0.4;0.49;9.756;4500;08807432000110;0.47;0.43;;7;10.84;0;20000;20000;1719245207000;CALL;1719244601000;11.23;
YDUQS115;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06B4;False;EUROPEAN;YDUQS PART ON, R$ 11.23, 19-07-2024;11.23;2024-06-22T10:18:38.681Z;0.72;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;08807432000110;1.05;0.36;;7;10.84;0;900;900;1719240849000;PUT;1719216366000;11.23;
YDUQG117;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0763;False;EUROPEAN;YDUQS PART ON, R$ 11.48, 19-07-2024;11.48;2024-06-22T10:18:38.498Z;0.35;2024-06-22T10:18:38.498Z;6686;0.4;0.32;0.4;-18.605;16900;;0.37;0.33;;7;10.96;0;91100;1100;1719245241000;CALL;1719240632000;11.48;
YDUQS117;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0710;True;EUROPEAN;YDUQS PART ON, R$ 11.48, 19-07-2024;11.48;2024-06-22T10:18:38.681Z;0.82;2024-06-22T10:18:38.681Z;4109;0.83;0.82;0.83;-3.529;5000;;0.85;0.82;;7;10.84;0;900;900;1719245229000;PUT;1719243385000;11.48;
YDUQG120;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06A1;True;AMERICAN;YDUQS PART ON, R$ 11.73, 19-07-2024;11.73;2024-06-22T10:18:38.498Z;0.24;2024-06-22T10:18:38.498Z;91154;0.35;0.23;0.31;0.0;323500;08807432000110;0.29;0.26;;7;10.81;0;100;900;1719244526000;CALL;1719238787000;11.73;
YDUQS120;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06R0;False;EUROPEAN;YDUQS PART ON, R$ 11.73, 19-07-2024;11.73;2024-06-22T10:18:38.681Z;1.0;2024-06-22T10:18:38.681Z;70000;1.0;1.0;1.0;0.0;70000;08807432000110;1.4;0.68;;7;10.86;0;1000;3000;1719245222000;PUT;1719234456000;11.73;
YDUQG122;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0706;False;EUROPEAN;YDUQS PART ON, R$ 11.98, 19-07-2024;11.98;2024-06-22T10:18:38.498Z;0.18;2024-06-22T10:18:38.498Z;90;0.18;0.18;0.18;-14.286;500;;0.23;0.19;;7;10.84;0;900;900;1719244526000;CALL;1719238796000;11.98;
YDUQS122;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S07B2;False;EUROPEAN;YDUQS PART ON, R$ 11.98, 19-07-2024;11.98;2024-06-22T10:18:38.681Z;1.4;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.15;;7;10.84;0;500;0;1719236973000;PUT;1718810333000;11.98;
YDUQG125;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G05Y3;True;AMERICAN;YDUQS PART ON, R$ 12.23, 19-07-2024;12.23;2024-06-22T10:18:38.498Z;0.14;2024-06-22T10:18:38.498Z;10888;0.2;0.14;0.14;0.0;67200;08807432000110;0.17;0.14;;7;10.83;0;7000;900;1719245144000;CALL;1719238535000;12.23;
YDUQS125;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06D0;False;EUROPEAN;YDUQS PART ON, R$ 12.23, 19-07-2024;12.23;2024-06-22T10:18:38.681Z;1.4;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718824578000;12.23;
YDUQG127;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G07H4;False;EUROPEAN;YDUQS PART ON, R$ 12.48, 19-07-2024;12.48;2024-06-22T10:18:38.498Z;0.11;2024-06-22T10:18:38.498Z;203;0.12;0.1;0.12;10.0;2000;;0.13;0.1;;7;10.95;0;5000;900;1719245144000;CALL;1719240632000;12.48;
YDUQS127;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S07F3;False;EUROPEAN;YDUQS PART ON, R$ 12.48, 19-07-2024;12.48;2024-06-22T10:18:38.681Z;1.47;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;;0.0;1.1;;7;10.84;0;1100;0;1719234393000;PUT;1718897086000;12.48;
YDUQG130;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06P9;False;AMERICAN;YDUQS PART ON, R$ 12.73, 19-07-2024;12.73;2024-06-22T10:18:38.498Z;0.11;2024-06-22T10:18:38.498Z;2640;0.11;0.11;0.11;0.0;24000;08807432000110;0.1;0.07;;7;10.84;0;900;900;1719245144000;CALL;1719236268000;12.73;
YDUQS130;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06O7;False;EUROPEAN;YDUQS PART ON, R$ 12.73, 19-07-2024;12.73;2024-06-22T10:18:38.681Z;2.06;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718717994000;12.73;
YDUQG132;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06V7;False;EUROPEAN;YDUQS PART ON, R$ 12.98, 19-07-2024;12.98;2024-06-22T10:18:38.498Z;0.11;2024-06-22T10:18:38.498Z;0;0.0;0.0;0.0;0.0;0;;0.08;0.05;;7;10.84;0;900;900;1719241038000;CALL;1718889275000;12.98;
YDUQS132;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S07H9;False;EUROPEAN;YDUQS PART ON, R$ 12.98, 19-07-2024;12.98;2024-06-22T10:18:38.681Z;1.8;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;;0.0;1.0;;7;10.84;0;200;0;1719234000000;PUT;1719216368000;12.98;
YDUQG135;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0607;False;AMERICAN;YDUQS PART ON, R$ 13.23, 19-07-2024;13.23;2024-06-22T10:18:38.498Z;0.05;2024-06-22T10:18:38.498Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.07;0.04;;7;10.84;0;900;900;1719244268000;CALL;1719216366000;13.23;
YDUQS135;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0652;False;EUROPEAN;YDUQS PART ON, R$ 13.23, 19-07-2024;13.23;2024-06-22T10:18:38.681Z;2.22;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718911913000;13.23;
YDUQG137;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G07E1;False;EUROPEAN;YDUQS PART ON, R$ 13.48, 19-07-2024;13.48;2024-06-22T10:18:38.498Z;0.03;2024-06-22T10:18:38.498Z;0;0.0;0.0;0.0;0.0;0;;0.06;0.03;;7;10.84;0;900;900;1719244268000;CALL;1719216368000;13.48;
YDUQS137;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0744;False;EUROPEAN;YDUQS PART ON, R$ 13.48, 19-07-2024;13.48;2024-06-22T10:18:38.681Z;2.8;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718717631000;13.48;
YDUQG140;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06N4;False;AMERICAN;YDUQS PART ON, R$ 13.73, 19-07-2024;13.73;2024-06-22T10:18:38.498Z;0.05;2024-06-22T10:18:38.498Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.05;0.02;;7;10.84;0;900;900;1719241098000;CALL;1718908759000;13.73;
YDUQS140;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0645;False;EUROPEAN;YDUQS PART ON, R$ 13.73, 19-07-2024;13.73;2024-06-22T10:18:38.681Z;2.39;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718295816000;13.73;
YDUQG142;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0714;False;EUROPEAN;YDUQS PART ON, R$ 13.98, 19-07-2024;13.98;2024-06-22T10:18:38.498Z;0.01;2024-06-22T10:18:38.498Z;4;0.01;0.01;0.01;-88.889;400;;0.04;0.01;;7;10.98;0;900;900;1719245139000;CALL;1719235033000;13.98;
YDUQS142;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0728;False;EUROPEAN;YDUQS PART ON, R$ 13.98, 19-07-2024;13.98;2024-06-22T10:18:38.681Z;3.15;2024-06-22T10:18:38.681Z;3150;3.15;3.15;3.15;7.143;1000;;3.36;0.33;;7;10.8;0;400;100;1719239034000;PUT;1719239034000;13.98;
YDUQG145;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06Q7;False;AMERICAN;YDUQS PART ON, R$ 14.23, 19-07-2024;14.23;2024-06-22T10:18:38.498Z;0.04;2024-06-22T10:18:38.498Z;40;0.04;0.04;0.04;0.0;1000;08807432000110;0.04;0.01;;7;10.85;0;93300;4000;1719245139000;CALL;1719237475000;14.23;
YDUQS145;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06M1;False;EUROPEAN;YDUQS PART ON, R$ 14.23, 19-07-2024;14.23;2024-06-22T10:18:38.681Z;3.24;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718812296000;14.23;
YDUQG147;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G07I2;False;EUROPEAN;YDUQS PART ON, R$ 14.48, 19-07-2024;14.48;2024-06-22T10:18:38.498Z;0.01;2024-06-22T10:18:38.498Z;0;0.0;0.0;0.0;0.0;0;;0.04;0.01;;7;10.84;0;93300;93300;1719245139000;CALL;1718637788000;14.48;
YDUQS147;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S07C0;False;EUROPEAN;YDUQS PART ON, R$ 14.48, 19-07-2024;14.48;2024-06-22T10:18:38.681Z;3.41;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718908199000;14.48;
YDUQG150;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0672;False;AMERICAN;YDUQS PART ON, R$ 14.73, 19-07-2024;14.73;2024-06-22T10:18:38.499Z;0.05;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.19;0.0;;7;10.84;0;0;500;1719245140000;CALL;1718125186000;14.73;
YDUQS150;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0629;False;EUROPEAN;YDUQS PART ON, R$ 14.73, 19-07-2024;14.73;2024-06-22T10:18:38.682Z;3.89;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1719216366000;14.73;
YDUQG152;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0722;False;EUROPEAN;YDUQS PART ON, R$ 14.98, 19-07-2024;14.98;2024-06-22T10:18:38.499Z;0.4;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;;0.25;0.0;;7;10.84;0;0;300;1719236248000;CALL;1716838813000;14.98;
YDUQS152;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S07I7;False;EUROPEAN;YDUQS PART ON, R$ 14.98, 19-07-2024;14.98;2024-06-22T10:18:38.682Z;3.53;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;;0.0;3.76;;7;10.84;0;900;0;1719240849000;PUT;1718129067000;14.98;
YDUQG155;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06K0;False;AMERICAN;YDUQS PART ON, R$ 15.23, 19-07-2024;15.23;2024-06-22T10:18:38.498Z;0.03;2024-06-22T10:18:38.498Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719235315000;CALL;1718730554000;15.23;
YDUQS155;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0678;False;EUROPEAN;YDUQS PART ON, R$ 15.23, 19-07-2024;15.23;2024-06-22T10:18:38.682Z;4.48;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719236419000;PUT;1718730644000;15.23;
YDUQG157;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06T1;False;EUROPEAN;YDUQS PART ON, R$ 15.48, 19-07-2024;15.48;2024-06-22T10:18:38.498Z;0.03;2024-06-22T10:18:38.498Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719235315000;CALL;1718647603000;15.48;
YDUQS157;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06Z3;False;EUROPEAN;YDUQS PART ON, R$ 15.48, 19-07-2024;15.48;2024-06-22T10:18:38.682Z;4.62;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718653855000;15.48;
YDUQG160;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06E3;False;AMERICAN;YDUQS PART ON, R$ 15.73, 19-07-2024;15.73;2024-06-22T10:18:38.499Z;0.03;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.01;;7;10.84;0;4400;0;1719243774000;CALL;1718732768000;15.73;
YDUQS160;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06F5;False;EUROPEAN;YDUQS PART ON, R$ 15.73, 19-07-2024;15.73;2024-06-22T10:18:38.681Z;4.45;2024-06-22T10:18:38.681Z;0;0.0;0.0;0.0;0.0;0;08807432000110;5.09;0.0;;7;10.84;0;0;100;1719234000000;PUT;1718891687000;15.73;
YDUQG162;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0789;False;EUROPEAN;YDUQS PART ON, R$ 15.98, 19-07-2024;15.98;2024-06-22T10:18:38.499Z;0.02;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.01;;7;10.84;0;5000;0;1719234000000;CALL;1719216368000;15.98;
YDUQS162;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S07D8;False;EUROPEAN;YDUQS PART ON, R$ 15.98, 19-07-2024;15.98;2024-06-22T10:18:38.682Z;4.79;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;;0.0;4.7;;7;10.84;0;100;0;1719240443000;PUT;1718897172000;15.98;
YDUQG165;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06J2;False;AMERICAN;YDUQS PART ON, R$ 16.23, 19-07-2024;16.23;2024-06-22T10:18:38.499Z;0.45;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1715616528000;16.23;
YDUQS165;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06I9;False;EUROPEAN;YDUQS PART ON, R$ 16.23, 19-07-2024;16.23;2024-06-22T10:18:38.682Z;5.1;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718824627000;16.23;
YDUQG167;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0755;False;EUROPEAN;YDUQS PART ON, R$ 16.48, 19-07-2024;16.48;2024-06-22T10:18:38.499Z;0.25;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1716574492000;16.48;
YDUQS167;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06Y6;False;EUROPEAN;YDUQS PART ON, R$ 16.48, 19-07-2024;16.48;2024-06-22T10:18:38.682Z;5.33;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;;5.85;0.0;;7;10.84;0;0;100;1719234000000;PUT;1718910452000;16.48;
YDUQG170;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06M6;False;AMERICAN;YDUQS PART ON, R$ 16.73, 19-07-2024;16.73;2024-06-22T10:18:38.499Z;0.1;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1717006823000;16.73;
YDUQS170;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06N9;False;EUROPEAN;YDUQS PART ON, R$ 16.73, 19-07-2024;16.73;2024-06-22T10:18:38.682Z;5.89;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718805942000;16.73;
YDUQG172;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0771;False;EUROPEAN;YDUQS PART ON, R$ 16.98, 19-07-2024;16.98;2024-06-22T10:18:38.499Z;0.0;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;16.98;
YDUQS172;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S07E6;False;EUROPEAN;YDUQS PART ON, R$ 16.98, 19-07-2024;16.98;2024-06-22T10:18:38.682Z;6.15;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;;6.19;0.0;;7;10.84;0;0;100;1719234000000;PUT;1719216368000;16.98;
YDUQG175;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0664;False;AMERICAN;YDUQS PART ON, R$ 17.23, 19-07-2024;17.23;2024-06-22T10:18:38.499Z;0.0;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;17.23;
YDUQS175;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06L3;False;EUROPEAN;YDUQS PART ON, R$ 17.23, 19-07-2024;17.23;2024-06-22T10:18:38.682Z;0.0;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;17.23;
YDUQG177;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G05X5;False;EUROPEAN;YDUQS PART ON, R$ 17.48, 19-07-2024;17.48;2024-06-22T10:18:38.499Z;0.04;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1717180422000;17.48;
YDUQS177;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S05X0;False;EUROPEAN;YDUQS PART ON, R$ 17.48, 19-07-2024;17.48;2024-06-22T10:18:38.682Z;0.0;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;17.48;
YDUQG180;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06R5;False;AMERICAN;YDUQS PART ON, R$ 17.73, 19-07-2024;17.73;2024-06-22T10:18:38.499Z;0.04;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1717605914000;17.73;
YDUQS180;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06E8;False;EUROPEAN;YDUQS PART ON, R$ 17.73, 19-07-2024;17.73;2024-06-22T10:18:38.682Z;2.05;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;1.5;;7;10.84;0;1500;0;1719234000000;PUT;1714748293000;17.73;
YDUQG182;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G05R7;False;EUROPEAN;YDUQS PART ON, R$ 17.98, 19-07-2024;17.98;2024-06-22T10:18:38.499Z;0.01;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1718908567000;17.98;
YDUQS182;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S05R2;False;EUROPEAN;YDUQS PART ON, R$ 17.98, 19-07-2024;17.98;2024-06-22T10:18:38.682Z;1.98;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1715088663000;17.98;
YDUQG185;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G05W7;False;AMERICAN;YDUQS PART ON, R$ 18.23, 19-07-2024;18.23;2024-06-22T10:18:38.499Z;0.01;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1718117441000;18.23;
YDUQS185;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S05Y8;False;EUROPEAN;YDUQS PART ON, R$ 18.23, 19-07-2024;18.23;2024-06-22T10:18:38.682Z;7.24;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1719216366000;18.23;
YDUQG187;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0797;False;EUROPEAN;YDUQS PART ON, R$ 18.48, 19-07-2024;18.48;2024-06-22T10:18:38.499Z;0.07;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1716298824000;18.48;
