symbol;block_date;category;contract_size;days_to_maturity;due_date;exchange_id;isin;market_maker;maturity_type;name;strike;updated_at;close;created_at;financial_volume;high;low;open;variation;volume;cnpj;ask;bid;quotationForm;security_category;spot_price;trades;bid_volume;ask_volume;time;type;last_trade_at;strike_eod;warning;has_options
BRFSS14;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0K12;False;EUROPEAN;BRF SA ON, R$ 14.00, 19-07-2024;14.0;2024-06-22T10:18:38.405Z;0.01;2024-06-22T10:18:38.405Z;150;0.01;0.01;0.01;-50.0;15000;01838723000127;0.01;0.0;;7;20.94;0;0;1000;1719244079000;PUT;1719236270000;14.0;;
BRFSG145;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0K33;False;AMERICAN;BRF SA ON, R$ 14.50, 19-07-2024;14.5;2024-06-22T10:18:38.462Z;5.7;2024-06-22T10:18:38.462Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1718814183000;14.5;;
BRFSS145;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KS3;False;EUROPEAN;BRF SA ON, R$ 14.50, 19-07-2024;14.5;2024-06-22T10:18:38.988Z;0.02;2024-06-22T10:18:38.988Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.06;0.0;;7;20.55;0;0;800;1719244079000;PUT;1718642632000;14.5;;
BRFSG150;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KK4;False;AMERICAN;BRF SA ON, R$ 15.00, 19-07-2024;15.0;2024-06-22T10:18:38.462Z;6.0;2024-06-22T10:18:38.462Z;16203;6.03;6.0;6.03;9.091;2700;01838723000127;0.0;0.0;;7;20.86;0;0;0;1719236071000;CALL;1719235951000;15.0;;
BRFSS150;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KJ2;False;EUROPEAN;BRF SA ON, R$ 15.00, 19-07-2024;15.0;2024-06-22T10:18:38.988Z;0.02;2024-06-22T10:18:38.988Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.01;0.0;;7;20.55;0;0;58900;1719244374000;PUT;1718823830000;15.0;;
BRFSG155;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KY5;False;AMERICAN;BRF SA ON, R$ 15.50, 19-07-2024;15.5;2024-06-22T10:18:38.462Z;5.05;2024-06-22T10:18:38.462Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1719216328000;15.5;;
BRFSS155;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KX3;False;EUROPEAN;BRF SA ON, R$ 15.50, 19-07-2024;15.5;2024-06-22T10:18:38.988Z;0.01;2024-06-22T10:18:38.988Z;140;0.01;0.01;0.01;-50.0;14000;;0.02;0.0;;7;20.94;0;0;40000;1719244082000;PUT;1719236275000;15.5;;
BRFSG160;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0K66;False;AMERICAN;BRF SA ON, R$ 16.00, 19-07-2024;16.0;2024-06-22T10:18:38.462Z;4.67;2024-06-22T10:18:38.462Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1719216326000;16.0;;
BRFSS160;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KR5;False;EUROPEAN;BRF SA ON, R$ 16.00, 19-07-2024;16.0;2024-06-22T10:18:38.972Z;0.02;2024-06-22T10:18:38.972Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.02;0.01;;7;20.55;0;30000;25000;1719244079000;PUT;1719216326000;16.0;;
BRFSG165;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KE7;False;AMERICAN;BRF SA ON, R$ 16.50, 19-07-2024;16.5;2024-06-22T10:18:38.462Z;4.16;2024-06-22T10:18:38.462Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1719216326000;16.5;;
BRFSS165;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0K61;False;EUROPEAN;BRF SA ON, R$ 16.50, 19-07-2024;16.5;2024-06-22T10:18:38.972Z;0.02;2024-06-22T10:18:38.972Z;1300;0.02;0.02;0.02;-33.333;65000;01838723000127;0.03;0.02;;7;20.75;0;200;15000;1719244079000;PUT;1719241410000;16.5;;
BRFSG170;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0K25;False;AMERICAN;BRF SA ON, R$ 17.00, 19-07-2024;17.0;2024-06-22T10:18:38.461Z;3.6;2024-06-22T10:18:38.461Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1719216326000;17.0;;
BRFSS170;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KK0;False;EUROPEAN;BRF SA ON, R$ 17.00, 19-07-2024;17.0;2024-06-22T10:18:38.972Z;0.04;2024-06-22T10:18:38.972Z;722;0.04;0.03;0.03;-33.333;18400;01838723000127;0.04;0.03;;7;20.55;0;22300;22300;1719244374000;PUT;1719243264000;17.0;;
BRFSG175;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0L24;False;AMERICAN;BRF SA ON, R$ 17.50, 19-07-2024;17.5;2024-06-22T10:18:38.461Z;3.2;2024-06-22T10:18:38.461Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1719216328000;17.5;;
BRFSS175;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KZ8;False;EUROPEAN;BRF SA ON, R$ 17.50, 19-07-2024;17.5;2024-06-22T10:18:38.972Z;0.06;2024-06-22T10:18:38.972Z;870;0.06;0.06;0.06;-33.333;14500;;0.07;0.05;;7;20.76;0;1000;16200;1719244374000;PUT;1719241205000;17.5;;
BRFSG18;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KP3;False;AMERICAN;BRF SA ON, R$ 18.00, 19-07-2024;18.0;2024-06-22T10:18:38.968Z;2.39;2024-06-22T10:18:38.968Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.44;;7;20.55;0;200;0;1719244079000;CALL;1718818942000;18.0;;
BRFSS18;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KI4;False;EUROPEAN;BRF SA ON, R$ 18.00, 19-07-2024;18.0;2024-06-22T10:18:38.405Z;0.1;2024-06-22T10:18:38.405Z;2363;0.1;0.09;0.09;-16.667;23800;01838723000127;0.11;0.09;;7;20.55;0;10000;14700;1719244821000;PUT;1719244821000;18.0;;
BRFSG185;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KC1;False;AMERICAN;BRF SA ON, R$ 18.50, 19-07-2024;18.5;2024-06-22T10:18:38.461Z;2.22;2024-06-22T10:18:38.461Z;222;2.22;2.22;2.22;-10.121;100;01838723000127;4.55;2.24;;7;20.55;0;100;1000;1719245318000;CALL;1719240858000;18.5;;
BRFSS185;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KH6;False;EUROPEAN;BRF SA ON, R$ 18.50, 19-07-2024;18.5;2024-06-22T10:18:38.972Z;0.15;2024-06-22T10:18:38.972Z;2697;0.16;0.14;0.16;-16.667;17800;01838723000127;0.16;0.14;;7;20.55;0;80500;14700;1719244572000;PUT;1719244554000;18.5;;
BRFSG190;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0K90;False;AMERICAN;BRF SA ON, R$ 19.00, 19-07-2024;19.0;2024-06-22T10:18:38.461Z;1.95;2024-06-22T10:18:38.461Z;24698;2.25;1.95;1.98;-2.5;11500;01838723000127;2.3;1.9;;7;20.64;0;200;100;1719245122000;CALL;1719243559000;19.0;;
BRFSS190;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KG8;True;EUROPEAN;BRF SA ON, R$ 19.00, 19-07-2024;19.0;2024-06-22T10:18:38.971Z;0.24;2024-06-22T10:18:38.971Z;36587;0.25;0.2;0.2;-7.692;162900;01838723000127;0.24;0.21;;7;20.63;0;1000;14700;1719245269000;PUT;1719244169000;19.0;;
BRFSG195;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0L16;True;AMERICAN;BRF SA ON, R$ 19.50, 19-07-2024;19.5;2024-06-22T10:18:38.444Z;1.64;2024-06-22T10:18:38.444Z;14300;1.91;1.64;1.7;25.191;7800;;1.91;1.12;;7;20.63;0;1000;100;1719244082000;CALL;1719242217000;19.5;;
BRFSS195;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KY1;True;EUROPEAN;BRF SA ON, R$ 19.50, 19-07-2024;19.5;2024-06-22T10:18:38.971Z;0.34;2024-06-22T10:18:38.971Z;1474;0.36;0.31;0.31;-8.108;4500;;0.35;0.32;;7;20.55;0;20000;14700;1719245317000;PUT;1719245160000;19.5;;
BRFSG197;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0L57;False;EUROPEAN;BRF SA ON, R$ 19.75, 19-07-2024;19.75;2024-06-22T10:18:38.444Z;1.35;2024-06-22T10:18:38.444Z;0;0.0;0.0;0.0;0.0;0;;0.0;1.16;;7;20.55;0;14700;0;1719244374000;CALL;1719216334000;19.75;;
BRFSS197;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0L45;False;EUROPEAN;BRF SA ON, R$ 19.75, 19-07-2024;19.75;2024-06-22T10:18:38.971Z;0.43;2024-06-22T10:18:38.971Z;5392;0.43;0.35;0.42;-2.273;13400;;0.42;0.38;;7;20.55;0;1000;14700;1719245269000;PUT;1719243936000;19.75;;
BRFSG200;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KF4;True;AMERICAN;BRF SA ON, R$ 20.00, 19-07-2024;20.0;2024-06-22T10:18:38.459Z;1.32;2024-06-22T10:18:38.459Z;24014;1.49;1.32;1.46;-1.493;16800;01838723000127;1.37;1.33;;7;20.55;0;20000;20000;1719245317000;CALL;1719242100000;20.0;;
BRFSS200;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KD5;True;EUROPEAN;BRF SA ON, R$ 20.00, 19-07-2024;20.0;2024-06-22T10:18:38.973Z;0.51;2024-06-22T10:18:38.973Z;32080;0.51;0.42;0.43;-3.774;67100;01838723000127;0.49;0.46;;7;20.55;0;20000;20000;1719245318000;PUT;1719242262000;20.0;;
BRFSG202;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0L40;False;EUROPEAN;BRF SA ON, R$ 20.25, 19-07-2024;20.25;2024-06-22T10:18:38.459Z;1.59;2024-06-22T10:18:38.459Z;0;0.0;0.0;0.0;0.0;0;;1.76;0.62;;7;20.55;0;14700;100;1719244374000;CALL;1718911231000;20.25;;
BRFSS202;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0L37;False;EUROPEAN;BRF SA ON, R$ 20.25, 19-07-2024;20.25;2024-06-22T10:18:38.972Z;0.58;2024-06-22T10:18:38.972Z;1541;0.6;0.54;0.55;-6.452;6500;;0.58;0.54;;7;20.55;0;80500;14700;1719245317000;PUT;1719244090000;20.25;;
BRFSG205;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KJ6;True;AMERICAN;BRF SA ON, R$ 20.50, 19-07-2024;20.5;2024-06-22T10:18:38.459Z;0.98;2024-06-22T10:18:38.459Z;27868;1.15;0.97;1.12;-2.97;27500;01838723000127;1.05;1.02;;7;20.55;0;20000;20000;1719245318000;CALL;1719242473000;20.5;;
BRFSS205;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0K95;True;EUROPEAN;BRF SA ON, R$ 20.50, 19-07-2024;20.5;2024-06-22T10:18:38.972Z;0.65;2024-06-22T10:18:38.972Z;8963;0.7;0.6;0.68;-5.797;13900;01838723000127;0.66;0.64;;7;20.55;0;1000;800;1719245317000;PUT;1719244545000;20.5;;
BRFSG207;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0L32;False;EUROPEAN;BRF SA ON, R$ 20.75, 19-07-2024;20.75;2024-06-22T10:18:38.459Z;0.82;2024-06-22T10:18:38.459Z;5032;0.99;0.82;0.99;-6.818;5100;;0.92;0.87;;7;20.55;0;80500;80500;1719245317000;CALL;1719242306000;20.75;;
BRFSS207;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0L29;False;EUROPEAN;BRF SA ON, R$ 20.75, 19-07-2024;20.75;2024-06-22T10:18:38.972Z;0.75;2024-06-22T10:18:38.972Z;11281;0.83;0.69;0.72;-7.407;15300;;0.78;0.74;;7;20.77;0;1000;800;1719245269000;PUT;1719244545000;20.75;;
BRFSG210;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KV1;True;AMERICAN;BRF SA ON, R$ 21.00, 19-07-2024;21.0;2024-06-22T10:18:38.458Z;0.76;2024-06-22T10:18:38.458Z;207972;0.92;0.72;0.79;-1.299;250700;01838723000127;0.77;0.74;;7;20.75;0;700;700;1719245318000;CALL;1719245317000;21.0;;
BRFSS210;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0JZ0;False;EUROPEAN;BRF SA ON, R$ 21.00, 19-07-2024;21.0;2024-06-22T10:18:38.972Z;0.88;2024-06-22T10:18:38.972Z;26261;0.95;0.5;0.8;-19.266;31200;01838723000127;0.89;0.86;;7;20.55;0;20000;20000;1719245317000;PUT;1719244702000;21.0;;
BRFSG215;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0L65;True;AMERICAN;BRF SA ON, R$ 21.50, 19-07-2024;21.5;2024-06-22T10:18:38.458Z;0.63;2024-06-22T10:18:38.458Z;189;0.63;0.63;0.63;14.545;300;;0.56;0.52;;7;20.93;0;20000;14700;1719245272000;CALL;1719240102000;21.5;;
BRFSS215;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0L52;False;EUROPEAN;BRF SA ON, R$ 21.50, 19-07-2024;21.5;2024-06-22T10:18:38.972Z;1.21;2024-06-22T10:18:38.972Z;605;1.21;1.21;1.21;0.0;500;;1.74;1.02;;7;20.55;0;1000;14700;1719244374000;PUT;1719242217000;21.5;;
BRFSG220;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KX7;False;AMERICAN;BRF SA ON, R$ 22.00, 19-07-2024;22.0;2024-06-22T10:18:38.458Z;0.32;2024-06-22T10:18:38.458Z;18724;0.45;0.32;0.4;-15.789;51800;01838723000127;0.38;0.35;;7;20.6;0;14700;14700;1719245162000;CALL;1719243067000;22.0;;
BRFSS220;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KP9;False;EUROPEAN;BRF SA ON, R$ 22.00, 19-07-2024;22.0;2024-06-22T10:18:38.972Z;1.97;2024-06-22T10:18:38.972Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;1.2;;7;20.55;0;100;0;1719244555000;PUT;1718814316000;22.0;;
BRFSG225;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KO6;False;AMERICAN;BRF SA ON, R$ 22.50, 19-07-2024;22.5;2024-06-22T10:18:38.458Z;0.24;2024-06-22T10:18:38.458Z;1528;0.28;0.24;0.28;0.0;5600;01838723000127;0.25;0.23;;7;20.71;0;14800;14800;1719245269000;CALL;1719241924000;22.5;;
BRFSS225;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KN4;False;EUROPEAN;BRF SA ON, R$ 22.50, 19-07-2024;22.5;2024-06-22T10:18:38.972Z;0.0;2024-06-22T10:18:38.972Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;PUT;1688582413000;22.5;;
BRFSG230;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KW9;False;AMERICAN;BRF SA ON, R$ 23.00, 19-07-2024;23.0;2024-06-22T10:18:38.458Z;0.14;2024-06-22T10:18:38.458Z;4560;0.2;0.14;0.2;-12.5;25000;01838723000127;0.16;0.14;;7;20.55;0;15400;15400;1719244559000;CALL;1719242473000;23.0;;
BRFSS230;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0K04;False;EUROPEAN;BRF SA ON, R$ 23.00, 19-07-2024;23.0;2024-06-22T10:18:38.972Z;2.32;2024-06-22T10:18:38.972Z;232;2.32;2.32;2.32;-10.769;100;01838723000127;2.29;0.0;;7;20.55;0;0;9400;1719245273000;PUT;1719245203000;23.0;;
BRFSG240;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KQ1;False;AMERICAN;BRF SA ON, R$ 24.00, 19-07-2024;24.0;2024-06-22T10:18:38.458Z;0.05;2024-06-22T10:18:38.458Z;2094;0.07;0.05;0.07;-16.667;39300;01838723000127;0.07;0.05;;7;20.55;0;10200;3000;1719245226000;CALL;1719245226000;24.0;;
BRFSS240;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KV7;False;EUROPEAN;BRF SA ON, R$ 24.00, 19-07-2024;24.0;2024-06-22T10:18:38.972Z;0.0;2024-06-22T10:18:38.972Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;PUT;1688582413000;24.0;;
BRFSG245;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KB3;False;AMERICAN;BRF SA ON, R$ 24.50, 19-07-2024;24.5;2024-06-22T10:18:38.458Z;0.04;2024-06-22T10:18:38.458Z;415;0.06;0.04;0.04;100.0;10000;01838723000127;0.04;0.03;;7;20.62;0;20800;20800;1719244374000;CALL;1719242652000;24.5;;
BRFSS245;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KE3;False;EUROPEAN;BRF SA ON, R$ 24.50, 19-07-2024;24.5;2024-06-22T10:18:38.972Z;4.02;2024-06-22T10:18:38.972Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;PUT;1718907015000;24.5;;
BRFSG250;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KN8;False;AMERICAN;BRF SA ON, R$ 25.00, 19-07-2024;25.0;2024-06-22T10:18:38.458Z;0.02;2024-06-22T10:18:38.458Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.03;0.01;;7;20.55;0;29800;4000;1719245162000;CALL;1719216326000;25.0;;
BRFSS250;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KF0;False;EUROPEAN;BRF SA ON, R$ 25.00, 19-07-2024;25.0;2024-06-22T10:18:38.972Z;4.8;2024-06-22T10:18:38.972Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;PUT;1718812013000;25.0;;
BRFSG260;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KS7;False;AMERICAN;BRF SA ON, R$ 26.00, 19-07-2024;26.0;2024-06-22T10:18:38.458Z;0.0;2024-06-22T10:18:38.458Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.02;0.0;;7;20.55;0;0;80500;1719244169000;CALL;1688582413000;26.0;;
BRFSS260;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KT1;False;EUROPEAN;BRF SA ON, R$ 26.00, 19-07-2024;26.0;2024-06-22T10:18:38.972Z;0.0;2024-06-22T10:18:38.972Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;PUT;1688582413000;26.0;;
BRFSG270;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRBRFS3G0KD9;False;AMERICAN;BRF SA ON, R$ 27.00, 19-07-2024;27.0;2024-06-22T10:18:38.458Z;0.03;2024-06-22T10:18:38.458Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.02;0.0;;7;20.55;0;0;3000;1719244079000;CALL;1716211466000;27.0;;
BRFSS270;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRBRFS3S0KB9;False;EUROPEAN;BRF SA ON, R$ 27.00, 19-07-2024;27.0;2024-06-22T10:18:38.972Z;8.05;2024-06-22T10:18:38.972Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;PUT;1718721780000;27.0;;
BRFSH880;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRFS3H0IJ9;False;AMERICAN;BRF SA ON, R$ 8.80, 16-08-2024;8.8;2024-06-22T10:18:38.638Z;0.0;2024-06-22T10:18:38.638Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1688582413000;8.8;UPGRADE REQUIRED!!!;
BRFST880;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRFS3T0IB2;False;EUROPEAN;BRF SA ON, R$ 8.80, 16-08-2024;8.8;2024-06-22T10:18:38.458Z;0.0;2024-06-22T10:18:38.458Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719244079000;PUT;1718716275000;8.8;UPGRADE REQUIRED!!!;
BRFSH920;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRFS3H0IO9;False;AMERICAN;BRF SA ON, R$ 9.20, 16-08-2024;9.2;2024-06-22T10:18:38.628Z;0.0;2024-06-22T10:18:38.628Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1688582413000;9.2;UPGRADE REQUIRED!!!;
BRFST920;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRFS3T0II7;False;EUROPEAN;BRF SA ON, R$ 9.20, 16-08-2024;9.2;2024-06-22T10:18:38.418Z;0.0;2024-06-22T10:18:38.418Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;PUT;1688582413000;9.2;UPGRADE REQUIRED!!!;
BRFSH960;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRFS3H0IE0;False;AMERICAN;BRF SA ON, R$ 9.60, 16-08-2024;9.6;2024-06-22T10:18:38.633Z;0.0;2024-06-22T10:18:38.633Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1688582413000;9.6;UPGRADE REQUIRED!!!;
BRFST960;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRFS3T0IM9;False;EUROPEAN;BRF SA ON, R$ 9.60, 16-08-2024;9.6;2024-06-22T10:18:38.418Z;0.0;2024-06-22T10:18:38.418Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;PUT;1688582413000;9.6;UPGRADE REQUIRED!!!;
BRFSH100;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRFS3H0II1;False;AMERICAN;BRF SA ON, R$ 10.00, 16-08-2024;10.0;2024-06-22T10:18:38.678Z;0.0;2024-06-22T10:18:38.678Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1718721553000;10.0;UPGRADE REQUIRED!!!;
BRFST100;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRFS3T0IK3;False;EUROPEAN;BRF SA ON, R$ 10.00, 16-08-2024;10.0;2024-06-22T10:18:38.474Z;0.0;2024-06-22T10:18:38.474Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;PUT;1688582413000;10.0;UPGRADE REQUIRED!!!;
BRFSH110;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRFS3H0IF7;False;AMERICAN;BRF SA ON, R$ 11.00, 16-08-2024;11.0;2024-06-22T10:18:38.678Z;0.0;2024-06-22T10:18:38.678Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1688582413000;11.0;UPGRADE REQUIRED!!!;
BRFST110;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRFS3T0IJ5;False;EUROPEAN;BRF SA ON, R$ 11.00, 16-08-2024;11.0;2024-06-22T10:18:38.474Z;0.0;2024-06-22T10:18:38.474Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;PUT;1688582413000;11.0;UPGRADE REQUIRED!!!;
BRFSH120;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRFS3H0IK7;False;AMERICAN;BRF SA ON, R$ 12.00, 16-08-2024;12.0;2024-06-22T10:18:38.677Z;0.0;2024-06-22T10:18:38.677Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1688582413000;12.0;UPGRADE REQUIRED!!!;
BRFST120;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRFS3T0IN7;False;EUROPEAN;BRF SA ON, R$ 12.00, 16-08-2024;12.0;2024-06-22T10:18:38.474Z;0.0;2024-06-22T10:18:38.474Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;PUT;1688582413000;12.0;UPGRADE REQUIRED!!!;
BRFSH130;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRFS3H0IC4;False;AMERICAN;BRF SA ON, R$ 13.00, 16-08-2024;13.0;2024-06-22T10:18:38.677Z;0.0;2024-06-22T10:18:38.677Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1688582413000;13.0;UPGRADE REQUIRED!!!;
BRFST130;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRFS3T0IH9;False;EUROPEAN;BRF SA ON, R$ 13.00, 16-08-2024;13.0;2024-06-22T10:18:38.467Z;0.0;2024-06-22T10:18:38.467Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;PUT;1718804080000;13.0;UPGRADE REQUIRED!!!;
BRFSH140;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRFS3H0IB6;False;AMERICAN;BRF SA ON, R$ 14.00, 16-08-2024;14.0;2024-06-22T10:18:38.677Z;0.0;2024-06-22T10:18:38.677Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719234000000;CALL;1718375321000;14.0;UPGRADE REQUIRED!!!;
BRFST140;2024-08-15;PUT;100;39;2024-08-16;BOVESPA;BRBRFS3T0IP2;False;EUROPEAN;BRF SA ON, R$ 14.00, 16-08-2024;14.0;2024-06-22T10:18:38.467Z;0.0;2024-06-22T10:18:38.467Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.55;0;0;0;1719244374000;PUT;1718203898000;14.0;UPGRADE REQUIRED!!!;
BRFSH150;2024-08-15;CALL;100;39;2024-08-16;BOVESPA;BRBRFS3H0IA8;False;AMERICAN;BRF SA ON, R$ 15.00, 16-08-2024;15.0;2024-06-22T10:18:38.676Z;0.0;2024-06-22T10:18:38.676Z;0;0.0;0.0;0.0;0.0;0;01838723000127;0.0;0.0;;7;20.91;0;0;0;1719236019000;CALL;1719236019000;15.0;UPGRADE REQUIRED!!!;
